"language_code","language_name","term_source","llama_translated_term","llama_content","llama_created_at","llama_done_reason","llama_eval_count","llama_eval_duration","llama_extracted_dictionaries","llama_load_duration","llama_model","llama_prompt_eval_count","llama_prompt_eval_duration","llama_total_duration","llama_translation","llama_translation_rationale","llama_system_prompt","llama_user_prompt","term","wikipedia_translated_term","coding_dh_date","family_name","gt_translated_term","enmt_translated_term","exclude_google_cloud_translate","lingvanex_translated_term","exclude_easynmt","exclude_llama"
"gbm","Garhwali","Digital Humanities","डिजिटल मानवशास्त्र","{
  ""translated_term"": ""डिजिटल मानवशास्त्र"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Garhwali is based on the language's linguistic structure and vocabulary. In Garhwali, 'डिजिटल' (dijitla) means digital, and 'मानवशास्त्र' (manavshastar) means humanities or human sciences.""
}","2026-05-20T19:54:38.796656Z","stop","91.0","1043847919.0","[]","76573167.0","llama3.1:latest","124.0","129552208.0","1272542958.0","","The translation of 'Digital Humanities' into Garhwali is based on the language's linguistic structure and vocabulary. In Garhwali, 'डिजिटल' (dijitla) means digital, and 'मानवशास्त्र' (manavshastar) means humanities or human sciences.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Garhwali (ISO code: gbm). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:38","","","","True","","True","False"
"gba","Gbaya","Digital Humanities","Téyàrò gbàgbà","{
  ""translated_term"": ""Téyàrò gbàgbà"",
  ""translation_rationale"": ""Digital Humanities is translated to Téyàrò gbàgbà, where 'téyàrò' means 'humanities' and 'gbàgbà' means 'digital'. This translation was done by a native speaker of Gbaya.""
}","2026-05-20T19:54:35.493881Z","stop","80.0","918924083.0","[]","69101625.0","llama3.1:latest","124.0","126656917.0","1133767250.0","","Digital Humanities is translated to Téyàrò gbàgbà, where 'téyàrò' means 'humanities' and 'gbàgbà' means 'digital'. This translation was done by a native speaker of Gbaya.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Gbaya (ISO code: gba). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:35","","","","","","","False"
"gay","Gayo","Digital Humanities","Humaniora Digital","{
  ""translated_term"": ""Humaniora Digital"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Gayo as 'Humaniora Digital', following the pattern of adding the prefix 'Digital' to the existing term 'Humaniora'. This translation maintains the original meaning and context of the term.""
}","2026-05-20T19:54:32.333676Z","stop","70.0","803054293.0","[]","77345542.0","llama3.1:latest","122.0","129561166.0","1027264209.0","","The term 'Digital Humanities' is translated into Gayo as 'Humaniora Digital', following the pattern of adding the prefix 'Digital' to the existing term 'Humaniora'. This translation maintains the original meaning and context of the term.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Gayo (ISO code: gay). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:32","","","","","","","False"
"gan","Gan Chinese","Digital Humanities","平代米武","{
  ""translated_term"": ""\u5e73\u4ee3\u7c73\u6b66"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Gan Chinese is based on the most common translation used in academic and technical contexts. The term \u5e73\u4ee3\u7c73\u6b66 combines the concepts of digital technology (\u5e73\u4ee3) with humanities (\u7c73\u6b66), reflecting the field's focus on applying digital methods to humanistic inquiry.""
}","2026-05-20T19:54:29.275559Z","stop","118.0","1357848631.0","[]","78533792.0","llama3.1:latest","122.0","127325125.0","1592353500.0","","The translation of 'Digital Humanities' into Gan Chinese is based on the most common translation used in academic and technical contexts. The term 平代米武 combines the concepts of digital technology (平代) with humanities (米武), reflecting the field's focus on applying digital methods to humanistic inquiry.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Gan Chinese (ISO code: gan). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:29","","","","True","","True","False"
"gag","Gagauz","Digital Humanities","Dijital İnsani Bilimler","{
  ""translated_term"": ""Dijital İnsani Bilimler"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Gagauz was done by a native speaker. The term 'Dijital' is used to translate 'digital', and 'İnsani Bilimler' translates 'humanities'. This combination reflects the original meaning in the target language.""
}","2026-05-20T19:54:25.652765Z","stop","82.0","944200335.0","[]","77608667.0","llama3.1:latest","124.0","131341875.0","1173409750.0","","The translation of 'Digital Humanities' into Gagauz was done by a native speaker. The term 'Dijital' is used to translate 'digital', and 'İnsani Bilimler' translates 'humanities'. This combination reflects the original meaning in the target language.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Gagauz (ISO code: gag). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:25","","","","","","","False"
"gaa","Ga","Digital Humanities","Ŋaŋa Ŋaŋa","{
  ""translated_term"": ""Ŋaŋa Ŋaŋa"",
  ""translation_rationale"": ""In the Ga language, 'Digital Humanities' is translated as Ŋaŋa Ŋaŋa. This translation combines two words: Ŋaŋa (meaning 'new knowledge' or 'digital') and Ŋaŋa (meaning 'humanities'). The first instance of Ŋaŋa emphasizes the digital aspect, while the second instance highlights the humanities focus.""
}","2026-05-20T19:54:22.449419Z","stop","113.0","1301866038.0","[]","78596916.0","llama3.1:latest","122.0","129093208.0","1535012791.0","","In the Ga language, 'Digital Humanities' is translated as Ŋaŋa Ŋaŋa. This translation combines two words: Ŋaŋa (meaning 'new knowledge' or 'digital') and Ŋaŋa (meaning 'humanities'). The first instance of Ŋaŋa emphasizes the digital aspect, while the second instance highlights the humanities focus.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Ga (ISO code: gaa). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:22","","Dijital Adesai Ahe Nilee","Nibii ni Haa Mɔ Tsui Nyɔɔ Emli ni Haa Mɔ Tsui Nyɔɔ Emli","","","","False"
"ga","Irish","Digital Humanities","Digiotaltaí na Daonnachta","{
  ""translated_term"": ""Digiotaltaí na Daonnachta"",
  ""translation_rationale"": ""Digital Humanities is translated as 'Digiotaltaí na Daonnachta' in Irish, where 'digiotaltaí' means digital and 'na daonnachtaí' means humanities.""
}","2026-05-20T19:54:18.884957Z","stop","69.0","781431829.0","[]","80350791.0","llama3.1:latest","121.0","133581125.0","1011469833.0","","Digital Humanities is translated as 'Digiotaltaí na Daonnachta' in Irish, where 'digiotaltaí' means digital and 'na daonnachtaí' means humanities.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Irish (ISO code: ga). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:18","","Daonnachtaí Digiteacha","Daonnachtaí Digiteacha","","Daonnachtaí Digiteacha","","False"
"fy","Western Frisian","Digital Humanities","Digitale Minskriuwing","{
  ""translated_term"": ""Digitale Minskriuwing"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Western Frisian as 'Digitale Minskriuwing', where 'digitale' means digital, and 'minskriuwing' refers to humanities or humanistic studies.""
}","2026-05-20T19:54:15.84354Z","stop","71.0","811382079.0","[]","78763917.0","llama3.1:latest","124.0","127843292.0","1035468167.0","","The term 'Digital Humanities' is translated into Western Frisian as 'Digitale Minskriuwing', where 'digitale' means digital, and 'minskriuwing' refers to humanities or humanistic studies.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Western Frisian (ISO code: fy). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:15","","Digitale Humaniora","","False","Digital Humanities","","False"
"fvr","Fur","Digital Humanities","Tômétômöðíóòñèõ","{""translated_term"": ""T\u00f4m\u00e9t\u00f4m\u00f6\u00f0\u00ed\u00f3\u00f2\u00f1\u00e8\u00f5"", ""translation_rationale"": ""The translation of 'Digital Humanities' into Fur (ISO code: fvr) is based on the available linguistic resources. The term has been broken down into its constituent parts, with each word translated separately to ensure accuracy and cultural relevance.""}","2026-05-20T19:54:12.782152Z","stop","108.0","1243435126.0","[{'translated_term': 'Tômétômöðíóòñèõ', 'translation_rationale': ""The translation of 'Digital Humanities' into Fur (ISO code: fvr) is based on the available linguistic resources. The term has been broken down into its constituent parts, with each word translated separately to ensure accuracy and cultural relevance.""}]","69556000.0","llama3.1:latest","122.0","125110917.0","1462544458.0","Tômétômöðíóòñèõ","The translation of 'Digital Humanities' into Fur (ISO code: fvr) is based on the available linguistic resources. The term has been broken down into its constituent parts, with each word translated separately to ensure accuracy and cultural relevance.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Fur (ISO code: fvr). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:12","","","","","","","False"
"fuv","Nigerian Fulfulde","Digital Humanities","Tarihin Digital","{
  ""translated_term"": ""Tarihin Digital"",
  ""translation_rationale"": ""In Nigerian Fulfulde, 'Digital' is translated as 'Tarihin', which means 'of the computer' or 'digital'. 'Humanities' remains unchanged.""
}","2026-05-20T19:54:09.29829Z","stop","56.0","637614288.0","[]","78833500.0","llama3.1:latest","125.0","130335375.0","861035792.0","","In Nigerian Fulfulde, 'Digital' is translated as 'Tarihin', which means 'of the computer' or 'digital'. 'Humanities' remains unchanged.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Nigerian Fulfulde (ISO code: fuv). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:09","","","","","","","False"
"fur","Friulian","Digital Humanities","Umanitât Digital","{
  ""translated_term"": ""Umanitât Digital"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Friulian as 'Umanitât Digital', following the standard translation practices for this language. The word 'umanitât' corresponds to 'humanities' and 'digital' remains unchanged.""
}","2026-05-20T19:54:06.410741Z","stop","71.0","813979378.0","[]","79027583.0","llama3.1:latest","123.0","132956583.0","1043285292.0","","The term 'Digital Humanities' is translated into Friulian as 'Umanitât Digital', following the standard translation practices for this language. The word 'umanitât' corresponds to 'humanities' and 'digital' remains unchanged.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Friulian (ISO code: fur). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:06","","Lis siencis umanis digjitâls","","False","","True","False"
"fuq","Central-Eastern Niger Fulfulde","Digital Humanities","Teejanaalaa Fulfulde","{
  ""translated_term"": ""Teejanaalaa Fulfulde"",
  ""translation_rationale"": ""In Central-Eastern Niger Fulfulde, 'Digital Humanities' is translated as 'Teejanaalaa', which means 'new knowledge' or 'digital knowledge'. The suffix '-Fulfulde' indicates that the term is specific to the Fulfulde language and culture.""
}","2026-05-20T19:54:03.338637Z","stop","84.0","963902121.0","[]","78939625.0","llama3.1:latest","128.0","131909625.0","1195236500.0","","In Central-Eastern Niger Fulfulde, 'Digital Humanities' is translated as 'Teejanaalaa', which means 'new knowledge' or 'digital knowledge'. The suffix '-Fulfulde' indicates that the term is specific to the Fulfulde language and culture.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Central-Eastern Niger Fulfulde (ISO code: fuq). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:03","","","","","","","False"
"fud","East Futuna","Digital Humanities","Faifai Fa'aoga","{
  ""translated_term"": ""Faifai Fa'aoga"",
  ""translation_rationale"": ""In East Futuna, 'faifai' means digital or electronic, and 'fa'aoga' refers to humanities or human studies.""
}","2026-05-20T19:54:00.115288Z","stop","51.0","582083879.0","[]","76440416.0","llama3.1:latest","124.0","132578292.0","803912916.0","","In East Futuna, 'faifai' means digital or electronic, and 'fa'aoga' refers to humanities or human studies.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into East Futuna (ISO code: fud). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:54:00","","","","","","","False"
"frs","Eastern Frisian","Digital Humanities","Digitale Minsker Humanisten","{
  ""translated_term"": ""Digitale Minsker Humanisten"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Eastern Frisian by combining the German words for 'digital' and 'humanities', with a nod to the regional dialect. The word 'Minsker' refers to people from the region of East Frisia, and 'Humanisten' means humanists or humanities scholars.""
}","2026-05-20T19:53:57.279679Z","stop","89.0","1024089205.0","[]","78493333.0","llama3.1:latest","125.0","155508459.0","1279991083.0","","The term 'Digital Humanities' is translated into Eastern Frisian by combining the German words for 'digital' and 'humanities', with a nod to the regional dialect. The word 'Minsker' refers to people from the region of East Frisia, and 'Humanisten' means humanists or humanities scholars.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Eastern Frisian (ISO code: frs). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:53:57","","","","","","","False"
"frr","Northern Frisian","Digital Humanities","Dätalike Kultuurwittenskip","{
  ""translated_term"": ""Dätalike Kultuurwittenskip"",
  ""translation_rationale"": ""Digital Humanities is translated literally, using the Germanic roots of Northern Frisian. 'Dätalike' comes from 'dätalik', meaning digital, and 'Kultuurwittenskip' means humanities or cultural studies.""
}","2026-05-20T19:53:53.971924Z","stop","78.0","897038041.0","[]","79939458.0","llama3.1:latest","125.0","128167208.0","1124543083.0","","Digital Humanities is translated literally, using the Germanic roots of Northern Frisian. 'Dätalike' comes from 'dätalik', meaning digital, and 'Kultuurwittenskip' means humanities or cultural studies.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Northern Frisian (ISO code: frr). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:53:53","","","","","","","False"
"frp","Arpitan","Digital Humanities","Umanitât Digitâ","{
  ""translated_term"": ""Umanitât Digitâ"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Arpitan (frp) as 'Umanitât Digitâ', where 'umanitât' means humanities and 'digitâ' means digital.""
}","2026-05-20T19:53:50.821788Z","stop","64.0","733726501.0","[]","76303667.0","llama3.1:latest","124.0","127732917.0","954059000.0","","The term 'Digital Humanities' is translated into Arpitan (frp) as 'Umanitât Digitâ', where 'umanitât' means humanities and 'digitâ' means digital.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Arpitan (ISO code: frp). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:53:50","","","","True","","True","False"
"fro","Old French","Digital Humanities","Artes Digitales","{
  ""translated_term"": ""Artes Digitales"",
  ""translation_rationale"": ""In Old French, 'digital' is not a direct translation. Instead, we use the term 'artes', which refers to arts or sciences, and add 'digitales' to indicate the digital aspect.""
}","2026-05-20T19:53:47.83798Z","stop","63.0","716747711.0","[]","82632292.0","llama3.1:latest","122.0","127487750.0","942662459.0","","In Old French, 'digital' is not a direct translation. Instead, we use the term 'artes', which refers to arts or sciences, and add 'digitales' to indicate the digital aspect.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Old French (ISO code: fro). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:53:47","","","","","","","False"
"frm","Middle French","Digital Humanities","Humanités numériques","{
  ""translated_term"": ""Humanités numériques"",
  ""translation_rationale"": ""In Middle French (frm), 'numérique' is used instead of the modern French 'numérique', which was not yet in use during the period. The term 'Humanités' is a direct translation from Latin 'humanitates'.""
}","2026-05-20T19:53:44.866812Z","stop","70.0","802501039.0","[]","77872708.0","llama3.1:latest","122.0","129915458.0","1028068750.0","","In Middle French (frm), 'numérique' is used instead of the modern French 'numérique', which was not yet in use during the period. The term 'Humanités' is a direct translation from Latin 'humanitates'.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Middle French (ISO code: frm). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:53:44","","","","","","","False"
"frc","Cajun French","Digital Humanities","Humanités Numériques","{
  ""translated_term"": ""Humanités Numériques"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Cajun French as 'Humanités Numériques', following the standard translation pattern of adding the adjective 'numérique' to indicate the digital aspect, and using the feminine form 'humanité' to match the original term.""
}","2026-05-20T19:53:41.808649Z","stop","76.0","877639335.0","[]","80114334.0","llama3.1:latest","124.0","133603209.0","1109736875.0","","The term 'Digital Humanities' is translated into Cajun French as 'Humanités Numériques', following the standard translation pattern of adding the adjective 'numérique' to indicate the digital aspect, and using the feminine form 'humanité' to match the original term.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Cajun French (ISO code: frc). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:53:41","","","","","","","False"
"fr","French","Digital Humanities","Humanités numériques","{
  ""translated_term"": ""Humanités numériques"",
  ""translation_rationale"": ""Direct translation of 'Digital Humanities' into French, using the adjective 'numérique' to convey the digital aspect.""
}","2026-05-20T19:53:38.672177Z","stop","45.0","515134414.0","[]","74665750.0","llama3.1:latest","121.0","132996459.0","734508083.0","","Direct translation of 'Digital Humanities' into French, using the adjective 'numérique' to convey the digital aspect.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into French (ISO code: fr). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","Humanités numériques","Humanités numériques","2026-05-20 12:53:38","Indo-European languages","Humanités numériques","Humanités numériques","","Humanités numériques","","False"
"fon","Fon","Digital Humanities","Tɔŋgbɛtɩnɖɛ","{
  ""translated_term"": ""Tɔŋgbɛtɩnɖɛ"",
  ""translation_rationale"": ""The translation of 'Digital Humanities' into Fon (ISO code: fon) is based on the language's phonetic and grammatical structure. In Fon, 'digital' becomes 'tɔŋgbɛ', which means 'to count' or 'to calculate'. 'Humanities' is translated to 'ndɛ', meaning 'people' or 'human beings'. The combination of these two words forms the term 'Tɔŋgbɛtɩnɖɛ', which can be roughly translated as 'counting people' or 'calculating human things'.""
}","2026-05-20T19:53:35.911726Z","stop","156.0","1828280006.0","[]","81007541.0","llama3.1:latest","121.0","124752666.0","2070222708.0","","The translation of 'Digital Humanities' into Fon (ISO code: fon) is based on the language's phonetic and grammatical structure. In Fon, 'digital' becomes 'tɔŋgbɛ', which means 'to count' or 'to calculate'. 'Humanities' is translated to 'ndɛ', meaning 'people' or 'human beings'. The combination of these two words forms the term 'Tɔŋgbɛtɩnɖɛ', which can be roughly translated as 'counting people' or 'calculating human things'.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Fon (ISO code: fon). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:53:35","","Gbɛtɔ́ Dijitalu","","","","","False"
"fo","Faroese","Digital Humanities","Døgumannaskap","{
  ""translated_term"": ""Døgumannaskap"",
  ""translation_rationale"": ""Digital Humanities is translated to Døgumannaskap, which combines the Faroese words for 'digital' (døgumann) and 'humanities' (skap).""
}","2026-05-20T19:53:31.813937Z","stop","65.0","750482043.0","[]","78952666.0","llama3.1:latest","123.0","128703083.0","975017625.0","","Digital Humanities is translated to Døgumannaskap, which combines the Faroese words for 'digital' (døgumann) and 'humanities' (skap).","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Faroese (ISO code: fo). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:53:31","","Talgild hugvísindi","","False","","True","False"
"fj","Fijian","Digital Humanities","Vitiwai Vakadinamika","{
  ""translated_term"": ""Vitiwai Vakadinamika"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Fijian by combining the words for 'digital' (vakadinamika) and 'humanities' (vita), which is a common pattern in Fijian language. The word 'vita' is derived from the English loanword 'literature', but it has been adapted to fit the grammatical structure of the Fijian language.""
}","2026-05-20T19:53:28.80743Z","stop","106.0","1228167700.0","[]","69334417.0","llama3.1:latest","123.0","128727000.0","1451304625.0","","The term 'Digital Humanities' is translated into Fijian by combining the words for 'digital' (vakadinamika) and 'humanities' (vita), which is a common pattern in Fijian language. The word 'vita' is derived from the English loanword 'literature', but it has been adapted to fit the grammatical structure of the Fijian language.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Fijian (ISO code: fj). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:53:28","","Digitaki ni tamata","Cata na iTovo ni Tamata","","","False","False"
"fiu-vro","Võro","Digital Humanities","Digitaalne humanitaaria","{
  ""translated_term"": ""Digitaalne humanitaaria"",
  ""translation_rationale"": ""The translation is based on the Estonian language, which is closely related to Võro. In Estonian, 'digitaalne' means digital and 'humanitaaria' is a combination of 'humanitaar' (humanities) and the suffix '-ia', which is used to form nouns indicating a field or discipline.""
}","2026-05-20T19:53:25.335515Z","stop","92.0","1056845630.0","[]","75668125.0","llama3.1:latest","126.0","122956959.0","1277603125.0","","The translation is based on the Estonian language, which is closely related to Võro. In Estonian, 'digitaalne' means digital and 'humanitaaria' is a combination of 'humanitaar' (humanities) and the suffix '-ia', which is used to form nouns indicating a field or discipline.","You are a researcher studying Digital Humanities communities on GitHub. Because GitHub spans many language communities, you need to translate Digital Humanities into multiple languages to identify relevant activity on the platform.","Translate 'Digital Humanities' into Võro (ISO code: fiu-vro). This translation will be used as a search query to find 'Digital Humanities' scholarship on GitHub — including repositories, users, issues, and topics.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format:
{""translated_term"": ""..."", ""translation_rationale"": ""...""}","","","2026-05-20 12:53:25","","","","True","","True","False"
