"language_code","language_name","term_source","openai_translated_term","openai_completion_tokens","openai_created","openai_finish_reason","openai_model","openai_prompt_tokens","openai_total_tokens","openai_translation_rationale","openai_translation","term","wikipedia_translated_term","coding_dh_date","exclude_google_cloud_translate","gt_translated_term","exclude_easynmt","enmt_translated_term","exclude_lingvanex","lingvanex_translated_term","exclude_ollama","ollama_system_prompt","ollama_user_prompt","ollama_content","ollama_model","ollama_created_at","ollama_total_duration","ollama_load_duration","ollama_prompt_eval_count","ollama_prompt_eval_duration","ollama_eval_count","ollama_eval_duration","ollama_done_reason","ollama_translated_term","ollama_translation_rationale","ollama_extracted_dictionaries","ollama_translation","exclude_openai","openai_system_prompt","openai_user_prompt","coding_dh_date_x","coding_dh_date_y","family_name"
"sef","Cebaara Senoufo","Digital Humanities","Numérique Chiman","77.0","1776697491.0","stop","gpt-4o-2024-08-06","73.0","150.0","In Cebaara Senoufo, 'numérique' is used to denote anything related to digital technology, and 'Chiman' can refer to the humanities or human studies. This translation aims to reflect the concept of the integration of digital technology with the study of human culture.","","","","2026-04-20 10:04:52","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Cebaara Senoufo (ISO code: sef). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Kɛmɛraɖɔgɔ Sɛnougɔ"", ""translation_rationale"": ""Combination of 'kɛmɛra' meaning \""digital\"" and 'ɖɔgɔ' meaning \""humanities\"", using Senoufo language terminology""}","llama3.1","2026-04-19T19:32:00.478027Z","1256042500.0","79787125.0","78.0","327738500.0","72.0","828813211.0","stop","Kɛmɛraɖɔgɔ Sɛnougɔ","Combination of 'kɛmɛra' meaning ""digital"" and 'ɖɔgɔ' meaning ""humanities"", using Senoufo language terminology","[{'translated_term': 'Kɛmɛraɖɔgɔ Sɛnougɔ', 'translation_rationale': 'Combination of \'kɛmɛra\' meaning ""digital"" and \'ɖɔgɔ\' meaning ""humanities"", using Senoufo language terminology'}]","Kɛmɛraɖɔgɔ Sɛnougɔ","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Cebaara Senoufo (ISO code: sef). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-20 09:25:09","Niger-Kordofanian languages"
"phn","Phoenician","Digital Humanities","𐤃𐤉𐤂𐤅𐤋 𐤇𐤍𐤌𐤂𐤍𐤉𐤌","175.0","1776697486.0","stop","gpt-4o-2024-08-06","71.0","246.0","The term 'Digital Humanities' is translated by rendering 'Digital' as '𐤃𐤉𐤂𐤅𐤋' which captures the essence of digital or computational aspects, and 'Humanities' as '𐤇𐤍𐤌𐤂𐤍𐤉𐤌' to reflect studies related to human culture. Phoenician script provides a tangible historical context for translating modern constructs to capture ancient linguistic culture.","","","","2026-04-20 10:04:50","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Phoenician (ISO code: phn). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Ktršm Ḥmrwt Dlglt"", ""translation_rationale"": ""Phoenician loanwords in Latin 'Digitalis' and 'Humanitas', adapted to Phoenician grammar and alphabet. 'Digiti' -> Ktršm, 'humanus' -> Ḥmrwt, and 'digitalis' -> Dlglt""}","llama3.1","2026-04-19T21:31:10.260107Z","1321099875.0","81997875.0","75.0","278734667.0","81.0","937253790.0","stop","Ktršm Ḥmrwt Dlglt","Phoenician loanwords in Latin 'Digitalis' and 'Humanitas', adapted to Phoenician grammar and alphabet. 'Digiti' -> Ktršm, 'humanus' -> Ḥmrwt, and 'digitalis' -> Dlglt","[{'translated_term': 'Ktršm Ḥmrwt Dlglt', 'translation_rationale': ""Phoenician loanwords in Latin 'Digitalis' and 'Humanitas', adapted to Phoenician grammar and alphabet. 'Digiti' -> Ktršm, 'humanus' -> Ḥmrwt, and 'digitalis' -> Dlglt""}]","Ktršm Ḥmrwt Dlglt","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Phoenician (ISO code: phn). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-20 09:24:47","Afro-Asiatic languages"
"mro","Mru","Digital Humanities","အသီဂခုင်မီးတဲဢဝ်","61.0","1776697484.0","stop","gpt-4o-2024-08-06","70.0","131.0","The term is translated by combining the concepts of 'digital' as 'technology' and 'humanities' as 'arts and learning' in Mru.","","","","2026-04-20 10:04:45","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Mru (ISO code: mro). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Ri\u0301m\u00f0i\u0301a\u0304 Digita\u030cll\u0303i"", ""translation_rationale"": ""literally 'Digital Humanities' in Mru, using the Latin alphabet to represent the Mru sound system""}","llama3.1","2026-04-19T21:30:11.286009Z","1113898708.0","76591875.0","74.0","282049791.0","63.0","737332000.0","stop","Rímðíā Digitǎll̃i","literally 'Digital Humanities' in Mru, using the Latin alphabet to represent the Mru sound system","[{'translated_term': 'Rímðíā Digitǎll̃i', 'translation_rationale': ""literally 'Digital Humanities' in Mru, using the Latin alphabet to represent the Mru sound system""}]","Rímðíā Digitǎll̃i","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Mru (ISO code: mro). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-20 09:24:16","Sino-Tibetan languages"
"lcp","Western Lawa","Digital Humanities","Digital Humanities","54.0","1776697482.0","stop","gpt-4o-2024-08-06","71.0","125.0","Western Lawa lacks widespread documentation, and specific terminology for 'Digital Humanities' may not exist. Therefore, Loanwords or untranslated terms from dominant languages like English are often used.","","","","2026-04-20 10:04:43","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Western Lawa (ISO code: lcp). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Ta Mahaŋsaŋ Khañña"",
  ""translation_rationale"": ""Combining 'Digital' (from Thai) and 'Humanities' from the existing phrase, using Lawa's tendency to assimilate loanwords.""
}","llama3.1","2026-04-19T19:21:52.700976Z","1101260875.0","82911834.0","75.0","333777167.0","59.0","668425502.0","stop","Ta Mahaŋsaŋ Khañña","Combining 'Digital' (from Thai) and 'Humanities' from the existing phrase, using Lawa's tendency to assimilate loanwords.","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Western Lawa (ISO code: lcp). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-20 09:24:05","Austro-Asiatic languages"
"kht","Khamti","Digital Humanities","ဒစ်ဂျစ်တယ် လူ့ကျောင်း","106.0","1776697474.0","stop","gpt-4o-2024-08-06","71.0","177.0","The term 'Digital Humanities' can be translated into Khamti by combining 'digital', which can be transliterated into the script, and 'humanities', which refers to studies related to human culture and society. The translation reflects a direct adaptation as there is no specific native equivalent for 'digital' in Khamti, necessitating the use of transliteration for modern technological terms.","","","","2026-04-20 10:04:37","True","","True","","True","","True","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Khamti (ISO code: kht). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Mɛiˈhɔːt maʔ lɛɪk pɤy "", ""translation_rationale"": ""Combination of \""Digital\"" and \""Humanities\"", with Khamti pronunciation.""} 

(Note: This translation is provided based on my understanding of the Khamti language, but I'm a large language model, not a native speaker. Please verify the accuracy of the translation.)","llama3.1","2026-04-19T21:28:39.025849Z","1511680292.0","79786625.0","75.0","297357667.0","95.0","1107681169.0","stop","Mɛiˈhɔːt maʔ lɛɪk pɤy ","Combination of ""Digital"" and ""Humanities"", with Khamti pronunciation.","[{'translated_term': 'Mɛiˈhɔːt maʔ lɛɪk pɤy ', 'translation_rationale': 'Combination of ""Digital"" and ""Humanities"", with Khamti pronunciation.'}]","Mɛiˈhɔːt maʔ lɛɪk pɤy ","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Khamti (ISO code: kht). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-20 09:23:52","Sino-Tibetan languages"
"jut","Jutish","Digital Humanities","Digital Humanities","58.0","1776697472.0","stop","gpt-4o-2024-08-06","70.0","128.0","Jutish, an extinct language, lacks a contemporary vocabulary for modern terms like 'Digital Humanities.' As a result, the term is retained in English to convey the concept accurately.","","","","2026-04-20 10:04:33","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Jutish (ISO code: jut). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","Unfortunately, I have to inform you that Jutish is a non-existent language and does not have an ISO code (ISO 639-1) assigned.

However, assuming Jutish were a hypothetical language with a similar grammatical structure to North Frisian or other West Germanic languages spoken in the region of Schleswig-Holstein, I'll attempt a rough translation. Please keep in mind that this is purely speculative and not an actual translation:

{
""translated_term"": ""Digitaal Humanitij"",
""translation_rationale"": ""Created by combining elements from 'digitale' (German influence) and 'humanitij' (Frisian word for humanities)""
}","llama3.1","2026-04-19T19:18:11.048926Z","2075984666.0","63696375.0","75.0","348452875.0","141.0","1622349207.0","stop","Digitaal Humanitij","Created by combining elements from 'digitale' (German influence) and 'humanitij' (Frisian word for humanities)","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Jutish (ISO code: jut). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-20 09:23:40","Indo-European languages"
"hur","Halkomelem","Digital Humanities","technology kw'as šxweli","75.0","1776697469.0","stop","gpt-4o-2024-08-06","70.0","145.0","In Halkomelem, 'technology' can be described as 'kw'as' meaning 'good' or 'useful', often associated with tools, and 'šxweli' represents 'writing' or 'speech', encompassing the study of humanities.","","","","2026-04-20 10:04:31","True","","True","","True","","True","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Halkomelem (ISO code: hur). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""s?ixw?lt st?xwit"", ""translation_rationale"": ""Combining the Halkomelem prefix 's?ixw?' (digital) with the Halkomelem suffix '-?lt st?xwit' (-humanities), creating a term that roughly translates to 'new knowledge ways' or 'ways of knowing in a digital context'.""}","llama3.1","2026-04-20T01:24:52.66353Z","1338271667.0","78319042.0","74.0","303883750.0","81.0","933385292.0","stop","s?ixw?lt st?xwit","Combining the Halkomelem prefix 's?ixw?' (digital) with the Halkomelem suffix '-?lt st?xwit' (-humanities), creating a term that roughly translates to 'new knowledge ways' or 'ways of knowing in a digital context'.","[{'translated_term': 's?ixw?lt st?xwit', 'translation_rationale': ""Combining the Halkomelem prefix 's?ixw?' (digital) with the Halkomelem suffix '-?lt st?xwit' (-humanities), creating a term that roughly translates to 'new knowledge ways' or 'ways of knowing in a digital context'.""}]","s?ixw?lt st?xwit","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Halkomelem (ISO code: hur). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-20 09:23:27","North American Indian languages"
"hup","Hupa","Digital Humanities","As of my knowledge cutoff in October 2023, there isn't a widely recognized translation for 'Digital Humanities' in Hupa, a language primarily spoken by the Hupa people in Northwestern California. The language has limited digital presence and resources, which may impact the availability of specific translations.","109.0","1776697467.0","stop","gpt-4o-2024-08-06","69.0","178.0","Hupa is an indigenous language with a smaller speaker base, and there may not be a directly equivalent term for 'Digital Humanities' due to cultural and technological differences.","","","","2026-04-20 10:04:28","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hupa (ISO code: hup). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Hawa' dagaadik"", ""translation_rationale"": ""Literally 'house of numbers', combining the Hupa root 'hawa'' (house) and '-dagaadik' (number, count)""}","llama3.1","2026-04-19T19:17:19.861995Z","1045039000.0","79721167.0","74.0","354129167.0","52.0","596669962.0","stop","Hawa' dagaadik","Literally 'house of numbers', combining the Hupa root 'hawa'' (house) and '-dagaadik' (number, count)","[{'translated_term': ""Hawa' dagaadik"", 'translation_rationale': ""Literally 'house of numbers', combining the Hupa root 'hawa'' (house) and '-dagaadik' (number, count)""}]","Hawa' dagaadik","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hupa (ISO code: hup). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-20 09:23:25","North American Indian languages"
"evn","Evenki","Digital Humanities","Цифровые Гуманитарные Науки","83.0","1776697463.0","stop","gpt-4o-2024-08-06","70.0","153.0","Evenki is a Tungusic language that has borrowed terms from Russian for modern concepts. 'Цифровые Гуманитарные Науки' is a direct Russian translation commonly understood by Evenki speakers for the concept of Digital Humanities due to linguistic and cultural influences.","","","","2026-04-20 10:04:25","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Evenki (ISO code: evn). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""S\303\274\304\205\305\203\306\255\312\304\205\310\307\311\313\312"", ""translation_rationale"": ""Borrowing from Russian 'Ð´Ð¸Ð³Ð¸Ñ‚Ð°Ð» \u0027Ð¼Ð°Ð½Ð¸ÑÑ‚Ð²ÐµÐ·ÑŒ' (Digital Humanities), using the existing Evenki terminology and phonetic adaptation""}","llama3.1","2026-04-19T21:27:13.924452Z","1625361292.0","78233417.0","74.0","281360958.0","107.0","1237396082.0","stop","SÃ¼ÄÅÆ­ÊÄÈÇÉËÊ","Borrowing from Russian 'Ð´Ð¸Ð³Ð¸Ñ‚Ð°Ð» 'Ð¼Ð°Ð½Ð¸ÑÑ‚Ð²ÐµÐ·ÑŒ' (Digital Humanities), using the existing Evenki terminology and phonetic adaptation","[{'translated_term': 'SÃ¼Ä\x85Å\x83Æ\xadÊÄ\x85ÈÇÉËÊ', 'translation_rationale': ""Borrowing from Russian 'Ð´Ð¸Ð³Ð¸Ñ‚Ð°Ð» 'Ð¼Ð°Ð½Ð¸Ñ\x81Ñ‚Ð²ÐµÐ·ÑŒ' (Digital Humanities), using the existing Evenki terminology and phonetic adaptation""}]","SÃ¼ÄÅÆ­ÊÄÈÇÉËÊ","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Evenki (ISO code: evn). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-20 09:23:09","Altaic languages"
"ett","Etruscan","Digital Humanities","Digital Humanities","75.0","1776697460.0","stop","gpt-4o-2024-08-06","71.0","146.0","The Etruscan language lacks direct translations for modern terms like 'Digital Humanities', as it is an ancient language with limited surviving vocabulary. Therefore, it is common practice to use or approximate modern terminologies when translating into languages that are extinct or poorly attested.","","","","2026-04-20 10:04:21","True","","True","","True","","True","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Etruscan (ISO code: ett). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Tlumanaia Humanistia"", ""translation_rationale"": ""Based on the known Etruscan vocabulary and its adaptation of Latin words, the term 'Digital Humanities' was translated by combining the Etruscan words for 'digit', 'human' and 'study'. Tlumanaia is derived from the word for 'digit' or 'finger', Humanistia combines human with the suffix -ista, indicating a person who practices something, and it retains the Latin root of humanities in the original form.""}","llama3.1","2026-04-19T19:13:32.398335Z","1736621208.0","73296458.0","75.0","337580291.0","112.0","1290014125.0","stop","Tlumanaia Humanistia","Based on the known Etruscan vocabulary and its adaptation of Latin words, the term 'Digital Humanities' was translated by combining the Etruscan words for 'digit', 'human' and 'study'. Tlumanaia is derived from the word for 'digit' or 'finger', Humanistia combines human with the suffix -ista, indicating a person who practices something, and it retains the Latin root of humanities in the original form.","[{'translated_term': 'Tlumanaia Humanistia', 'translation_rationale': ""Based on the known Etruscan vocabulary and its adaptation of Latin words, the term 'Digital Humanities' was translated by combining the Etruscan words for 'digit', 'human' and 'study'. Tlumanaia is derived from the word for 'digit' or 'finger', Humanistia combines human with the suffix -ista, indicating a person who practices something, and it retains the Latin root of humanities in the original form.""}]","Tlumanaia Humanistia","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Etruscan (ISO code: ett). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-20 09:23:06","Language isolate"
"zh-classical","Classical Chinese","Digital Humanities","數位人文","69.0","1776695144.0","stop","gpt-4o-2024-08-06","71.0","140.0","In Classical Chinese, '數位' refers to 'digital,' representing numerical or digitized formats, and '人文' relates to 'the humanities,' encompassing human culture and study. This translation adapts contemporary meanings into a classical context.","","","","2026-04-20 09:25:45","False","","True","","True","","True","","","","","","","","","","","","","","","","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Classical Chinese (ISO code: zh-classical). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-19 16:35:46","Sino-Tibetan languages"
"zbl","Blissymbols","Digital Humanities","☼✉","70.0","1776695142.0","stop","gpt-4o-2024-08-06","71.0","141.0","Blissymbols uses abstract symbols to represent 'digital' (☼ for 'technology' or 'computer') and 'humanities' (✉ for 'person' or 'knowledge'), capturing the intersection of technology and human culture knowledge.","","","","2026-04-20 09:25:43","True","","True","","True","","True","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Blissymbols (ISO code: zbl). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","What a unique request!

Here is the translation of ""Digital Humanities"" into Blissymbols:

```
{
  ""translated_term"": ""ˈtɛlɪvɪzɔd dʒuːmənəs"",
  ""translation_rationale"": ""Combining 'tɛlɪvɪzɔd' (BLISS symbol: t) from 'digital', and 'dʒuːmənəs' (BLISS symbol: dju) from 'humanities'""
}
```

Note that Blissymbols uses a phonetic representation of words, rather than visual symbols like logograms. The translation represents the sounds of each word in the International Phonetic Alphabet (IPA).","llama3.1","2026-04-19T19:39:54.334627Z","2276211542.0","70565583.0","74.0","331773542.0","156.0","1831017547.0","stop","ˈtɛlɪvɪzɔd dʒuːmənəs","Combining 'tɛlɪvɪzɔd' (BLISS symbol: t) from 'digital', and 'dʒuːmənəs' (BLISS symbol: dju) from 'humanities'","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Blissymbols (ISO code: zbl). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-19 15:04:41","Artificial languages"
"xsr","Sherpa","Digital Humanities","डिजिटल मानविकी","69.0","1776695139.0","stop","gpt-4o-2024-08-06","70.0","139.0","Sherpa uses the Devanagari script, and 'Digital Humanities' is translated by directly adopting the terms 'डिजिटल' for 'Digital' and 'मानविकी' for 'Humanities', maintaining consistency and understanding.","","","","2026-04-20 09:25:41","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Sherpa (ISO code: xsr). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","Unfortunately, I must inform you that Sherpa (ISO code: xsr) is not a recognized or standardized language code by any major linguistic organizations or ISO standards.

However, based on the available resources and Sherpa language documentation, I can provide a translation using the Sherpa script and phonetic transcription:

{""translated_term"": ""Dhil-ga-nya-phu"", ""translation_rationale"": ""Combination of Tibetan (Tibetan script) words for 'digital' (dhi-lga), 'humanities' (nya-phu), and suffix (-nya) indicating a field or discipline, similar to the original term's structure.""}

Please note that Sherpa is an endangered language with limited documentation, so this translation should be considered an approximation rather than an authoritative one.","llama3.1","2026-04-19T19:39:07.805395Z","2383990333.0","66331333.0","74.0","344699875.0","160.0","1928259450.0","stop","Dhil-ga-nya-phu","Combination of Tibetan (Tibetan script) words for 'digital' (dhi-lga), 'humanities' (nya-phu), and suffix (-nya) indicating a field or discipline, similar to the original term's structure.","[{'translated_term': 'Dhil-ga-nya-phu', 'translation_rationale': ""Combination of Tibetan (Tibetan script) words for 'digital' (dhi-lga), 'humanities' (nya-phu), and suffix (-nya) indicating a field or discipline, similar to the original term's structure.""}]","Dhil-ga-nya-phu","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Sherpa (ISO code: xsr). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","2026-04-19 15:04:13","Sino-Tibetan languages"
