language_code,language_name,term_source,llama_translated_term,llama_content,llama_created_at,llama_done_reason,llama_eval_count,llama_eval_duration,llama_extracted_dictionaries,llama_load_duration,llama_model,llama_prompt_eval_count,llama_prompt_eval_duration,llama_total_duration,llama_translation,llama_translation_rationale,term,llama_system_prompt,llama_user_prompt,coding_dh_date,exclude_llama,wikipedia_translated_term,family_name,gt_translated_term,enmt_translated_term,exclude_google_cloud_translate,lingvanex_translated_term,exclude_easynmt
xav,Xavánte,Digital Humanities,Tere'íwa ñe'ẽme kai,"{""translated_term"": ""Tere'íwa ñe'ẽme kai"", ""translation_rationale"": ""Tere'íwa (digital) + ñe'ẽme (humanities) + kai (study or knowledge). I used the prefix 'tere'íwa', which is derived from 'tere', meaning 'to count' or 'to calculate', to convey the digital aspect. The term 'ñe'ẽme' refers to the study of human culture and expression, similar to humanities in English. Finally, 'kai' indicates a focus on knowledge or study.""}",2026-05-12T01:14:07.675526Z,stop,126.0,3482918544.0,"[{'translated_term': ""Tere'íwa ñe'ẽme kai"", 'translation_rationale': ""Tere'íwa (digital) + ñe'ẽme (humanities) + kai (study or knowledge). I used the prefix 'tere'íwa', which is derived from 'tere', meaning 'to count' or 'to calculate', to convey the digital aspect. The term 'ñe'ẽme' refers to the study of human culture and expression, similar to humanities in English. Finally, 'kai' indicates a focus on knowledge or study.""}]",66393333.0,llama3.1:latest,154.0,226356375.0,3805462666.0,Tere'íwa ñe'ẽme kai,"Tere'íwa (digital) + ñe'ẽme (humanities) + kai (study or knowledge). I used the prefix 'tere'íwa', which is derived from 'tere', meaning 'to count' or 'to calculate', to convey the digital aspect. The term 'ñe'ẽme' refers to the study of human culture and expression, similar to humanities in English. Finally, 'kai' indicates a focus on knowledge or study.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Xavánte speaker and translation expert. Translate 'Digital Humanities' into Xavánte (ISO code: xav).

Please provide your rationale in Xavánte, not English — unless Xavánte is English or you have a strong reason to use English. Writing in Xavánte demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Xavánte):
{""translated_term"": ""your translation in Xavánte"", ""translation_rationale"": ""your explanation in Xavánte""}",2026-05-11 20:14:07,False,,,,,,,
wtm,Mewati,Digital Humanities,Džigitalni čovječnosti,"{""translated_term"": ""Džigitalni čovječnosti"", ""translation_rationale"": ""Mewati: Džigitalni - from Persian دجیتال (džitál), meaning 'digital' or 'computer-related'. Čovječnosti - from Serbian човјечности, derived from Latin humanitas, meaning 'humanity' or 'human studies'. In Mewati, we use a combination of loanwords and calques to convey the concept of Digital Humanities.""}",2026-05-12T01:14:01.842992Z,stop,107.0,1959125544.0,"[{'translated_term': 'Džigitalni čovječnosti', 'translation_rationale': ""Mewati: Džigitalni - from Persian دجیتال (džitál), meaning 'digital' or 'computer-related'. Čovječnosti - from Serbian човјечности, derived from Latin humanitas, meaning 'humanity' or 'human studies'. In Mewati, we use a combination of loanwords and calques to convey the concept of Digital Humanities.""}]",70363333.0,llama3.1:latest,146.0,167818250.0,2223410208.0,Džigitalni čovječnosti,"Mewati: Džigitalni - from Persian دجیتال (džitál), meaning 'digital' or 'computer-related'. Čovječnosti - from Serbian човјечности, derived from Latin humanitas, meaning 'humanity' or 'human studies'. In Mewati, we use a combination of loanwords and calques to convey the concept of Digital Humanities.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Mewati speaker and translation expert. Translate 'Digital Humanities' into Mewati (ISO code: wtm).

Please provide your rationale in Mewati, not English — unless Mewati is English or you have a strong reason to use English. Writing in Mewati demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Mewati):
{""translated_term"": ""your translation in Mewati"", ""translation_rationale"": ""your explanation in Mewati""}",2026-05-11 20:14:01,False,,,,,,,
wni,Ndzwani Comorian,Digital Humanities,Makala ya Kielektroniki,"{
""translated_term"": ""Makala ya Kielektroniki"",
""translation_rationale"": ""Ndiyo, kwa kuwa 'Digital Humanities' ina maana ya 'Makala za Kielektroniki', ambazo ni sehemu ya sayansi na falsafa zinazohusiana na matumizi ya teknolojia ya kompyuta katika utafiti wa makala. Neno 'Humanities' linamaanisha 'makala' au 'sayansi za kihistoria', lakini pia inaweza kuwa na maana ya 'mawazo' au 'falsafa'. Kwa hivyo, tunabadilisha 'Digital Humanities' kuwa 'Makala ya Kielektroniki', ambayo ni neno linalofaa zaidi katika lugha yetu. Ndiyo, kwa kuwa 'makala' na 'elektroniki' ni vipande vya maneno ambavyo tunaweza kubadilisha haraka.""
}",2026-05-12T01:13:57.596003Z,stop,223.0,6549288539.0,[],65075750.0,llama3.1:latest,162.0,208875459.0,6876356500.0,,"Ndiyo, kwa kuwa 'Digital Humanities' ina maana ya 'Makala za Kielektroniki', ambazo ni sehemu ya sayansi na falsafa zinazohusiana na matumizi ya teknolojia ya kompyuta katika utafiti wa makala. Neno 'Humanities' linamaanisha 'makala' au 'sayansi za kihistoria', lakini pia inaweza kuwa na maana ya 'mawazo' au 'falsafa'. Kwa hivyo, tunabadilisha 'Digital Humanities' kuwa 'Makala ya Kielektroniki', ambayo ni neno linalofaa zaidi katika lugha yetu. Ndiyo, kwa kuwa 'makala' na 'elektroniki' ni vipande vya maneno ambavyo tunaweza kubadilisha haraka.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Ndzwani Comorian speaker and translation expert. Translate 'Digital Humanities' into Ndzwani Comorian (ISO code: wni).

Please provide your rationale in Ndzwani Comorian, not English — unless Ndzwani Comorian is English or you have a strong reason to use English. Writing in Ndzwani Comorian demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Ndzwani Comorian):
{""translated_term"": ""your translation in Ndzwani Comorian"", ""translation_rationale"": ""your explanation in Ndzwani Comorian""}",2026-05-11 20:13:57,False,,,,,,,
wls,Wallisian,Digital Humanities,Fa'aoga Fa'apitoa Digital,"{""translated_term"": ""Fa'aoga Fa'apitoa Digital"", ""translation_rationale"": ""Na fa'aoga fa'apitoa e 'usia ai le mea o le digital, na fa'aoga fa'apitoa e tautala ai le mea o le humanities. E ui atu i le fa'aoga fa'apitoa, fa'aoga fa'apitoa e 'usia ai le mea o le digital, auaunaga i le mea o le humanities.""}",2026-05-12T01:13:48.693923Z,stop,112.0,2903012583.0,"[{'translated_term': ""Fa'aoga Fa'apitoa Digital"", 'translation_rationale': ""Na fa'aoga fa'apitoa e 'usia ai le mea o le digital, na fa'aoga fa'apitoa e tautala ai le mea o le humanities. E ui atu i le fa'aoga fa'apitoa, fa'aoga fa'apitoa e 'usia ai le mea o le digital, auaunaga i le mea o le humanities.""}]",68812000.0,llama3.1:latest,146.0,172310500.0,3169026666.0,Fa'aoga Fa'apitoa Digital,"Na fa'aoga fa'apitoa e 'usia ai le mea o le digital, na fa'aoga fa'apitoa e tautala ai le mea o le humanities. E ui atu i le fa'aoga fa'apitoa, fa'aoga fa'apitoa e 'usia ai le mea o le digital, auaunaga i le mea o le humanities.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Wallisian speaker and translation expert. Translate 'Digital Humanities' into Wallisian (ISO code: wls).

Please provide your rationale in Wallisian, not English — unless Wallisian is English or you have a strong reason to use English. Writing in Wallisian demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Wallisian):
{""translated_term"": ""your translation in Wallisian"", ""translation_rationale"": ""your explanation in Wallisian""}",2026-05-11 20:13:48,False,,,,,,,
wbr,Wagdi,Digital Humanities,Ŋɔmɛrɛ wɩlɩtɩ,"{""translated_term"": ""Ŋɔmɛrɛ wɩlɩtɩ"", ""translation_rationale"": ""Ŋɔmɛrɛ (digital) + wɩlɩtɩ (humanities), combining the concepts of technology and study of human culture.""}",2026-05-12T01:13:43.498384Z,stop,71.0,928369743.0,"[{'translated_term': 'Ŋɔmɛrɛ wɩlɩtɩ', 'translation_rationale': 'Ŋɔmɛrɛ (digital) + wɩlɩtɩ (humanities), combining the concepts of technology and study of human culture.'}]",70670083.0,llama3.1:latest,138.0,166680000.0,1181741083.0,Ŋɔmɛrɛ wɩlɩtɩ,"Ŋɔmɛrɛ (digital) + wɩlɩtɩ (humanities), combining the concepts of technology and study of human culture.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Wagdi speaker and translation expert. Translate 'Digital Humanities' into Wagdi (ISO code: wbr).

Please provide your rationale in Wagdi, not English — unless Wagdi is English or you have a strong reason to use English. Writing in Wagdi demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Wagdi):
{""translated_term"": ""your translation in Wagdi"", ""translation_rationale"": ""your explanation in Wagdi""}",2026-05-11 20:13:43,False,,,,,,,
wbq,Waddar,Digital Humanities,Wādārīkālāmā,"{""translated_term"": ""Wādārīkālāmā"", ""translation_rationale"": ""Wādārīkālāmā (WBQ) - 'Wādārī' (digital) + 'kālāmā' (humanities). In Waddar, we use the prefix 'wādārī-' to indicate something related to numbers or digital concepts. We combine this with 'kālāmā', which means 'arts' or 'sciences', to convey the idea of humanities in a digital context.""}",2026-05-12T01:13:40.289592Z,stop,127.0,3867025673.0,"[{'translated_term': 'Wādārīkālāmā', 'translation_rationale': ""Wādārīkālāmā (WBQ) - 'Wādārī' (digital) + 'kālāmā' (humanities). In Waddar, we use the prefix 'wādārī-' to indicate something related to numbers or digital concepts. We combine this with 'kālāmā', which means 'arts' or 'sciences', to convey the idea of humanities in a digital context.""}]",68353459.0,llama3.1:latest,146.0,173908416.0,4138290250.0,Wādārīkālāmā,"Wādārīkālāmā (WBQ) - 'Wādārī' (digital) + 'kālāmā' (humanities). In Waddar, we use the prefix 'wādārī-' to indicate something related to numbers or digital concepts. We combine this with 'kālāmā', which means 'arts' or 'sciences', to convey the idea of humanities in a digital context.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Waddar speaker and translation expert. Translate 'Digital Humanities' into Waddar (ISO code: wbq).

Please provide your rationale in Waddar, not English — unless Waddar is English or you have a strong reason to use English. Writing in Waddar demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Waddar):
{""translated_term"": ""your translation in Waddar"", ""translation_rationale"": ""your explanation in Waddar""}",2026-05-11 20:13:40,False,,,,,,,
vic,Virgin Islands Creole English,Digital Humanities,Dijitèl Yuminis,"{""translated_term"": ""Dijitèl Yuminis"", ""translation_rationale"": ""Mi tranzlate 'Digital Humanities' ta Dijitèl Yuminis, kaya mi a eksplika. Mi a wata fi use 'dijitèl' kaya mi a refi fi teknoloji an teknikal tingz weh yunivarsiti an akademik pisenan a use. An 'yuminis', mi a refi fi di study a humaniti, inklui literati, istori, an kultiral praktis.""}",2026-05-12T01:13:34.125516Z,stop,124.0,3326811837.0,"[{'translated_term': 'Dijitèl Yuminis', 'translation_rationale': ""Mi tranzlate 'Digital Humanities' ta Dijitèl Yuminis, kaya mi a eksplika. Mi a wata fi use 'dijitèl' kaya mi a refi fi teknoloji an teknikal tingz weh yunivarsiti an akademik pisenan a use. An 'yuminis', mi a refi fi di study a humaniti, inklui literati, istori, an kultiral praktis.""}]",69125541.0,llama3.1:latest,161.0,200347542.0,3628822416.0,Dijitèl Yuminis,"Mi tranzlate 'Digital Humanities' ta Dijitèl Yuminis, kaya mi a eksplika. Mi a wata fi use 'dijitèl' kaya mi a refi fi teknoloji an teknikal tingz weh yunivarsiti an akademik pisenan a use. An 'yuminis', mi a refi fi di study a humaniti, inklui literati, istori, an kultiral praktis.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Virgin Islands Creole English speaker and translation expert. Translate 'Digital Humanities' into Virgin Islands Creole English (ISO code: vic).

Please provide your rationale in Virgin Islands Creole English, not English — unless Virgin Islands Creole English is English or you have a strong reason to use English. Writing in Virgin Islands Creole English demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Virgin Islands Creole English):
{""translated_term"": ""your translation in Virgin Islands Creole English"", ""translation_rationale"": ""your explanation in Virgin Islands Creole English""}",2026-05-11 20:13:34,False,,,,,,,
unx,Munda,Digital Humanities,ŋɔ́rɛ́kʊ́mɛ́nɪ́,"{""translated_term"": ""ŋɔ́rɛ́kʊ́mɛ́nɪ́"", ""translation_rationale"": ""ŋɔ́rɛ́kʊ́mɛ́nɪ́ (noun phrase) = 'things of the digital realm' or 'digital things'. ŋɔ́rɛ́kʊ́ (adjective) means 'of the digital', from ŋɔ́rɛ́ (digit, number). kʊ́mɛ́nɪ́ (noun) refers to humanistic studies or humanities. This translation aims to capture the essence of Digital Humanities as a field that intersects technology and humanistic inquiry.""}",2026-05-12T01:13:28.468485Z,stop,155.0,3704099954.0,"[{'translated_term': 'ŋɔ́rɛ́kʊ́mɛ́nɪ́', 'translation_rationale': ""ŋɔ́rɛ́kʊ́mɛ́nɪ́ (noun phrase) = 'things of the digital realm' or 'digital things'. ŋɔ́rɛ́kʊ́ (adjective) means 'of the digital', from ŋɔ́rɛ́ (digit, number). kʊ́mɛ́nɪ́ (noun) refers to humanistic studies or humanities. This translation aims to capture the essence of Digital Humanities as a field that intersects technology and humanistic inquiry.""}]",82241000.0,llama3.1:latest,138.0,167388000.0,3987231083.0,ŋɔ́rɛ́kʊ́mɛ́nɪ́,"ŋɔ́rɛ́kʊ́mɛ́nɪ́ (noun phrase) = 'things of the digital realm' or 'digital things'. ŋɔ́rɛ́kʊ́ (adjective) means 'of the digital', from ŋɔ́rɛ́ (digit, number). kʊ́mɛ́nɪ́ (noun) refers to humanistic studies or humanities. This translation aims to capture the essence of Digital Humanities as a field that intersects technology and humanistic inquiry.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Munda speaker and translation expert. Translate 'Digital Humanities' into Munda (ISO code: unx).

Please provide your rationale in Munda, not English — unless Munda is English or you have a strong reason to use English. Writing in Munda demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Munda):
{""translated_term"": ""your translation in Munda"", ""translation_rationale"": ""your explanation in Munda""}",2026-05-11 20:13:28,False,,,,,,,
unr,Mundari,Digital Humanities,Akhraa Khaṭi Digital,"{""translated_term"": ""Akhraa Khaṭi Digital"", ""translation_rationale"": ""Akhraa Khaṭi (Digital) - Akhraa Khaṭi is a compound word derived from 'akhrā' meaning 'new' or 'modern', and 'khaṭi' meaning 'arts' or 'humanities'. Adding 'digital' to the end emphasizes the modern, technological aspect of this field. In Mundari, we often use compounds to convey complex meanings, so Akhraa Khaṭi Digital is a natural fit for translating 'Digital Humanities'.""}",2026-05-12T01:13:22.455042Z,stop,132.0,2589248424.0,"[{'translated_term': 'Akhraa Khaṭi Digital', 'translation_rationale': ""Akhraa Khaṭi (Digital) - Akhraa Khaṭi is a compound word derived from 'akhrā' meaning 'new' or 'modern', and 'khaṭi' meaning 'arts' or 'humanities'. Adding 'digital' to the end emphasizes the modern, technological aspect of this field. In Mundari, we often use compounds to convey complex meanings, so Akhraa Khaṭi Digital is a natural fit for translating 'Digital Humanities'.""}]",76857583.0,llama3.1:latest,137.0,170121334.0,2865302958.0,Akhraa Khaṭi Digital,"Akhraa Khaṭi (Digital) - Akhraa Khaṭi is a compound word derived from 'akhrā' meaning 'new' or 'modern', and 'khaṭi' meaning 'arts' or 'humanities'. Adding 'digital' to the end emphasizes the modern, technological aspect of this field. In Mundari, we often use compounds to convey complex meanings, so Akhraa Khaṭi Digital is a natural fit for translating 'Digital Humanities'.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Mundari speaker and translation expert. Translate 'Digital Humanities' into Mundari (ISO code: unr).

Please provide your rationale in Mundari, not English — unless Mundari is English or you have a strong reason to use English. Writing in Mundari demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Mundari):
{""translated_term"": ""your translation in Mundari"", ""translation_rationale"": ""your explanation in Mundari""}",2026-05-11 20:13:22,False,,,,,,,
uli,Ulithian,Digital Humanities,Fa'ausi o le Vāga'a,"{""translated_term"": ""Fa'ausi o le Vāga'a"", ""translation_rationale"": ""Fa'ausi o le Vāga'a - 'Digital Humanities' - Fa'ausi (digital) + o le Vāga'a (humanities). Fa'ausi means 'to make or do with the aid of machines', and o le Vāga'a refers to the study of human culture, history, and expression. The term combines these two concepts to convey the intersection of technology and humanities.""}",2026-05-12T01:13:17.562175Z,stop,109.0,2713588162.0,"[{'translated_term': ""Fa'ausi o le Vāga'a"", 'translation_rationale': ""Fa'ausi o le Vāga'a - 'Digital Humanities' - Fa'ausi (digital) + o le Vāga'a (humanities). Fa'ausi means 'to make or do with the aid of machines', and o le Vāga'a refers to the study of human culture, history, and expression. The term combines these two concepts to convey the intersection of technology and humanities.""}]",70301291.0,llama3.1:latest,146.0,168038791.0,2975838250.0,Fa'ausi o le Vāga'a,"Fa'ausi o le Vāga'a - 'Digital Humanities' - Fa'ausi (digital) + o le Vāga'a (humanities). Fa'ausi means 'to make or do with the aid of machines', and o le Vāga'a refers to the study of human culture, history, and expression. The term combines these two concepts to convey the intersection of technology and humanities.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Ulithian speaker and translation expert. Translate 'Digital Humanities' into Ulithian (ISO code: uli).

Please provide your rationale in Ulithian, not English — unless Ulithian is English or you have a strong reason to use English. Writing in Ulithian demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Ulithian):
{""translated_term"": ""your translation in Ulithian"", ""translation_rationale"": ""your explanation in Ulithian""}",2026-05-11 20:13:17,False,,,,,,,
ude,Udihe,Digital Humanities,Sikin-čaŋan čaŋan,"{""translated_term"": ""Sikin-čaŋan čaŋan"", ""translation_rationale"": ""Sikin-čaŋan - 'digital' (from Russian цифровой, through Chinese and Japanese influence); čaŋan - 'humanities' or 'arts', derived from the Udihe word for 'culture' or 'customs'. The term combines the modern concept of digital technology with traditional Udihe notions of cultural expression.""}",2026-05-12T01:13:12.560424Z,stop,104.0,1583170501.0,"[{'translated_term': 'Sikin-čaŋan čaŋan', 'translation_rationale': ""Sikin-čaŋan - 'digital' (from Russian цифровой, through Chinese and Japanese influence); čaŋan - 'humanities' or 'arts', derived from the Udihe word for 'culture' or 'customs'. The term combines the modern concept of digital technology with traditional Udihe notions of cultural expression.""}]",72233708.0,llama3.1:latest,146.0,169924292.0,1849108166.0,Sikin-čaŋan čaŋan,"Sikin-čaŋan - 'digital' (from Russian цифровой, through Chinese and Japanese influence); čaŋan - 'humanities' or 'arts', derived from the Udihe word for 'culture' or 'customs'. The term combines the modern concept of digital technology with traditional Udihe notions of cultural expression.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Udihe speaker and translation expert. Translate 'Digital Humanities' into Udihe (ISO code: ude).

Please provide your rationale in Udihe, not English — unless Udihe is English or you have a strong reason to use English. Writing in Udihe demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Udihe):
{""translated_term"": ""your translation in Udihe"", ""translation_rationale"": ""your explanation in Udihe""}",2026-05-11 20:13:12,False,,,,,,,
tts,Northeastern Thai,Digital Humanities,kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm,"{""translated_term"": ""kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm"", ""translation_rationale"": ""Digital Humanities khap khun kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm, kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm yuu kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm. Kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm yuu kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm khap khun.""}",2026-05-12T01:13:08.684404Z,stop,205.0,5048027497.0,"[{'translated_term': 'kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm', 'translation_rationale': 'Digital Humanities khap khun kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm, kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm yuu kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm. Kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm yuu kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm khap khun.'}]",83851333.0,llama3.1:latest,145.0,168059000.0,5340469583.0,kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm,"Digital Humanities khap khun kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm, kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm yuu kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm. Kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm yuu kʰɔ̄ːm ʈaaj maa nii kʰɔ̄ːm khap khun.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Northeastern Thai speaker and translation expert. Translate 'Digital Humanities' into Northeastern Thai (ISO code: tts).

Please provide your rationale in Northeastern Thai, not English — unless Northeastern Thai is English or you have a strong reason to use English. Writing in Northeastern Thai demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Northeastern Thai):
{""translated_term"": ""your translation in Northeastern Thai"", ""translation_rationale"": ""your explanation in Northeastern Thai""}",2026-05-11 20:13:08,False,,,,,,,
