language_code,language_name,term_source,claude_translated_term,claude_output_tokens,claude_created,claude_stop_reason,claude_model,claude_input_tokens,claude_total_tokens,claude_translation_rationale,claude_translation,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_system_prompt,ollama_user_prompt,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,openai_system_prompt,openai_user_prompt,exclude_claude,claude_system_prompt,claude_user_prompt,coding_dh_date_x,coding_dh_date_y,family_name
ro,"Romanian, Moldavan",Digital Humanities,Umanistică digitală,74.0,2026-04-19T16:38:39.393829,end_turn,claude-sonnet-4-5-20250929,76.0,150.0,"This is the standard Romanian translation used in academic contexts. Note that Moldovan (ISO 639-2: mol) is now considered a variant of Romanian (ISO 639-1: ro), and the same term applies to both.",,,,2026-04-19 16:38:39,,Științe Umaniste Digitale,False,Umanități digitale,False,Științe umaniste digitale,True,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Romanian, Moldavan (ISO code: ro). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Umanitar Digital"",
  ""translation_rationale"": ""Literal translation from English, following the standard Romanian terminology""
}",llama3.1,2026-04-19T00:38:32.97129Z,716039125.0,74873417.0,75.0,272123042.0,32.0,359434333.0,stop,Umanitar Digital,"Literal translation from English, following the standard Romanian terminology",[],,False,umanistică digitală,58.0,1776634516.0,stop,gpt-4o-2024-08-06,71.0,129.0,"The term 'Digital Humanities' is translated as 'umanistică digitală' in Romanian, which directly reflects the fields of study involving the intersection of digital technology and the humanities.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Romanian, Moldavan (ISO code: ro). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Romanian, Moldavan (ISO code: ro). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Indo-European languages
rn,Kirundi,Digital Humanities,Ubumenyi bw'ikoranabuhanga bw'imibare,90.0,2026-04-19T16:38:35.693462,end_turn,claude-sonnet-4-5-20250929,75.0,165.0,"Combines 'ubumenyi' (knowledge/science), 'ikoranabuhanga' (technology), and 'imibare' (digital/numerical) to convey the interdisciplinary field of Digital Humanities in Kirundi",,,,2026-04-19 16:38:35,,Ubumuntu bwa digitale,False,Abantu b’intagondwa,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Kirundi (ISO code: rn). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Uburima wa Digitaki"",
  ""translation_rationale"": ""Compound noun using the prefix 'uburima' (digital) and 'wa' (of, relating to) and 'digitaki' (digital)""
}",llama3.1,2026-04-19T21:31:31.138468Z,995647125.0,79862458.0,73.0,277026792.0,54.0,623169501.0,stop,Uburima wa Digitaki,"Compound noun using the prefix 'uburima' (digital) and 'wa' (of, relating to) and 'digitaki' (digital)",[],,True,,,,,,,,,,,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Kirundi (ISO code: rn). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Niger-Kordofanian languages
ps,"Pashto, Pushto",Digital Humanities,ډیجیټل بشری علوم,85.0,2026-04-19T16:38:31.218736,end_turn,claude-sonnet-4-5-20250929,79.0,164.0,"Direct translation where 'ډیجیټل' (digital) is a loanword adapted to Pashto script, and 'بشری علوم' means humanities/human sciences, commonly used in academic Pashto.",,,,2026-04-19 16:38:31,,ډیجیټل انسانیتونه,True,,False,ډیجیټل انسانیتونه,True,,,,,,,,,,,,,,,,,False,ډیجیټل بشري علوم,84.0,1776634514.0,stop,gpt-4o-2024-08-06,73.0,157.0,"The term 'Digital Humanities' translates to 'ډیجیټل بشري علوم' in Pashto, where 'ډیجیټل' means 'Digital' and 'بشري علوم' means 'Humanities'. This captures the technological and humanistic aspects of the original term.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Pashto, Pushto (ISO code: ps). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Pashto, Pushto (ISO code: ps). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Indo-European languages
pi,Pāli,Digital Humanities,saṅkhyāyana-vijjā,76.0,2026-04-19T16:38:27.323733,end_turn,claude-sonnet-4-5-20250929,75.0,151.0,"Combines 'saṅkhyāyana' (numerical/computational) with 'vijjā' (knowledge/science), reflecting the computational and scholarly nature of Digital Humanities in classical Pāli terminology.",,,,2026-04-19 16:38:27,,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Pāli (ISO code: pi). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""\u0b86\u0bc6\u0b95\u0bbf\u0baf\u0ba9\u0bcd \u0b96\u0bb2\u0bc1\u0b95\u0be7"", ""translation_rationale"": ""From English 'Digital Humanities' to P\u00e0li, using the roots \u0b86\u0bc6 (dig) and \u0ba9\u0bcd (manu), meaning human or humanities. The term is a direct translation with some modifications to fit the P\u00e0li grammatical structure.""}",llama3.1,2026-04-19T21:31:14.202023Z,1921368250.0,77963667.0,74.0,280923750.0,131.0,1527367497.0,stop,ஆெகியன் ஖லுக௧,"From English 'Digital Humanities' to Pàli, using the roots ஆெ (dig) and ன் (manu), meaning human or humanities. The term is a direct translation with some modifications to fit the Pàli grammatical structure.","[{'translated_term': 'ஆெகியன் \u0b96லுக௧', 'translation_rationale': ""From English 'Digital Humanities' to Pàli, using the roots ஆெ (dig) and ன் (manu), meaning human or humanities. The term is a direct translation with some modifications to fit the Pàli grammatical structure.""}]",ஆெகியன் ஖லுக௧,False,सङ्गणकमानविकी,60.0,1776634512.0,stop,gpt-4o-2024-08-06,69.0,129.0,The term combines 'सङ्गणक' meaning 'computer' and 'मानविकी' meaning 'humanities' to match the modern concept using Pāli terms.,,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Pāli (ISO code: pi). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Pāli (ISO code: pi). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Indo-European languages
pap,Papiamentu,Digital Humanities,Humanidadesnan Digital,90.0,2026-04-19T16:38:23.435203,end_turn,claude-sonnet-4-5-20250929,77.0,167.0,"Direct translation maintaining 'Digital' as a loanword (common in Papiamentu for technical terms) and 'Humanidadesnan' as the plural form of 'Humanidades' (Humanities), following Papiamentu grammatical structure for pluralization with '-nan'.",,,,2026-04-19 16:38:23,,Humanidatnan Digital,False,Di Con Asina Tantu Cos Humano,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Papiamentu (ISO code: pap). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Humanidat Digital"",
  ""translation_rationale"": ""Borrowing from English term, adapting to Papiamentu phonetics and grammar""
}",llama3.1,2026-04-19T21:31:06.914886Z,819386000.0,79483583.0,75.0,281854083.0,39.0,446902587.0,stop,Humanidat Digital,"Borrowing from English term, adapting to Papiamentu phonetics and grammar",[],,False,Humanidat Digital,53.0,1776634508.0,stop,gpt-4o-2024-08-06,70.0,123.0,"In Papiamentu, 'Humanidat' means 'Humanities' and 'Digital' can be directly used as it is understood in the same context.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Papiamentu (ISO code: pap). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Papiamentu (ISO code: pap). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Creolesandpidgins
pam,Kapampangan,Digital Humanities,Digitalng Panituran,76.0,2026-04-19T16:38:18.822515,end_turn,claude-sonnet-4-5-20250929,76.0,152.0,"Combines 'digital' (adapted to Kapampangan phonology) with 'panituran' (humanities/human studies), following Kapampangan word formation patterns where 'pani-' prefix indicates collective knowledge or study.",,,,2026-04-19 16:38:18,,Digital Humanities,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Kapampangan (ISO code: pam). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Digmaan Kariknaunahan"",
  ""translation_rationale"": ""Literally, 'Digital Arts and Humanities' in Kapampangan; Digmaan (digital), Kariknaunahan (arts and humanities)""
}",llama3.1,2026-04-19T21:31:04.076437Z,1008022541.0,79657083.0,74.0,276708833.0,55.0,636017372.0,stop,Digmaan Kariknaunahan,"Literally, 'Digital Arts and Humanities' in Kapampangan; Digmaan (digital), Kariknaunahan (arts and humanities)",[],,False,Humanidad Ning Digital,62.0,1776634506.0,stop,gpt-4o-2024-08-06,70.0,132.0,"The translation reflects the direct equivalent terms in Kapampangan, where 'humanidad' stands for 'humanities' and 'ning digital' represents 'of digital', preserving the intended meaning of the term.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Kapampangan (ISO code: pam). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Kapampangan (ISO code: pam). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Austronesian languages
pa,"Panjabi, Punjabi",Digital Humanities,ਡਿਜੀਟਲ ਮਨੁੱਖਤਾ ਵਿਗਿਆਨ,154.0,2026-04-19T16:38:15.292840,end_turn,claude-sonnet-4-5-20250929,79.0,233.0,"Direct translation where 'ਡਿਜੀਟਲ' (Digital) is a transliteration commonly used in Punjabi, and 'ਮਨੁੱਖਤਾ ਵਿਗਿਆਨ' represents humanities (literally 'human sciences'), which is the standard academic term in Punjabi for humanities disciplines.",,,,2026-04-19 16:38:15,,ਡਿਜੀਟਲ ਹਿਊਮੈਨਿਟੀਜ਼,True,,False,ਡਿਜੀਟਲ ਮਨੁੱਖਤਾ,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Panjabi, Punjabi (ISO code: pa). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
""translated_term"": ""\u0967\u094c\u0930\u093e\u0924\u094d\u0915\u093f\u0902\u092a \u0958\u0941\u0936\u0940"",
""translation_rationale"": ""Digital Humanities in Punjabi, directly translating the English term with some characters modified for correct pronunciation""
}",llama3.1,2026-04-19T21:31:01.044804Z,1274767542.0,75543708.0,76.0,278723625.0,77.0,899134326.0,stop,१ौरात्किंप क़ुशी,"Digital Humanities in Punjabi, directly translating the English term with some characters modified for correct pronunciation",[],,True,,,,,,,,,,,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Panjabi, Punjabi (ISO code: pa). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Indo-European languages
os,"Ossetian, Ossetic",Digital Humanities,Дигиталон гуманитарон наукатæ,101.0,2026-04-19T16:38:10.552496,end_turn,claude-sonnet-4-5-20250929,79.0,180.0,"Direct translation using Ossetian words: 'дигиталон' (digital, from English/Russian), 'гуманитарон' (humanitarian/humanities), and 'наукатæ' (sciences/studies). This follows the standard Ossetian pattern for academic terminology.",,,,2026-04-19 16:38:10,,Нымæцон гуманитарон зонæдтæ,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Ossetian, Ossetic (ISO code: os). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": """",
  ""translation_rationale"": """"
}",llama3.1,2026-04-19T21:30:57.747975Z,558163542.0,78947792.0,78.0,297914959.0,16.0,176200750.0,stop,,,[],,False,Цифрон гуманитарон наука,63.0,1776634503.0,stop,gpt-4o-2024-08-06,74.0,137.0,"The term combines the Ossetian words for 'digital' (цифрон) and 'humanities' (гуманитарон наука), reflecting the interdisciplinary nature of the field.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Ossetian, Ossetic (ISO code: os). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Ossetian, Ossetic (ISO code: os). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Indo-European languages
or,Oriya,Digital Humanities,ଡିଜିଟାଲ ମାନବିକୀ,124.0,2026-04-19T16:38:06.359696,end_turn,claude-sonnet-4-5-20250929,74.0,198.0,"Direct translation where 'Digital' is transliterated as 'ଡିଜିଟାଲ' (a commonly used loanword in Oriya) and 'Humanities' is translated as 'ମାନବିକୀ' (mānabikī), which refers to humanities or human sciences in Oriya academic contexts.",,,,2026-04-19 16:38:06,,ଡିଜିଟାଲ୍ ମାନବିକତା,True,,False,ଡିଜିଟାଲ୍ ମାନବିକତା,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Oriya (ISO code: or). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": """", ""translation_rationale"": ""Oriya language does not have a direct translation for 'Digital Humanities'. A possible equivalent could be """" (Digital Manuski, meaning Digital Arts and Humanities)""}",llama3.1,2026-04-19T21:30:55.173497Z,892083708.0,72488041.0,73.0,278199417.0,45.0,528514165.0,stop,,"Oriya language does not have a direct translation for 'Digital Humanities'. A possible equivalent could be  (Digital Manuski, meaning Digital Arts and Humanities)","[{'translated_term': '', 'translation_rationale': ""Oriya language does not have a direct translation for 'Digital Humanities'. A possible equivalent could be  (Digital Manuski, meaning Digital Arts and Humanities)""}]",,False,ଡିଜିଟାଲ ହ୍ୟୁମାନିଟିଜ୍,85.0,1776634501.0,stop,gpt-4o-2024-08-06,69.0,154.0,The term 'Digital Humanities' is often transliterated into Oriya because it represents a specific academic field that may not have a widely adopted native translation. Transliterating ensures the concept remains recognizable to those familiar with the term in English.,,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Oriya (ISO code: or). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Oriya (ISO code: or). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Indo-European languages
oj,"Ojibwe, Ojibwa",Digital Humanities,Dibaajimowinan Akiing Miikanensing,93.0,2026-04-19T16:38:02.000460,end_turn,claude-sonnet-4-5-20250929,81.0,174.0,"Combines 'dibaajimowinan' (knowledge/stories/narratives representing humanities) with 'akiing miikanensing' (on the electronic path/digital pathway), reflecting the intersection of humanistic inquiry and digital technology in Ojibwe linguistic patterns.",,,,2026-04-19 16:38:02,,,True,,True,,False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Ojibwe, Ojibwa (ISO code: oj). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Anishinaabe Wiikwamigong"",
  ""translation_rationale"": ""I combined 'Wiikwamigong' (digital, modern technology) with 'Anishinaabe', the term used to refer to the Ojibwe people. In Ojibwe culture and language, it is common to prefix a word with a noun or adjective to create a new concept.""
}",llama3.1,2026-04-19T21:30:52.263064Z,1492346458.0,76261333.0,81.0,279005625.0,90.0,1111241334.0,stop,Anishinaabe Wiikwamigong,"I combined 'Wiikwamigong' (digital, modern technology) with 'Anishinaabe', the term used to refer to the Ojibwe people. In Ojibwe culture and language, it is common to prefix a word with a noun or adjective to create a new concept.",[],,False,E-gikendaasowin omaa-jiidoowining,94.0,1776634498.0,stop,gpt-4o-2024-08-06,73.0,167.0,"The translated term combines 'e-gikendaasowin,' which relates to knowledge, learning, or education, and 'omaa-jiidoowining,' which conveys the idea of digital or electronic information gathering, fitting the concept of Digital Humanities as the study of human culture through digital means.",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Ojibwe, Ojibwa (ISO code: oj). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Ojibwe, Ojibwa (ISO code: oj). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,North American Indian languages
ny,Chichewa; Chewa; Nyanja,Digital Humanities,Maphunziro a Digito,83.0,2026-04-19T16:37:57.578278,end_turn,claude-sonnet-4-5-20250929,83.0,166.0,"Combines 'maphunziro' (studies/humanities/learning) with 'digito' (digital), following Chichewa's pattern of noun + qualifier. This captures both the academic/humanities aspect and the digital technology component of the term.",,,,2026-04-19 16:37:57,,Zaumunthu Za digito,False,Digital Humans,False,Digital Humanities,True,,,,,,,,,,,,,,,,,False,Sayansi za Anthu Pogwiritsa Ntchito Zitukuko Zamakono,66.0,1776634496.0,stop,gpt-4o-2024-08-06,77.0,143.0,"The term 'Digital Humanities' is translated to reflect the integration of humanities disciplines with advanced technological methods, emphasizing both the human aspect ('Anthu') and the digital aspect ('Zamakono').",,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Chichewa; Chewa; Nyanja (ISO code: ny). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Chichewa; Chewa; Nyanja (ISO code: ny). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,Niger-Kordofanian languages
nv,"Navajo, Navaho",Digital Humanities,béésh bee akʼeʼelchíhí bóhooʼaahgo nanitaʼ,127.0,2026-04-19T16:37:53.938560,end_turn,claude-sonnet-4-5-20250929,79.0,206.0,"Combines 'béésh bee akʼeʼelchíhí' (computer/digital technology, literally 'metal with which one writes/works') with 'bóhooʼaahgo nanitaʼ' (learning/study/knowledge). This conveys the concept of knowledge/humanities pursued through digital/computer means.",,,,2026-04-19 16:37:53,,,True,,True,,True,,,,,,,,,,,,,,,,,False,Ałtsí Ałtsʼilí Tʼááłáʼí Binaalyeeʼ,132.0,1776634493.0,stop,gpt-4o-2024-08-06,72.0,204.0,This translation combines 'Ałtsí' (digital) and 'Ałtsʼilí Tʼááłáʼí Binaalyeeʼ' (study of human culture and languages) in Navajo to conceptualize Digital Humanities. The term is based on the idea of digital technology ('Ałtsí') in conjunction with humanities ('Ałtsʼilí Tʼááłáʼí Binaalyeeʼ').,,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Navajo, Navaho (ISO code: nv). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",False,You are a Digital Humanities scholar who speaks many languages.,"Translate 'Digital Humanities' into Navajo, Navaho (ISO code: nv). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}",,,North American Indian languages
