language_code,language_name,language_family,has_missing_rationale,missing_rationale_services,has_mixed_script,mixed_script_services,has_romanization,romanization_services,has_script_disagreement,script_disagr_services,has_source_term,source_term_services,has_placeholder_term,placeholder_term_services,has_repetition_loop,repetition_loop_services,has_extreme_term_length,extreme_term_length_services,has_unicode_escape,unicode_escape_services,has_short_translation,short_translation_services,has_any_mixing,any_mixing_services,has_refusal_rationale,refusal_rationale_services,has_transliteration_rationale,transliteration_rationale_services,has_placeholder_rationale,placeholder_rationale_services,has_language_name_term,language_name_term_services,has_unexpected_rationale_language,unexpected_rationale_language_services,quality_flags,flag_count
tog,Nyasa Tonga,Niger-Kordofanian languages,False,,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini,True,Gemini,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
nyo,Nyoro,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini,True,Gemma;Qwen,False,,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale,3
ojs,Oji-Cree,North American Indian languages,True,Mistral;OpenAI,False,,False,,True,Claude;DeepSeek;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma,False,,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale,3
oj,"Ojibwe, Ojibwa",North American Indian languages,True,Gemma;Llama,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;OpenAI;Qwen,True,Gemma,False,,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale,3
oka,Okanagan,North American Indian languages,False,,False,,False,,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma,True,Qwen,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
cu,Old Church Slavonic,Indo-European languages,True,Gemini,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude,True,Claude;Gemma,False,,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale,3
pro,Old Provençal,Indo-European languages,True,Gemini,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,OpenAI,True,Gemma,False,,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale,3
otk,Old Turkish,Altaic languages,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Llama;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral,True,Gemini;Gemma;Qwen,False,,False,,False,,script_disagreement;refusal_rationale;transliteration_rationale,3
om,Oromo,Afro-Asiatic languages,True,Gemma,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;source_term;transliteration_rationale,3
mfa,Pattani Malay,Austronesian languages,False,,False,,False,,True,DeepSeek;Gemini;Qwen,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma,False,,False,,True,Qwen,script_disagreement;transliteration_rationale;unexpected_rationale_language,3
pis,Pijin,Creoles and pidgins,False,,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;OpenAI,True,Claude;Gemma;Llama;OpenAI;Qwen,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
ppl,Pipil,North American Indian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma,True,Gemini;Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
crk,Plains Cree,North American Indian languages,True,DeepSeek;OpenAI,False,,False,,True,Claude;DeepSeek;Gemma;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Gemma;OpenAI;Qwen,False,,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale,3
pdt,Plautdietsch,Indo-European languages,False,,False,,False,,False,,True,Gemini,False,,False,,False,,False,,False,,False,,True,Gemini;OpenAI;Qwen,True,Claude;Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
pon,Pohnpeian,Austronesian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI,True,Claude,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
pnt,Pontic,Indo-European languages,False,,False,,False,,True,Gemma;Mistral,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Qwen,True,Gemini;Gemma,False,,False,,False,,script_disagreement;refusal_rationale;transliteration_rationale,3
qu,Quechua,South American Indian languages,True,Llama,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Mistral,True,Gemma,False,,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale,3
raj,Rajasthani,Indo-European languages,False,,False,,False,,True,Llama;Qwen,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,False,,False,,True,Qwen,script_disagreement;transliteration_rationale;unexpected_rationale_language,3
rkt,Rangpuri,Indo-European languages,False,,False,,False,,True,Gemma,False,,False,,False,,False,,False,,False,,True,Mistral,False,,True,Claude;Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,script_disagreement;any_mixing;transliteration_rationale,3
rej,Rejang,Austronesian languages,False,,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemma;Qwen,True,Gemini;Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
bto,Rinconada Bikol,Austronesian languages,False,,False,,False,,False,,True,Gemini;Mistral,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral;Qwen,True,Gemini,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
ksh,Ripuarian,Indo-European languages,False,,False,,False,,False,,True,Gemini,False,,False,,False,,False,,False,,False,,True,DeepSeek,True,Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
rom,Romany,Indo-European languages,False,,False,,False,,True,Qwen,False,,False,,False,,False,,False,,False,,False,,True,Gemma;Mistral;Qwen,True,Gemini;Gemma;Qwen,False,,False,,False,,script_disagreement;refusal_rationale;transliteration_rationale,3
rof,Rombo,Niger-Kordofanian languages,False,,False,,False,,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;OpenAI,True,Gemini;Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
sck,Sadri,Indo-European languages,False,,False,,False,,True,Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,script_disagreement;transliteration_rationale;unexpected_rationale_language,3
sgs,Samogitian,Indo-European languages,False,,False,,False,,True,Qwen,False,,False,,False,,False,,False,,False,,False,,True,OpenAI,True,Gemini;Gemma,False,,False,,False,,script_disagreement;refusal_rationale;transliteration_rationale,3
sxn,Sangir,Austronesian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral,True,Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
sg,Sango,Nilo-Saharan languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;OpenAI,False,,False,,True,Claude;Mistral,False,,source_term;refusal_rationale;language_name_term,3
skr,Saraiki,Indo-European languages,False,,True,Llama,False,,False,,False,,False,,False,,False,,False,,False,,True,Llama,False,,True,Claude;Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,mixed_script;any_mixing;transliteration_rationale,3
sas,Sasak,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral;Qwen,False,,False,,True,Qwen,True,Qwen,refusal_rationale;language_name_term;unexpected_rationale_language,3
sco,Scots,Indo-European languages,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Llama;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;OpenAI,True,Claude;Gemini;Gemma;Qwen,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
sly,Selayar,Austronesian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemini,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
sr,Serbian,Indo-European languages,False,,False,,False,,True,DeepSeek;Gemma;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Llama;Mistral,True,Gemma,False,,False,,False,,script_disagreement;refusal_rationale;transliteration_rationale,3
crs,Seselwa Creole French,Creoles and pidgins,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude,True,DeepSeek;Gemma,True,Claude,False,,False,,False,,any_mixing;refusal_rationale;transliteration_rationale,3
swv,Shekhawati,Indo-European languages,False,,False,,False,,True,Gemma;Llama;Qwen,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;OpenAI,True,Claude;Gemini;Gemma;OpenAI,False,,False,,False,,script_disagreement;refusal_rationale;transliteration_rationale,3
rmo,Sinte Romani,Indo-European languages,False,,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,True,DeepSeek;Mistral;OpenAI,True,Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
xog,Soga,Niger-Kordofanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemini;Gemma,False,,True,Llama,False,,refusal_rationale;transliteration_rationale;language_name_term,3
so,Somali,Afro-Asiatic languages,True,Gemma;Llama,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Llama,True,Gemma,False,,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale,3
sma,Southern Sami,Uralic languages,True,DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek,True,Gemini,False,,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale,3
srn,Sranan Tongo,Creoles and pidgins,False,,False,,False,,False,,True,Gemini;Mistral,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Mistral,True,Gemma;OpenAI,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
apd,Sudanese Arabic,Afro-Asiatic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Qwen,False,,True,Gemini;Gemma,False,,False,,True,Qwen,any_mixing;transliteration_rationale;unexpected_rationale_language,3
swg,Swabian,Indo-European languages,False,,False,,False,,False,,True,Gemini,False,,False,,False,,False,,False,,False,,True,Claude,True,Gemini,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
csw,Swampy Cree,North American Indian languages,True,DeepSeek;Gemma;Llama;Mistral;OpenAI,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Mistral;OpenAI;Qwen,False,,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale,3
tl,Tagalog,Austronesian languages,False,,False,,False,,False,,True,Claude;Gemini;Google Translate;Lingvanex;Mistral,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek,True,Claude;Gemini;Gemma;OpenAI,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
tht,Tahltan,North American Indian languages,False,,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini,True,DeepSeek;Gemini;Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
blt,Tai Dam,Tai-Kadai languages,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;OpenAI,True,Claude;Gemini;Gemma,False,,False,,False,,script_disagreement;refusal_rationale;transliteration_rationale,3
dav,Taita,Niger-Kordofanian languages,False,,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini,True,Gemini,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
ta,Tamil,Dravidian languages,True,Qwen,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Llama,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale,3
tt,Tatar,Altaic languages,False,,False,,False,,True,Llama,False,,False,,False,,False,,False,,False,,True,Qwen,False,,True,Gemini;Gemma,False,,False,,False,,script_disagreement;any_mixing;transliteration_rationale,3
tsg,Tausug,Austronesian languages,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;OpenAI,True,Gemini;Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
tpi,Tok Pisin,Creoles and pidgins,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Qwen,True,Claude;Gemini;Gemma;OpenAI;Qwen,True,Gemini,False,,False,,refusal_rationale;transliteration_rationale;placeholder_rationale,3
lbw,Tolaki,Austronesian languages,False,,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,True,Gemini;Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
ttj,Tooro,Niger-Kordofanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,False,,True,OpenAI;Qwen,True,Gemini;Gemma;Qwen,False,,False,,False,,short_translation;refusal_rationale;transliteration_rationale,3
tsd,Tsakonian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,False,,True,DeepSeek;Gemma;Mistral;Qwen,True,Gemini;Gemma,False,,False,,False,,short_translation;refusal_rationale;transliteration_rationale,3
tvl,Tuvalu,Austronesian languages,False,,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Mistral,True,Gemini;Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
tw,Twi,Niger-Kordofanian languages,False,,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,True,Gemini,True,Gemini;OpenAI,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
uz_AF,Uzbeki Afghanistan,Altaic languages,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI,False,,False,,False,,False,,False,,False,,False,,True,Mistral,True,Gemini;Gemma,False,,False,,False,,script_disagreement;refusal_rationale;transliteration_rationale,3
ve,Venda,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,DeepSeek,False,,False,,False,,False,,False,,False,,False,,True,Gemini;OpenAI,False,,False,,False,,missing_rationale;source_term;transliteration_rationale,3
vec,Venetian,Indo-European languages,False,,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,True,Qwen,True,Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
vic,Virgin Islands Creole English,Creoles and pidgins,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini,True,Gemini;Gemma;OpenAI,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
vun,Vunjo,Niger-Kordofanian languages,False,,False,,False,,False,,True,DeepSeek,False,,False,,False,,False,,False,,False,,True,DeepSeek,True,Gemini;OpenAI,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
wls,Wallisian,Austronesian languages,False,,False,,False,,False,,True,Gemini,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemini;Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
war,Waray / Samar-Leyte Visayan,Austronesian languages,False,,False,,False,,False,,True,Gemini;Mistral,False,,False,,False,,False,,False,,False,,True,Gemini;Mistral;OpenAI,True,Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
ojw,Western Ojibwa,North American Indian languages,True,Llama;OpenAI,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Mistral;OpenAI,False,,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale,3
tdg,Western Tamang,Sino-Tibetan languages,False,,False,,False,,True,Gemma;Llama;Qwen,True,Qwen,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,script_disagreement;source_term;transliteration_rationale,3
cwd,Woods Cree,North American Indian languages,True,DeepSeek;Llama;Mistral;OpenAI,False,,False,,True,Claude;DeepSeek;Gemma;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Llama,False,,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale,3
xh,Xhosa,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,Gemma;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,Qwen,False,,False,,False,,False,,missing_rationale;source_term;refusal_rationale,3
yap,Yapese,Austronesian languages,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral;OpenAI,True,Gemma;Mistral;OpenAI,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
zap,Zapotec,Central American Indian languages,True,DeepSeek;Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral,True,Gemini;Gemma,False,,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale,3
dje,Zarma,Nilo-Saharan languages,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Qwen,True,Gemini,False,,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale,3
zza,Zaza,Indo-European languages,False,,False,,False,,True,Llama,False,,False,,False,,False,,False,,False,,False,,True,Claude,False,,False,,False,,True,Qwen,script_disagreement;refusal_rationale;unexpected_rationale_language,3
zu,Zulu,Niger-Kordofanian languages,False,,False,,False,,False,,True,Google Translate;Lingvanex,False,,False,,False,,False,,False,,False,,True,Qwen,True,Claude;Gemini;Gemma,False,,False,,False,,source_term;refusal_rationale;transliteration_rationale,3
ak,Akan,Niger-Kordofanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma;OpenAI,True,Claude;Gemma;OpenAI,False,,False,,False,,refusal_rationale;transliteration_rationale,2
arq,Algerian Arabic,Afro-Asiatic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma,False,,False,,True,Qwen,transliteration_rationale;unexpected_rationale_language,2
roa-rup,Aromanian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
ast,Asturian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,True,Claude,False,,False,,False,,refusal_rationale;transliteration_rationale,2
ay,Aymara,South American Indian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;OpenAI,False,,False,,False,,False,,source_term;refusal_rationale,2
ban,Balinese,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral;Qwen,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
bjn,Banjar,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,True,Gemini,False,,False,,False,,refusal_rationale;transliteration_rationale,2
bar,Bavarian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,True,Gemma;OpenAI,False,,False,,False,,refusal_rationale;transliteration_rationale,2
be,Belarusian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma,False,,False,,True,Llama,transliteration_rationale;unexpected_rationale_language,2
bs,Bosnian,Indo-European languages,False,,False,,False,,False,,True,Lingvanex,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,source_term;transliteration_rationale,2
br,Breton,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Llama,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
bg,Bulgarian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,True,EasyNMT,False,,False,,False,,False,,False,,False,,False,,True,Llama,extreme_term_length;unexpected_rationale_language,2
bua,Buriat,Altaic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma;OpenAI;Qwen,False,,False,,True,Llama;Qwen,transliteration_rationale;unexpected_rationale_language,2
esu,Central Yupik,Eskimo-Aleut languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini,False,,False,,False,,False,,source_term;refusal_rationale,2
qug,Chimborazo Highland Quichua,South American Indian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;OpenAI,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
crh,Crimean Tatar,Altaic languages,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma;Mistral;Qwen,False,,False,,False,,script_disagreement;transliteration_rationale,2
nhe,Eastern Huasteca Nahuatl,North American Indian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;OpenAI;Qwen,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
efi,Efik,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
arz,Egyptian Arabic,Afro-Asiatic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma;Qwen,False,,False,,True,Qwen,transliteration_rationale;unexpected_rationale_language,2
egl,Emilian,Indo-European languages,False,,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemma,False,,False,,False,,source_term;transliteration_rationale,2
ext,Extremaduran,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Qwen,True,Claude;OpenAI,False,,False,,False,,refusal_rationale;transliteration_rationale,2
fon,Fon,Niger-Kordofanian languages,True,DeepSeek;Gemma;OpenAI,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Mistral,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
ff,Fula,Niger-Kordofanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma;Mistral,True,Gemma;Qwen,False,,False,,False,,refusal_rationale;transliteration_rationale,2
glk,Gilaki,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,transliteration_rationale;unexpected_rationale_language,2
gil,Gilbertese,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;OpenAI,True,Gemini;Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
ht,Haitian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Llama;Mistral,True,Claude;Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
ha,Hausa,Afro-Asiatic languages,False,,False,,False,,False,,True,Lingvanex,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral;Qwen,False,,source_term;language_name_term,2
hi,Hindi,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Llama;Mistral;Qwen,transliteration_rationale;unexpected_rationale_language,2
hu,Hungarian,Uralic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,OpenAI,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
ife,Ifè,Niger-Kordofanian languages,False,,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Mistral,False,,False,,False,,False,,source_term;refusal_rationale,2
ie,Interlingue,Artificial languages,False,,False,,False,,False,,True,DeepSeek,False,,False,,False,,False,,False,,False,,True,DeepSeek,False,,False,,False,,False,,source_term;refusal_rationale,2
jv,Javanese,Austronesian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,True,Qwen,transliteration_rationale;unexpected_rationale_language,2
xal,Kalmyk,Altaic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;OpenAI;Qwen,False,,False,,True,Qwen,transliteration_rationale;unexpected_rationale_language,2
rmf,Kalo Finnish Romani,Indo-European languages,True,DeepSeek;Gemini,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,False,,False,,False,,missing_rationale;transliteration_rationale,2
krl,Karelian,Uralic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,True,Qwen,False,,False,,False,,refusal_rationale;transliteration_rationale,2
csb,Kashubian,Indo-European languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma;Mistral,True,Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
rn,Kirundi,Niger-Kordofanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Qwen,True,Qwen,False,,False,,False,,refusal_rationale;transliteration_rationale,2
kge,Komering,Austronesian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,False,,False,,False,,False,,source_term;refusal_rationale,2
ko,Korean,Language isolate,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma;OpenAI,False,,False,,True,DeepSeek;Llama;Qwen,transliteration_rationale;unexpected_rationale_language,2
lkt,Lakota,North American Indian languages,True,DeepSeek,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
apc,Levantine Arabic,Afro-Asiatic languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,True,Qwen,transliteration_rationale;unexpected_rationale_language,2
ln,Lingala,Niger-Kordofanian languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Llama,True,Gemini,False,,False,,False,,refusal_rationale;transliteration_rationale,2
lfn,Lingua Franca Nova,Artificial languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Mistral,True,Claude;Gemma,False,,False,,False,,refusal_rationale;transliteration_rationale,2
lzh,Literary Chinese,Sino-Tibetan languages,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,True,Llama;Qwen,transliteration_rationale;unexpected_rationale_language,2
liv,Livonian,Uralic languages,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,False,,False,,False,,False,,missing_rationale;refusal_rationale,2
lou,Louisiana Creole,Creoles and pidgins,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek,True,Gemini;Gemma;Qwen,False,,False,,False,,refusal_rationale;transliteration_rationale,2
