language_code,language_name,language_family,term_source,category,rule_fired,evidence,has_wikipedia,rationales_are_english,n_services_with_translation,n_services_with_rationale,n_unique_raw,n_unique_normalized,max_edit_distance,loan_words_found,has_script_disagreement,scripts_found,absence_signals,construction_signals,debate_signals,mean_rationale_similarity,claude_rationale_snippet,openai_rationale_snippet,gemini_rationale_snippet,ollama_rationale_snippet,service_translations
af,Afrikaans,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 5 distinct outputs; construction signals: 2,False,True,11,8,5,5,17,,False,Latin,Gemini:no established; Gemma:\btransliterat,Gemini:compound; Qwen:combining,,0.3419,"This is a direct translation where 'Digital' becomes 'Digitale' (the Afrikaans adjective form) and 'Humanities' becomes 'Geesteswetenskappe' (the standard Afrikaans term for humanities, literally 'sciences of the spirit/mind'). This term is used in South African academic contexts.","The term 'Digital Humanities' is translated into Afrikaans as 'Digitale Geesteswetenskappe'. 'Digitale' is the Afrikaans equivalent of 'Digital', and 'Geesteswetenskappe' is the term used for 'Humanities'. This translation maintains the meaning of the original term, referring to the interdisciplinar","The term 'Digital Humanities' is a compound of 'Digital' and 'Humanities'. In Afrikaans, 'Digital' translates directly to 'Digitale' (adjectival form) and 'Humanities' translates to 'Geesteswetenskappe'. The direct translation of the two components combined forms the most accurate and commonly under",,"{'Google Translate': 'Digitale Geesteswetenskappe', 'EasyNMT': 'Digitale Menslikhede', 'Lingvanex': 'Digitale Geesteswetenskappe', 'OpenAI': 'Digitale Geesteswetenskappe', 'Claude': 'Digitale Geesteswetenskappe', 'Gemini': 'Digitale Geesteswetenskappe', 'DeepSeek': 'Digitale Geesteswetenskappe', 'Llama': 'Digitale Geesteswetenskappe', 'Gemma': 'Digitale Humaniora', 'Qwen': 'Digitale Mensenwetenskappe', 'Mistral': 'Digitale Menslike Wetenskap'}"
afh,Afrihili,Artificial languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 7,False,True,8,8,8,8,23,,False,Latin,OpenAI:\bborrowing\b; Gemini:\btransliterat; Gemma:\bborrowing\b,Claude:create.*term; Claude:construct; Claude:suffix; OpenAI:combining; OpenAI:construct; Gemini:construct; DeepSeek:construct,,0.2428,"Afrihili is a constructed auxiliary language created in the 1970s for pan-African communication. The translation follows Afrihili's grammar and vocabulary patterns: 'Humanitashe' derives from the root for humanities/human studies (with the '-she' suffix indicating a field of study), and 'Digitale' a","Afrihili is a constructed language designed to be a neutral lingua franca for Africa. The term 'Digital Humanities' can be translated by combining the Afrihili words for 'digital' and 'humanities'. 'Dijitali' is a direct borrowing for 'digital', reflecting the influence of technology-related terms a","Afrihili, as a constructed language, often aims for clarity and directness. 'Digitálna' is a straightforward transliteration of 'digital,' which is a common practice for technical or modern terms in many languages. 'Humanitá' is a direct translation of 'humanities,' maintaining the Latin root 'human",,"{'OpenAI': 'Dijitali Ubinadamu', 'Claude': 'Humanitashe Digitale', 'Gemini': 'Ubinadamu wa Kidijitali', 'DeepSeek': 'Nkɔsoɔ Nsɛm Kakraba', 'Llama': 'Dijitaali Uwanja wa Kisayansi', 'Gemma': 'Ufundi wa Dijitali', 'Qwen': 'Dilitig Humaniti', 'Mistral': 'DIGITALI HUMANISTIKA'}"
agq,Aghem,Niger-Kordofanian languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,8,8,8,8,31,digital; humanities,False,Latin,Claude:have not been; OpenAI:\bborrowed\b,Claude:compound; Claude:create.*term; Gemini:construct; Llama:combining; Llama:construct; Qwen:combining; Qwen:formation,,0.2087,"Aghem is a Grassfields Bantu language spoken in Cameroon with limited documented vocabulary for modern technical terms. Without established Aghem terminology for 'Digital Humanities' and lacking sufficient lexical resources to create an accurate compound translation, the English term should be retai","Aghem, like many other languages, may not have a direct translation for specialized academic terms such as 'Digital Humanities.' In such cases, the term is often borrowed directly from English or another dominant language, especially in academic and technical contexts. Therefore, the term 'Digital H","Aghem, like many Grassfields languages, does not have a direct equivalent for 'digital' or 'humanities' as single words. The translation is a descriptive phrase that aims to capture the core meaning.

*   **Ndzə̀ŋə̀ŋə̀**: This means 'knowledge' or 'study'. It's a good fit for 'humanities' which refe",,"{'OpenAI': ""Ndzәkɔ'ɔ Mәsәnә Ntiŋtiŋ"", 'Claude': 'Digital Humanities', 'Gemini': 'Ndzə̀ŋə̀ŋə̀ Nə̀ Mə̀kə̀ŋə̀ Mə̀ Nə̀ŋə̀ŋə̀', 'DeepSeek': ""Ndzwiŋ Ŋgàŋ Ŋwà'à"", 'Llama': 'Mɔyɛŋ Mɛtɛ', 'Gemma': 'Ŋwɛŋwɛŋ ŋgɔɔm', 'Qwen': 'Mvog Gufaamologii', 'Mistral': 'Bura: yi-kutu-tʃɛ̀r, Muri: yi-kutu-tʃɛ̀r-mə́r'}"
aii,Assyrian Neo-Aramaic,Afro-Asiatic languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 7 distinct outputs; construction signals: 7,False,True,7,8,7,7,21,,False,Syriac,Claude:\bloanword\b; OpenAI:\btransliterat; Gemini:\bborrowing\b; DeepSeek:\bloanword\b,OpenAI:combining; Gemini:construct; Gemini:morpholog; DeepSeek:construct; DeepSeek:suffix; Llama:combining; Gemma:prefix,,0.2302,"This translation breaks down as follows: 'ܝܘܼܠܦܵܢܹ̈ܐ' (yulpane) means 'studies/disciplines' (plural), 'ܐ̱ܢܵܫܵܝܹ̈ܐ' (nāšāye) means 'human/humanistic' (plural adjective), and 'ܕܝܼܓ݂ܝܼܛܵܠܵܝܹ̈ܐ' (dīgīṭālāye) means 'digital' (plural adjective, loanword adapted to Assyrian phonology). The word order follo","The term 'Digital Humanities' is translated into Assyrian Neo-Aramaic by combining the words for 'digital' and 'humanities'. 'ܕܝܓܝܛܠܝܬܐ' (dijitalita) is a transliteration of 'digital', reflecting the modern concept, while 'ܐܢܬܪܢܝܬܐ' (anthranita) corresponds to 'humanities', referring to the study of","The translation 'ܡܕܥܢܘܬܐ ܕܓܝܛܠܝܬܐ' (Mad'yanuta d-Gitalita) is constructed as follows:

*   **ܡܕܥܢܘܬܐ (Mad'yanuta):** This word means 'humanities,' 'knowledge,' 'science,' or 'erudition.' It is derived from the root 'ܝܕܥ' (y-d-'a), meaning 'to know.' In the context of academic disciplines, it is the ",,"{'OpenAI': 'ܐܢܬܪܢܝܬܐ ܕܝܓܝܛܠܝܬܐ', 'Claude': 'ܝܘܼܠܦܵܢܹ̈ܐ ܐ̱ܢܵܫܵܝܹ̈ܐ ܕܸܓ݂ܝܼܛܵܠܵܝܹ̈ܐ', 'Gemini': 'ܡܕܥܢܘܬܐ ܕܓܝܛܠܝܬܐ', 'DeepSeek': 'ܝܘܠܦܢܐ ܕܐܢܫܘܬܐ ܕܝܓܝܛܠܝܐ', 'Llama': 'ܟܬܒܐ ܕܡܚܘܙܝܐ', 'Gemma': 'ܣܝ̈ܘܬܐ ܕܡܕܢܝ̈ܐ ܘܣܝ̈ܘܬܐ ܕܐܢܫܘܬܐ', 'Mistral': 'ܕܝܠܝܚܐ ܢܘܪܝܢ'}"
ain,Ainu,Language isolate,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 0,False,True,8,7,8,8,17,,True,Japanese; Latin,OpenAI:\bloanword\b; Gemini:\bloanword\b; Gemma:\bborrowed\b,,,0.2804,"This translation combines 'テキタ' (tekita, meaning 'hand/manual' but extended to mean 'digital' in the sense of technology/computers, derived from Japanese デジタル influence) and 'アイヌイタㇰ' (ainu itak, meaning 'human language/speech/knowledge'). However, it should be noted that Ainu is a critically endange","The Ainu language has limited vocabulary for modern technological terms, so loanwords from Japanese or other languages are often used. 'デジタル' (Dejitaru) is the Japanese loanword for 'digital,' and 'ウタㇱマチ' (Utashmachi) is a term that can be used to refer to 'humanities' or 'culture.' This translation","The Ainu language does not have a direct equivalent for 'digital' or 'humanities' in the modern academic sense. A direct translation would require creating new loanwords or highly descriptive phrases that would likely be unintelligible or cumbersome. Therefore, the most practical and widely understo",,"{'OpenAI': 'デジタル ウタㇱマチ', 'Claude': 'テキタ アイヌイタㇰ', 'Gemini': 'デジタル・ヒューマニティーズ', 'DeepSeek': 'カンピソシ イランカラㇷ゚ アエㇷ゚カㇱ', 'Llama': 'Kunukay Iyay', 'Gemma': 'ペーシ・イナ・イナ・ウニ・ケ・シウ', 'Qwen': '/Dkara Usaamrra', 'Mistral': 'デジタル人文学'}"
ak,Akan,Niger-Kordofanian languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,Loan words present: ['digital'],False,True,9,8,9,9,40,digital,False,Latin,OpenAI:\btransliterat; Llama:\bloanword\b,OpenAI:combining; Gemini:compound; Gemini:combining; DeepSeek:combining; Llama:combining; Llama:prefix; Gemma:combining; Qwen:combining,Mistral:both terms,0.2706,"This translation combines 'Nkɔmmɔbɔ' (digital/electronic communication, from 'nkɔmmɔ' meaning communication) and 'Nimdeɛ' (knowledge/humanities, referring to human knowledge and cultural studies). This captures both the technological aspect (digital) and the humanistic scholarly dimension of Digital","The term 'Digital Humanities' refers to the interdisciplinary field that combines the use of digital technology with the study of humanities. In Akan, 'Dijita' is a transliteration of 'Digital', and 'Abasobɔdeɛ' refers to 'Humanities', which encompasses the study of human culture, history, and socie","The term 'Digital Humanities' is a compound of 'Digital' and 'Humanities'.

1.  **Digital**: The most direct and commonly understood translation for 'digital' in Akan is 'digital'. While one could try to describe it using words like 'kɔmputa so' (on computer) or 'intanɛt so' (on the internet), 'digi",,"{'Google Translate': 'Digitals Nnipa Ho Adesua', 'OpenAI': 'Dijita Abasobɔdeɛ', 'Claude': 'Dijitaal Adesua', 'Gemini': 'Digital Nnipa Ho Adesua', 'DeepSeek': 'Nnipa Nsɛm Ho Adesua a Ɛfa Nkɔsoɔ Mfiridwuma Ho', 'Llama': 'Mmɔnini Nkɔdo', 'Gemma': 'Ɔdɔɔden a ɛyɛ dii dwumadie', 'Qwen': 'Humenisi Digital', 'Mistral': 'Nkabom Nti Kwakuasafo Nkwantanansa'}"
akk,Akkadian,Afro-Asiatic languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 8,False,True,8,8,8,8,22,,True,Latin; Other,Gemini:no direct,Claude:construct; OpenAI:ancient; Gemini:combining; Gemini:ancient; Gemini:formation; Llama:ancient; Gemma:formation; Gemma:suffix,,0.2606,"This translation combines 'ḫisbu' (wisdom, knowledge, learning) with 'ša' (of/pertaining to) and 'ṣibitti' (fingers, digits). In Akkadian, 'ṣibitti' refers to fingers or digits and can represent counting/numerical concepts. 'Ḫisbu' encompasses scholarly knowledge and learning. Together, 'ḫisbu ša ṣi","Akkadian, an ancient Semitic language, does not have a direct equivalent for modern terms like 'Digital Humanities.' The translation provided is a phonetic approximation using cuneiform script, which would not have been used for such a concept in ancient times. The term 'Digital Humanities' refers t","Translating 'Digital Humanities' into Akkadian requires a conceptual approach, as there are no direct equivalents for 'digital' or 'humanities' in ancient Mesopotamian languages. 

1.  **Humanities (Humanities disciplines):** The core concept of 'humanities' refers to the study of human culture, his",,"{'OpenAI': '𒁹𒄿𒈾𒀀𒈾𒄿𒈾𒀀', 'Claude': 'ḫisbu ša ṣibitti', 'Gemini': 'ṭupšarrūtu ša qāt mê', 'DeepSeek': 'awīlūtu ṣalmānu', 'Llama': 'Tārītum ša dīgir', 'Gemma': 'dìm-ma-aḫḫē-e šu-ú', 'Qwen': 'Tabletsūtu numāḫu', 'Mistral': 'Marduṭi šamānu šarrūti'}"
akz,Alabama,North American Indian languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,7,8,5,5,23,digital; humanities,False,Latin,Claude:no established; Claude:\bborrowed\b; OpenAI:untranslated; DeepSeek:no direct,Claude:neologism; Claude:coining; DeepSeek:construct; Gemma:coining; Qwen:compound; Qwen:combining,,0.2601,"Alabama (akz) is a critically endangered Muskogean language with very few speakers remaining and limited documented vocabulary, particularly for modern technical terms. There is no established translation for 'Digital Humanities' in Alabama. The term would likely be borrowed directly from English in","The Alabama language, also known as Alibamu, is a Native American language spoken by the Alabama-Coushatta Tribe. It is a language with limited resources and documentation, particularly for modern or technical terms such as 'Digital Humanities.' As a result, there may not be a direct translation ava","The term 'Digital Humanities' is a proper noun and a specialized academic field. As such, it is generally not translated into other languages, including regional dialects or informal registers like 'Alabama (ISO akz)'. Instead, it is adopted directly or explained. Since 'Alabama (ISO akz)' is not a ",,"{'OpenAI': 'Digital Humanities', 'Claude': 'Digital Humanities', 'Gemini': 'Digital Humanities', 'DeepSeek': 'Bakbakbi chokma isht aabachi', 'Llama': ""Tayka P'unchay"", 'Qwen': 'Dijital Damas', 'Mistral': 'Humanistika Digitale'}"
ale,Aleut,Eskimo-Aleut languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,8,8,8,8,24,digital; humanities,False,Latin,Claude:\bloanword\b; OpenAI:retain.*english,OpenAI:create.*term; DeepSeek:neologism; DeepSeek:morpholog; Llama:combining; Gemma:construct; Gemma:formation,,0.2566,"This translation combines 'Digitaĝ' (a loanword adaptation of 'digital' following Aleut phonological patterns) with 'Unangam Tunuu' (meaning 'human knowledge/learning/studies' in Aleut, where 'Unangam' relates to people/humans and 'tunuu' relates to knowledge, stories, and cultural transmission). Ho","The Aleut language, also known as Unangam Tunuu, has limited resources and documentation, especially for modern technical terms like 'Digital Humanities.' As a result, there may not be a direct translation available. In such cases, it is common to use the English term or create a descriptive phrase ","The Aleut language (Unangam Tunuu) does not have a direct equivalent for 'digital' or 'humanities' in the modern Western academic sense. Therefore, a descriptive approach is necessary. 

*   **Nunat Avannarliit**: This translates to 'Northern Lands' or 'Northern Peoples'. It is used here to evoke th",,"{'OpenAI': 'Digital Humanities', 'Claude': 'Cimiĝanax̂ Aĝaludax̂', 'Gemini': 'Aanax̂tux̂ Aleutiiĝii Digital-aa', 'DeepSeek': 'Kadugin Agitaadax̂', 'Llama': 'Tunugaq qanruq', 'Gemma': 'Angyag ałigmaxĝigx̂', 'Qwen': 'Tunulilliq Ilihiliigviian', 'Mistral': 'Kablusiak digital'}"
aln,Gheg Albanian,Albanian languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 7 distinct outputs; construction signals: 2,False,True,8,8,7,7,24,,False,Latin,Claude:\bloanword\b; Gemma:\btransliterat,DeepSeek:combining; Gemma:combining,,0.2751,"In Gheg Albanian, 'Digital' is translated as 'Digjitale' (from Italian/English loanword, commonly used in modern Albanian for digital technology), and 'Humanities' is translated as 'Shkencat Humane' (literally 'Human Sciences'). Gheg Albanian follows similar patterns to standard Albanian for modern ","The term 'Digital Humanities' is translated into Gheg Albanian as 'Humanitetet Digjitale'. 'Humanitetet' is the Gheg Albanian equivalent for 'Humanities', and 'Digjitale' is the equivalent for 'Digital'. This translation maintains the meaning of the original term while using words that are understan","Gheg Albanian, like Standard Albanian, uses 'Humanitetet' for 'Humanities' (plural, definite). 'Digjitale' is the direct translation for 'Digital' (plural, definite, feminine, matching 'Humanitetet'). The structure 'Adjective Noun' is common and natural in Albanian for such terms. There isn't a spec",,"{'OpenAI': 'Humanitetet Digjitale', 'Claude': 'Shkencat Njerëzore Digjitale', 'Gemini': 'Humanitetet Digjitale', 'DeepSeek': 'Shkencat Digjitale Njerëzore', 'Llama': 'Dijitala Njerëzorija', 'Gemma': 'Njerëzitë Dixhitale', 'Qwen': 'Dyntikë Kulturasha', 'Mistral': 'Humane të Digjitale'}"
als,Alemannic,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 9 distinct outputs; construction signals: 5,False,True,9,8,9,9,29,,False,Latin,Gemma:\bloanword\b,Gemini:compound; Gemini:construct; DeepSeek:combining; Gemma:compound; Mistral:compound,Claude:variant,0.3028,"Alemannic (als) is a Germanic dialect group spoken in Switzerland, southwestern Germany, and Austria. The translation follows standard Alemannic conventions: 'Digital' becomes 'Digitali' (with the typical -i ending for adjectives), and 'Humanities' translates to 'Geisteswüsseschafte' (the Alemannic ","The term 'Digital Humanities' refers to the interdisciplinary field that combines the use of digital technology with the study of humanities. In Alemannic, 'Digitali' is a direct translation of 'Digital,' and 'Geisteswissenschafte' is the equivalent of 'Humanities,' which encompasses the study of hu","Alemannic, like many Germanic languages, often forms compound nouns by concatenating words. 'Digitali' is the adjectival form of 'digital' (digital) and 'Humanitäte' is the plural form of 'Humanität' (humanity/humanities). This construction directly mirrors the English 'Digital Humanities' while adh",,"{'Google Translate': 'Shkencat Humane Dixhitale', 'OpenAI': 'Digitali Geisteswissenschafte', 'Claude': 'Digitali Geisteswüsseschafte', 'Gemini': 'Digitali Humanitäte', 'DeepSeek': 'Digitali Geischteswüsseschafte', 'Llama': 'Digitale Humanitäre', 'Gemma': 'Digitale Humanitäärwidusschaft', 'Qwen': 'Digitale Menschwiss', 'Mistral': 'Digitale Menschheitswissenschaften'}"
alt,Southern Altai,Altaic languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 3,False,True,8,7,8,8,28,,True,Cyrillic; Latin,Claude:\bborrowed\b; OpenAI:\bborrowing\b; Gemini:\bloanword\b; Gemini:\bborrowing\b,Claude:morpholog; OpenAI:combining; Gemini:combining,,0.253,"This translation breaks down as: 'Санарлу' (digital, from 'санар' meaning number/digit), 'гуманитарлу' (humanitarian/humanities, borrowed from Russian 'гуманитарный'), and 'билимдер' (sciences/knowledge, plural form). This follows Southern Altai linguistic patterns where modern technological and aca","The term 'Digital Humanities' is translated into Southern Altai by combining the words for 'digital' and 'humanities'. 'Цифралыг' is derived from the Russian word 'цифровой', meaning 'digital', which is commonly used in Southern Altai due to linguistic borrowing. 'Гуманитарлық' is adapted from the R","Southern Altai, like many Turkic languages, often uses descriptive phrases for new or complex concepts. Here's a breakdown of the translation:

*   **Сандык (Sandyk):** This means 'digital' or 'numeric'. It's a common loanword from Russian 'цифровой' (tsifrovoy) or a calque, and is widely understood",,"{'OpenAI': 'Цифралыг Гуманитарлық', 'Claude': 'Санарлу гуманитарлу билимдер', 'Gemini': 'Сандык гуманитарлык билим', 'DeepSeek': 'Цифрлык гуманитарлык билимдер', 'Llama': ""Kööküngürüngün Kül'dür"", 'Gemma': 'туруг-аачынар бичии-хуу', 'Qwen': 'Диджиталдик Дүйнөлүк', 'Mistral': 'Дигиталны Әдәләр'}"
am,Amharic,Afro-Asiatic languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,Loan words present: ['digital'],False,True,10,8,8,8,19,digital,True,Ethiopic; Latin,Claude:\btransliterat; OpenAI:no direct; OpenAI:\btransliterat; Gemini:\btransliterat; DeepSeek:\bborrowed\b; DeepSeek:\bloanword\b; DeepSeek:\btransliterat; Gemma:\bloanword\b; Gemma:\btransliterat; Qwen:\btransliterat,Claude:compound; Claude:combining; Gemini:combining; Gemma:combining; Mistral:compound,,0.2692,"This translation breaks down as follows: 'ዲጂታል' (dijital) is the standard Amharic transliteration of 'digital', widely used in Ethiopian contexts. 'ሰብአዊ ጥናቶች' (seb'awi ṭinatoč) means 'humanities' or 'humanistic studies', where 'ሰብአዊ' means 'human/humanistic' and 'ጥናቶች' means 'studies/research'. This","The term 'Digital Humanities' is translated into Amharic by directly translating each component of the phrase. 'Digital' is translated as 'ዲጂታል', which is a transliteration of the English term, as there is no direct equivalent in Amharic. 'Humanities' is translated as 'ሰውነት', which refers to human-r","The Amharic translation 'ዲጂታል ሰብአዊነት' (Digital Seb'awiyinet) is a direct and accurate rendering of 'Digital Humanities'.

*   'ዲጂታል' (Digital) is a direct transliteration of 'Digital', which is commonly understood and used in Amharic for technology-related contexts.
*   'ሰብአዊነት' (Seb'awiyinet) direc",,"{'Google Translate': 'ዲጂታል ሂውማኒቲስ', 'Lingvanex': 'ዲጂታል ሰብአዊነት', 'OpenAI': 'ዲጂታል ሰውነት', 'Claude': 'ዲጂታል ሰብአዊ ጥናቶች', 'Gemini': 'ዲጂታል ሰብአዊነት', 'DeepSeek': 'ዲጂታል ሂውማኒቲስ', 'Llama': 'ᵟኸ ᇂሐሧኚ', 'Gemma': 'ዲጂታል ባህላዊ ጥናት', 'Qwen': 'DIGITAL MINIGNAWONAH', 'Mistral': 'ዲግራል ሓላቢት'}"
amo,Amo,Niger-Kordofanian languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,7,7,7,7,19,digital; humanities,False,Latin,Claude:no established; OpenAI:\bborrowed\b; DeepSeek:no direct; Llama:\bloanword\b; Mistral:no direct,Claude:neologism; DeepSeek:neologism; Llama:root word; Llama:combining; Qwen:construct; Mistral:compound,,0.2492,"Amo (ISO 639-3: amo) is a severely endangered or possibly extinct Papuan language from Papua New Guinea with very limited documentation. There are no established translations for modern academic terms like 'Digital Humanities' in this language. Without access to native speakers, comprehensive dictio","The Amo language, primarily spoken in Nigeria, may not have a direct translation for specialized academic terms like 'Digital Humanities.' In many cases, such terms are borrowed directly from English or other dominant languages, especially in academic and technological contexts. Therefore, the term ",,,"{'OpenAI': 'Ɓa̱na̱t a̱la̱m a̱ nɛ̱t', 'Claude': 'Digital Humanities', 'DeepSeek': 'Amo', 'Llama': 'Pangdigitong Sining', 'Gemma': 'Humanaĵoj Numeralaj', 'Qwen': 'Ditigilu Kumanistisi', 'Mistral': 'Humanitias Digitale'}"
an,Aragonese,Indo-European languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,Loan words present: ['digital'],False,True,8,8,7,7,6,digital,False,Latin,Gemma:\bborrowing\b,Claude:morpholog; Gemini:compound; Llama:suffix,,0.3798,"In Aragonese, 'Humanities' translates to 'Humanidatz' (plural form, following Aragonese morphology), and 'Digital' becomes 'Dichital' (with plural 'Dichitals' to agree with the plural noun). The adjective follows the noun in Aragonese, as is typical in Romance languages. The term follows standard Ar","The term 'Digital Humanities' in Aragonese is translated as 'Humanidades Dixitales'. 'Humanidades' is the Aragonese word for 'Humanities', and 'Dixitales' is the equivalent of 'Digital'. This translation maintains the meaning of the original term while using the appropriate vocabulary in Aragonese.","Aragonese, like many Romance languages, often forms compound terms by placing the adjective after the noun. 'Humanidatz' is the standard Aragonese word for 'Humanities'. For 'Digital', 'Dixital' is the direct and commonly understood adaptation from Latin/Romance roots, mirroring how it's formed in S",,"{'OpenAI': 'Humanidades Dixitales', 'Claude': 'Humanidatz Dichitals', 'Gemini': 'Humanidatz Dixitals', 'DeepSeek': 'Humanidatz Dichitals', 'Llama': 'Humanidatz Digitals', 'Gemma': 'Humanidat Digital', 'Qwen': 'Humanidades digitales', 'Mistral': 'Humanitats Digitals'}"
ang,Anglo-Saxon / Old English,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 6,False,True,8,8,8,8,18,,False,Latin,OpenAI:no native; Llama:\bloanword\b,Claude:compound; Claude:formation; Gemini:formation; DeepSeek:compound; Qwen:ancient; Mistral:suffix,,0.2536,"Old English did not have terms for modern concepts like 'digital' and 'humanities,' so this translation uses approximate equivalents: 'cræftlicu' (skillful, artificial, crafted - suggesting technology/artifice) and 'mennisc-lār' (human learning/knowledge, from 'mennisc' = human + 'lār' = learning/lo","The term 'Digital Humanities' refers to the intersection of digital technology and the study of human culture. In Old English, 'Dīġitol' is a direct adaptation of 'Digital,' as there is no native term for digital technology in Old English. 'Mannlicnesse' is derived from 'mann' (human) and '-licnes' ","Translating 'Digital Humanities' into Old English requires a degree of interpretation and approximation, as the concepts are modern and do not have direct equivalents in the Anglo-Saxon period. Here's a breakdown of the chosen terms:

*   **Digital (Digel):**
    *   'Digital' refers to information ",,"{'OpenAI': 'Dīġitol Mannlicnesse', 'Claude': 'Cræftlicu Mennisc-lār', 'Gemini': 'Digel Hæfnes', 'DeepSeek': 'Ġetælcræft Menniscnes', 'Llama': 'Dīgitala Hūmānitas', 'Gemma': 'Bēc-cræftig Mann-wīsdom', 'Qwen': 'Dædalra Giedwisan', 'Mistral': 'Digeatlice Menschliht'}"
ann,Obolo,Niger-Kordofanian languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,Loan words present: ['digital'],False,True,8,8,8,8,26,digital,False,Latin,OpenAI:\bborrowed\b; Mistral:\btransliterat,Llama:prefix; Qwen:combining; Qwen:construct,,0.2364,"I must note that I cannot provide a reliable translation for 'Digital Humanities' into Obolo (ISO 639-3: ann) as I do not have sufficient knowledge of this language's vocabulary, particularly for modern academic terminology. Obolo is a Lower Cross language spoken in Nigeria with limited documentatio","The term 'Digital Humanities' is a specialized academic field that may not have a direct equivalent in the Obolo language. In many cases, such terms are often borrowed directly from English or other languages, especially in academic and technical contexts. Therefore, the term is retained in its orig","The term 'Digital Humanities' is a specialized academic field. In Obolo, as in many other languages, there isn't a direct, single-word equivalent that captures the full meaning. Therefore, the most common and effective approach is to use the English term directly. This is a common practice for highl",,"{'OpenAI': 'Nkọwa Nkọwa Nkọwa', 'Claude': 'Ụ̀fọ́k Ọ̀rọ̀ Íkpè Ékérésiṭ', 'Gemini': 'Ịkpọkpọ-ukpep Ikike-ọkpọkpọ', 'DeepSeek': 'Ọfọn Ọbọkọ Ọnọ', 'Llama': 'Ogbe Ọmọ Ụwa', 'Gemma': 'Ọdịmma Nsọpụrụ Nke-Elekwa', 'Qwen': 'Ndị Ọbọlọ Digital', 'Mistral': 'Teknoloji Insanlar Bilimleri'}"
anp,Angika,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 4 distinct outputs; construction signals: 2,False,True,8,8,4,4,20,,True,Bengali; Devanagari; Japanese; Latin,Claude:\bloanword\b; Claude:\btransliterat; OpenAI:\btransliterat; Gemini:\btransliterat; DeepSeek:\btransliterat; Gemma:\btransliterat; Mistral:\btransliterat,Llama:combining; Gemma:combining,,0.273,"Angika uses Devanagari script and shares vocabulary with Hindi and other Indo-Aryan languages. 'Digital' is transliterated as 'डिजिटल' (a common loanword), and 'Humanities' is translated as 'मानविकी' (mānavikī), which is the standard term for humanities/human sciences in Hindi and related languages,","The term 'Digital Humanities' is translated into Angika by using the transliteration of 'Digital' as 'डिजिटल' and 'Humanities' as 'मानविकी'. This approach is taken because 'Digital' is a modern term that is often used as is in many languages, and 'मानविकी' is the equivalent term for 'Humanities' in ","The term 'Digital Humanities' is a modern academic field. In Angika, as in many other Indian languages, the most common and direct approach for such specialized, internationally recognized terms is to adopt the phonetically closest transliteration of the English words. 'डिजिटल' (Digital) is a widely",,"{'OpenAI': 'डिजिटल मानविकी', 'Claude': 'डिजिटल मानविकी', 'Gemini': 'डिजिटल मानविकी', 'DeepSeek': 'डिजिटल मानविकी', 'Llama': 'Dijitil Manav Vigyan', 'Gemma': 'डिजिटल मानविकी', 'Qwen': 'デジタルヒューマニティーズ', 'Mistral': 'ধার্মিক ডিজিটাল'}"
