language_code,language_name,language_family,term_source,has_wikipedia,n_services_with_data,mean_rationale_similarity,category,evidence,loan_words_found,absence_signals,construction_signals,debate_signals,n_unique_raw,n_unique_normalized,max_edit_distance,has_script_disagreement,scripts_found,script_per_service,script_signals,claude_rationale_snippet,openai_rationale_snippet,gemini_rationale_snippet,ollama_rationale_snippet,service_translations
af,Afrikaans,Indo-European languages,Digital Humanities,False,7,0.355,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 0; services with data: 7,True,,Ollama:combining,,2,2,14,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Direct translation where 'Digitale' means 'Digital' and 'Geesteswetenskappe' is the standard Afrikaans term for 'Humanities', referring to the academic disciplines that study human culture and society.","The term 'Digital Humanities' translates to 'Digitale Geesteswetenskappe' in Afrikaans. 'Digitale' is the Afrikaans equivalent of 'Digital', and 'Geesteswetenskappe' refers to 'Humanities', capturing the academic fields concerned with human culture and expression.",This is a direct and accurate translation. 'Digitale' means 'Digital' and 'Humaniora' means 'Humanities'. It is widely accepted and understood in Afrikaans academic contexts.,"Combining Afrikaans words for 'digitale' (digital), 'humanititeit' (humanity) and the plural form of 'wetenskap' (science or humanities)","{'Google Translate': 'Digitale Geesteswetenskappe', 'EasyNMT': 'Digitale Menslikhede', 'Lingvanex': 'Digitale Geesteswetenskappe', 'OpenAI': 'Digitale Geesteswetenskappe', 'Claude': 'Digitale Geesteswetenskappe', 'Gemini': 'Digitale Geesteswetenskappe', 'Ollama': 'Digitale Geesteswetenskappe'}"
afh,Afrihili,Artificial languages,Digital Humanities,False,4,0.2641,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 4,True,Gemini:borrowing,Claude:compound; Claude:construct; OpenAI:construct; Gemini:construct,,4,4,18,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Afrihili combines roots from various African languages. 'Numera' derives from number/digital concepts, and 'Manfari' relates to human knowledge/humanities. This construction follows Afrihili's agglutinative patterns for compound academic terms.","Afrihili, as an artificial language constructed for ease of learning and communication, often adopts simplified forms of words found in European languages, especially English. 'Digital' becomes 'Digitale' and 'Humanities' becomes 'Humanitete', following the language's structure.","Afrihili, as a constructed language aiming for pan-African communication, often draws on Swahili and other Bantu languages. 'Ubinadamu' means 'humanity' or 'humaneness' (from Swahili 'ubinadamu'). 'Kidijitali' is a direct borrowing/adaptation of 'digital' (from Swahili 'kidijitali'). The combination","Afrihili combines English and Swahili roots, following the language's agglutinative structure.","{'OpenAI': 'Digitale Humanitete', 'Claude': 'Numera Manfari', 'Gemini': 'Ubinadamu wa Kidijitali', 'Ollama': 'Digitaalī Huumaunitis'}"
agq,Aghem,Niger-Kordofanian languages,Digital Humanities,False,4,0.1885,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 4,True,Claude:loanword,,,3,3,21,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Aghem lacks a direct equivalent for 'Digital Humanities'. 'Ndzɨ̀' means 'knowledge/wisdom/learning' in Aghem, combined with 'Digital' as a loanword, following common practice in Aghem for modern technological concepts.","Aghem, like many smaller African languages, often borrows terms directly from English for modern or technical concepts due to limited vocabulary in these areas.",,"The term 'Digital Humanities' does not directly translate into Aghem, as it is a field-specific concept that may not have a direct equivalent in the Aghem language. However, I can provide a possible transcription of the term into Aghem: ","{'OpenAI': 'Digital Humanities', 'Claude': 'Ǹtsɨ́ ghɔ̀ ǹkwɨ̀ tɨ̀ díjítàl', 'Gemini': 'Ǹtsɨ́ ghɔ̀ ǹkwɨ̀ tɨ̀ díjítàl', 'Ollama': 'Kpɛtɔ́mɩ̀ Ê̌lɛ́ktrɔ́nik'}"
aii,Assyrian Neo-Aramaic,Afro-Asiatic languages,Digital Humanities,False,4,0.1604,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 1; construction signals: 3,False,Claude:loanword,OpenAI:combining; Gemini:etymolog; Gemini:formation,,4,4,16,False,['Syriac'],"[('OpenAI', 'Syriac'), ('Claude', 'Syriac'), ('Gemini', 'Syriac'), ('Ollama', 'Syriac')]",OpenAI:Syriac; Claude:Syriac; Gemini:Syriac; Ollama:Syriac,Translates to 'Digital Humanities' using Assyrian Neo-Aramaic script. 'ܗܘܢܪ̈ܐ' (hunarē) means 'humanities/arts' and 'ܕܝܓܝܛܠܝܐ' (dīgīṭālāyē) is the loanword adaptation of 'digital'.,"The term 'Digital Humanities' is translated by combining 'ܐܢܵܘܿܢ' for 'digital', derived from the concept of numbers and technology, and 'ܒܝܬ̈ܐ ܡ̈ܐܡܪܐ' for 'humanities', which refers to academic disciplines studying human culture. The translation ensures it maintains the modern context of digital te","This translation combines 'ܡܕܥܢܘܬܐ' (md'anuta), meaning 'knowledge' or 'information' (often used for 'science' or 'discipline'), with 'ܓܢܒܪܬܐ' (ganbarta), meaning 'digital' or 'computational'. 'ܓܢܒܪܬܐ' is a modern coinage in Neo-Aramaic for 'digital', derived from 'ܓܢܒܪܐ' (ganbara) meaning 'digit' o",Literally 'New' (ܙܹܘܵܬܼ) + 'Humanities' (ܟܠܡܐ ܗܘܐ),"{'OpenAI': 'ܐܢܵܘܿܢ ܲܓܙܝܼ ܘܼܪ̈ܚܵܢܵܝܘܼܬܵܐ', 'Claude': 'ܝܘܼܠܦܵܢܹ̈ܐ ܐܸܢܫܵܝܹ̈ܐ ܕܸܓܝܼܛܵܠܵܝܹ̈ܐ', 'Gemini': 'ܡܕܥܢܘܬܐ ܓܢܒܪܬܐ', 'Ollama': 'ܟܠܡܐ ܕܗܘܐ ܕܢܚܘܬܦܝܐ'}"
ain,Ainu,Language isolate,Digital Humanities,False,4,0.23,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 6; construction signals: 2,False,Claude:loanword; OpenAI:no widely; OpenAI:untranslated; OpenAI:borrowing; Ollama:no direct; Ollama:does not exist,Claude:construct; Ollama:prefix,,4,4,14,False,['Japanese'],"[('OpenAI', 'Japanese'), ('Claude', 'Japanese'), ('Gemini', 'Japanese'), ('Ollama', 'Japanese')]",OpenAI:Japanese; Claude:Japanese; Gemini:Japanese; Ollama:Japanese,"Ainu language traditionally uses katakana script for modern loanwords. 'デジタル' (dejitaru) represents 'digital' and 'アイヌ学' (ainu-gaku) follows the Japanese convention for academic disciplines, though a more direct Ainu construction could be 'デジタル・イコロマキリ' (digital-knowledge/culture study), Ainu academi","The Ainu language traditionally does not have specific terms for modern concepts like 'Digital Humanities'. Ainu vocabulary is closely tied to the traditional lifestyle and environment of the Ainu people, so adaptations or borrowing from other languages are typically used for modern terms. Since the","This translates to 'story/speech-related study/learning'. 'ウエペケレ' (uepeker) refers to traditional Ainu oral narratives, which are a form of 'humanities'. 'イタㇰ' (itak) means 'language' or 'speech'. 'イカシ' (ikasi) means 'to learn' or 'to study'. The combination suggests a field of study related to huma","Note: There is no direct translation of 'Digital Humanities' into Ainu, as it's a term that does not exist in the Ainu language. However, I can provide a possible translation by breaking down the term: 'Digital Humanities' ≈ (kina-yū-kotan), where 'kina' means 'new' or 'modern', 'yū' is a prefix ind","{'OpenAI': 'デジタル ヒューマニティーズ', 'Claude': 'デジタル・アイヌ学', 'Gemini': 'ウエペケレ・イタㇰ・イカシ', 'Ollama': 'ムゥンケヘヒロドヴカグタ'}"
ak,Akan,Niger-Kordofanian languages,Digital Humanities,False,5,0.1672,TRANSMOGRIFICATION,No Wikipedia; 5 distinct outputs; absence signals: 1; construction signals: 0,False,Claude:borrowed,,,5,5,29,False,['Latin'],"[('Google Translate', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Combines 'Dijitaal' (digital, borrowed from English as is common in Akan for modern technology terms) with 'Adesua' (knowledge/learning), reflecting the interdisciplinary field that applies digital tools to humanities scholarship.","The term 'Digital Humanities' doesn't have a direct translation in Akan. 'Abakɔsɛm-dwumadie a ɛfa intanɛt ho' translates to 'Humanities work that involves the internet', capturing the essence of digital technology combined with humanities.","This translation combines 'Adesua' (study/humanities), 'Nnwuma' (work/practice/arts), and 'Kɔmputa Ho' (related to computers/digital). It aims to capture both the 'humanities' aspect and the 'digital' or 'computational' aspect of the field.",literally 'human arts' in Akan,"{'Google Translate': 'Digitals Nnipa Ho Adesua', 'OpenAI': 'Abakɔsɛm-dwumadie a ɛfa intanɛt ho', 'Claude': 'Dijitaal Adesua', 'Gemini': 'Nnipa Ho Adesua a Yɛde Kɔmputa Yɛ', 'Ollama': 'Nkabom Pɛpem'}"
akk,Akkadian,Afro-Asiatic languages,Digital Humanities,False,4,0.2031,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 0; construction signals: 1,False,,Claude:construct,,4,4,23,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Combines 'ḫisbu' (knowledge/wisdom/accounting) with 'uṣurāti' (drawings/writings/inscriptions) in a construct state to convey the concept of knowledge/scholarship concerning digital representations, as Akkadian lacks a direct term for 'digital'","The term 'digital' can be approximated with 'māṭḫūtu', meaning 'modern' or 'advanced'. 'Humanities' is represented by 'ša ṭēmi', which refers to the study or the discourse on human culture and thought, aligning with how the humanities are concerned with human-centric studies.","Akkadian lacks direct equivalents for 'digital' and 'humanities'. 'ṭupšarrūtu' means 'scribal art/scholarship', representing the academic aspect. 'ša piqittim' (of counting/calculation) hints at the computational/digital, while 'u mīšartim' (and justice/order/correctness) refers to the humanistic pu","The term 'Digital Humanities' is a direct translation of the concept. limmu means 'digit', 'number'; sha means 'of'; ktabi means 'script' or 'text'; ṣarri means 'royal' or 'learned'. This translation conveys the idea of digital (numerical) texts and the royal/learned pursuit of studying them.","{'OpenAI': 'māṭḫūtu ša ṭēmi', 'Claude': 'ḫisbu ša uṣurāti', 'Gemini': 'ṭupšarrūtu ša piqittim u mīšartim', 'Ollama': 'limmu ša ktabi ṣarri'}"
akz,Alabama,North American Indian languages,Digital Humanities,False,4,0.1727,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 4,True,Claude:borrowing,,,4,4,19,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Alabama language lacks established terminology for modern academic disciplines. The English term is retained as a borrowing, which is standard practice for specialized academic vocabulary in indigenous languages.","The Alabama language (ISO code: akz) may not have a direct translation for modern academic terms like 'Digital Humanities,' reflecting unique cultural and technological concepts, so the original term is used.","The Alabama language (Muscogee) does not have a direct equivalent for 'digital' or 'humanities'. 'Tuscaloosa' refers to the Black Warrior River, a significant geographical and historical feature in Alabama, and can be interpreted as 'black warrior' or 'black water'. The repetition 'Tuscaloosa-i-Tusc","This fictional translation attempts to convey a sense of reverence and cultural significance, as 'Tah'wa' roughly translates to 'spirit of the land', reflecting Alabama's rich heritage.","{'OpenAI': 'Digite yvlvhiyat', 'Claude': 'Digital Humanities', 'Gemini': 'Tuscaloosa-i-Tuscaloosa', 'Ollama': ""Digital Humani Tah'wa""}"
ale,Aleut,Eskimo-Aleut languages,Digital Humanities,False,4,0.1901,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 0; services with data: 4,True,,Claude:compound; Claude:construct; Ollama:combining; Ollama:morpholog; Ollama:suffix,,4,4,20,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Combines 'digitaangim' (digital/electronic) with 'tayaġutangis' (humanities/human knowledge), following Aleut grammatical patterns for compound noun construction in the genitive-possessive form.","The Aleut language has limited resources and terminology for modern academic fields. Therefore, the English term is often used directly or adapted phonetically, due to a lack of an existing equivalent in Aleut.","Aleut is an endangered language with limited modern technical vocabulary. A direct translation of 'digital' is not readily available or culturally appropriate. 'Angaĝiĝa' (from Esperanto, meaning 'engaged' or 'involved') is used as a placeholder to convey the active, interdisciplinary nature of the ","From the English phrase 'Digital Humanities', this translation is a direct equivalent using Aleut roots and morphology, combining the words for 'digital' (ęʻlÁ) meaning ""something you can count"" or ""made of numbers"", 'humanities' (Ôgðtåk), roughly translating to ""the things that humans do with their","{'OpenAI': 'Digital Humanities', 'Claude': 'Digitaangim Tayaġutangis', 'Gemini': 'Angaĝiĝa Humanisma', 'Ollama': 'ęʻlÁÔgôtåk¾šëæ§£ð'}"
aln,Gheg Albanian,Indo-European languages,Digital Humanities,False,4,0.2584,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 4,True,Gemini:borrowing,Ollama:combining,,4,4,21,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Direct translation where 'Dixhitale' represents 'Digital', 'Shkencat' means 'Sciences/Humanities' in academic context, and 'Njerëzore' means 'Human/Humanistic', following Gheg Albanian grammatical structure and terminology used in academic discourse.","The term 'Digital Humanities' is translated into Gheg Albanian by adapting the English words directly, as this practice is common for newer academic and technological terms lacking an established native equivalent.","This translation directly adapts 'Humanities' as 'Humanistika' (a common modern borrowing/calque in Albanian for academic fields) and 'Digital' as 'Digjitale', which is widely understood and used in Albanian for 'digital'.","Combining the Albanian words for 'digital' (dijital) and 'humanities' (umanistike), following a pattern similar to English, where the adjective ('digital') modifies the noun ('humanities').","{'OpenAI': 'Humanistika Digitale', 'Claude': 'Shkencat Dixhitale Njerëzore', 'Gemini': 'Humanistika Digjitale', 'Ollama': 'Dijitalne Umanistike'}"
als,Alemannic,Indo-European languages,Digital Humanities,False,5,0.2495,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 5,True,Ollama:borrowing,OpenAI:formation,,5,5,26,False,['Latin'],"[('Google Translate', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Direct translation following Alemannic German conventions, where 'Digital' becomes 'Digitali' (adjective form) and 'Humanities' translates to 'Geisteswüsseschafte' (the Alemannic plural form of humanities/liberal arts sciences)","In Alemannic, 'digital' is translated as 'digitale' and 'humanities' as 'Geischtswissenschafte.' The term reflects both digital transformations and the human-centric field, aligning with the language's structure for academic disciplines.","A direct translation, using 'Digitali' for 'Digital' and 'Humanitäte' for 'Humanities'. 'Humanitäte' is a plural form that fits the academic field context.","Direct borrowing of the English term, adapting it to Alemannic German","{'Google Translate': 'Shkencat Humane Dixhitale', 'OpenAI': 'Digitale Geischtswissenschafte', 'Claude': 'Digitali Geisteswüsseschafte', 'Gemini': 'Digitali Humanitäte', 'Ollama': 'Digitale Geisteswissenschaften'}"
alt,Southern Altai,Altaic languages,Digital Humanities,False,4,0.2066,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 0; construction signals: 3; script disagreement: Cyrillic+Latin,False,,Claude:combining; Claude:formation; Ollama:combining,,4,4,26,True,"['Cyrillic', 'Latin']","[('OpenAI', 'Cyrillic'), ('Claude', 'Cyrillic'), ('Gemini', 'Cyrillic'), ('Ollama', 'Latin')]",OpenAI:Cyrillic; Claude:Cyrillic; Gemini:Cyrillic; Ollama:Latin,"Direct translation combining 'санарлу' (digital, from 'санар' - number/digit) and 'гуманитар билимдер' (humanitarian sciences/humanities), following standard Altai language word formation patterns for academic terminology.","In Southern Altai, 'Цифралығ' refers to 'digital,' and 'Гуманитарлығ Билим' means 'humanities.' This translation respects the local linguistic structure and meaning.",The translation combines 'сандык' (digital/numeric) and 'гуманитарлык билим' (humanities knowledge/science). 'Билим' is often used for academic fields.,"Created by combining 'digital' (ÇƴÓå) and 'humanities' (éáÌöÈß íëà), following the phonetic and grammatical structure of the Southern Altai language.","{'OpenAI': 'Цифралығ Гуманитарлығ Билим', 'Claude': 'Санарлу гуманитар билимдер', 'Gemini': 'Сандык гуманитарлык билим', 'Ollama': 'ÇƴÓÉåÌöÈß íëà'}"
am,Amharic,Afro-Asiatic languages,Digital Humanities,False,6,0.1622,TRANSMOGRIFICATION,No Wikipedia; 5 distinct outputs; absence signals: 2; construction signals: 0,False,Claude:loanword; OpenAI:transliterat,,,5,5,13,False,['Ethiopic'],"[('Google Translate', 'Ethiopic'), ('Lingvanex', 'Ethiopic'), ('OpenAI', 'Ethiopic'), ('Claude', 'Ethiopic'), ('Gemini', 'Ethiopic'), ('Ollama', 'Ethiopic')]",Google Translate:Ethiopic; Lingvanex:Ethiopic; OpenAI:Ethiopic; Claude:Ethiopic; Gemini:Ethiopic; Ollama:Ethiopic,"Direct translation where 'ዲጂታል' (dijital) is the established loanword for 'Digital' and 'ሰብአዊ ጥናቶች' (seb'awi ṭinatoč) means 'Humanities' (literally 'human studies'), commonly used in Ethiopian academic contexts.","The term 'Digital Humanities' combines 'digital' (referring to technology) and 'humanities' (referring to scholarly disciplines). In Amharic, 'ዲጂታል' is a direct transliteration of 'digital', and 'ሰውነት' refers to 'humanities', reflecting the academic and technological nature of the field.","The translation 'ዲጂታል ሰብአዊነት' (Digital Seb'awinet) directly translates 'Digital' as 'ዲጂታል' and 'Humanities' as 'ሰብአዊነት'. 'ሰብአዊነት' encompasses the study of human culture, history, and society, which aligns with the meaning of 'Humanities' in an academic context.",አውራጃ ባህሎት የሚለውም - ዉሿቕረቦቸኀ,"{'Google Translate': 'ዲጂታል ሂውማኒቲስ', 'Lingvanex': 'ዲጂታል ሰብአዊነት', 'OpenAI': 'ዲጂታል ሰውነት', 'Claude': 'ዲጂታል ሰብአዊ ጥናቶች', 'Gemini': 'ዲጂታል ሰብአዊነት', 'Ollama': 'ᴫუእነ ዉሿቕረቦቸኀ'}"
amo,Amo,Niger-Kordofanian languages,Digital Humanities,False,4,0.162,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 4,True,Claude:no established,,,4,4,20,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Amo is an extinct or nearly extinct Papuan language with minimal documentation. No established translation exists for this modern academic term, so the English term is retained as would be standard practice for technical terminology in underdocumented languages.","Currently, there isn't a well-documented specific term for 'Digital Humanities' in the Amo language, and this field-specific term might be directly adopted or explained in context. Further research with native speakers or linguistic experts in Amo may provide an accurate term.",,combination of Amo words for 'digital' and 'humanities',"{'OpenAI': 'Zaunyi múr Diijital', 'Claude': 'Digital Humanities', 'Gemini': ""N'kwaa-M'fiti"", 'Ollama': 'Matawak asin Teknolohiya'}"
an,Aragonese,Indo-European languages,Digital Humanities,False,3,0.302,TRANSMOGRIFICATION,No Wikipedia; 3 distinct outputs; absence signals: 0; construction signals: 1,False,,Claude:morpholog,,3,3,6,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin,"Direct translation following Aragonese morphology and orthography: 'Humanidatz' (plural of humanidad, humanities) and 'Dichitals' (digital, adjective agreeing in plural with the noun)","The term 'Digital Humanities' is often translated into Aragonese by directly translating each word: 'digital' becomes 'dixitales' and 'humanities' becomes 'humanidades', preserving the original meaning while adhering to the grammatical structure of Aragonese.","This translation combines 'Humanidatz' (Humanities) and 'Dixitals' (Digital), which are direct and accurate equivalents in Aragonese, reflecting the modern academic field.",,"{'OpenAI': 'Humanidades Dixitales', 'Claude': 'Humanidatz Dichitals', 'Gemini': 'Humanidatz Dixitals'}"
ang,Anglo-Saxon / Old English,Indo-European languages,Digital Humanities,False,4,0.1783,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 0; construction signals: 6,False,,Claude:compound; Claude:formation; OpenAI:combining; OpenAI:construct; Gemini:neologism; Gemini:suffix,,4,4,26,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Compound of 'getæl' (number, digit, reckoning) + 'cræft' (skill, knowledge, art), following Old English word-formation patterns for academic disciplines. This captures the computational/digital aspect through 'getæl' and the scholarly nature through 'cræft'.","The term 'Digital' can be connected to 'Dīgas' from 'dǣg'/‘digitus’, meaning 'digit' or 'finger', and 'Mannlicnissecræftas' is a constructed phrase combining 'mann' (human) with 'cræftas' (crafts/sciences), to signify the humanistic scholarly field.","This translation attempts to capture the essence of 'Digital Humanities' using Old English vocabulary. 'Digisc' is a neologism derived from 'digit' (finger/toe, but extended to numerical digits in modern context) and the adjectival suffix '-isc', aiming to convey 'digital'. 'Manncynnisc' means 'huma","The phrase is not a direct translation, but rather an Old English poem that captures the essence of the term. 'Hwæt' means 'What', and the rest of the line, 'Wē Gār-Dena in geārdagum', can be translated to 'We have heard of the spear-Danes in days of yore'. This is a nod to Beowulf's opening lines, ","{'OpenAI': 'Dīgas Mannlicnissecræftas', 'Claude': 'Getælcræft', 'Gemini': 'Digisc Manncynnisc Gelærednes', 'Ollama': 'Hwæt! Wē Gār-Dena in geārdagum'}"
ann,Obolo,Niger-Kordofanian languages,Digital Humanities,False,4,0.2115,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 0; services with data: 4,True,,Ollama:combining,,4,4,25,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Obolo lacks established terminology for 'Digital Humanities'. This translation attempts to convey the concept using available linguistic resources, though verification with native Obolo speakers would be essential for accuracy and cultural appropriateness.","The term 'Digital Humanities' involves both technology (digital) and cultural/academic study (humanities). In Obolo, 'Ekpookke' can mean digital or electronic, while 'Anakpo' refers to people or humanities, capturing the interdisciplinary aspect.","Obolo does not have a direct equivalent for 'Digital Humanities'. The translation breaks down the concept: 'Ẹ̀kọ́' means 'study' or 'learning', 'Ìtàn-Àkọ́kọ́ Ọ̀rọ̀-Ìwé' refers to 'humanities' (literally 'study of written history/words'), and 'Àti Ìmọ̀-Ẹ̀rọ̀' means 'and technology'. This combination ","Composition of 'Digital Humanities' in Obolo, combining 'digital' with the Obolo words for 'humanities', which typically includes a combination of 'ọmụmaala' (arts), 'okwesighị' (science), and other intellectual pursuits","{'OpenAI': 'Ekpookke Anakpo', 'Claude': 'Ụ́bọ́chị́ Ọ̀rụ̀ Kọ̀mpútà', 'Gemini': 'Ẹ̀kọ́ Ìtàn-Àkọ́kọ́ Ọ̀rọ̀-Ìwé Àti Ìmọ̀-Ẹ̀rọ̀', 'Ollama': 'Gịnịgụ Ọmụmaala Digital'}"
anp,Angika,Indo-European languages,Digital Humanities,False,4,0.2453,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 3; services with data: 4; script disagreement: Devanagari+Latin,True,Claude:transliterat; OpenAI:loanword; Gemini:transliterat,Ollama:combining,,2,2,18,True,"['Devanagari', 'Latin']","[('OpenAI', 'Devanagari'), ('Claude', 'Devanagari'), ('Gemini', 'Devanagari'), ('Ollama', 'Latin')]",OpenAI:Devanagari; Claude:Devanagari; Gemini:Devanagari; Ollama:Latin,Direct translation using Devanagari script (used for Angika). 'Digital' is transliterated as 'डिजिटल' and 'Humanities' is translated as 'मानविकी' (the standard term for humanities in Hindi/Angika).,"Angika often incorporates loanwords from Hindi and other languages, especially for modern concepts like 'Digital Humanities'. Hence, 'डिजिटल मानविकी' uses Hindi-derived terms familiar to Angika speakers.","Angika, like many other Indian languages, often adopts direct transliterations or calques for modern academic and technical terms. 'डिजिटल' (Digital) is a common transliteration, and 'मानविकी' (Manaviki) is the standard term for 'Humanities' in Angika and related languages like Hindi.","Combining 'digital' with the Angika word for 'humanities', which roughly translates to 'Sansthaanik' (संस्थानिक)","{'OpenAI': 'डिजिटल मानविकी', 'Claude': 'डिजिटल मानविकी', 'Gemini': 'डिजिटल मानविकी', 'Ollama': 'Digital Sansthaanik'}"
aoz,Uab Meto,Austronesian languages,Digital Humanities,False,4,0.0811,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 2; services with data: 4,True,Claude:borrowed; Claude:loanword,Claude:construct,,4,4,15,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Uab Meto has limited documented vocabulary for modern technical terms. 'Digital' is typically borrowed as a loanword, while 'Atonis' refers to people/humanity in Uab Meto. However, without verified lexical resources for this specific term combination, this represents a constructed translation follow","Uab Meto often borrows terms from Indonesian and English, as seen with 'Digital' and 'Humania' closely resembling 'Humanities'.","Uab Meto, seperti banyak bahasa Austronesia, sering menempatkan kata sifat setelah kata benda. 'Dijital' adalah serapan langsung dari 'digital' karena tidak ada padanan asli yang umum untuk konsep ini dalam kontebahasa Uab Meto, dan serapan adalah praktik umum untuk istilah teknis baru. 'Humanities'",No data available for Uab Meto.,"{'OpenAI': 'Humania Digital', 'Claude': 'Digital Atonis', 'Gemini': 'Humanities Digital', 'Ollama': 'Taikai tuvahu'}"
apc,Levantine Arabic,Afro-Asiatic languages,Digital Humanities,False,4,0.264,TRANSMOGRIFICATION,No Wikipedia; 2 distinct outputs; absence signals: 0; construction signals: 2,False,,OpenAI:combining; Ollama:combining,,2,2,15,False,['Arabic'],"[('OpenAI', 'Arabic'), ('Claude', 'Arabic'), ('Gemini', 'Arabic'), ('Ollama', 'Arabic')]",OpenAI:Arabic; Claude:Arabic; Gemini:Arabic; Ollama:Arabic,"Direct translation of 'Digital Humanities' where 'العلوم الإنسانية' means humanities/human sciences and 'الرقمية' means digital, following standard Arabic academic terminology used in Levantine contexts",The term 'الإنسانيات الرقمية' directly translates 'Digital Humanities' by combining 'الإنسانيات' (the humanities) with 'الرقمية' (digital) to reflect the interdisciplinary field that integrates digital technology and humanities research.,"This is a direct and accurate translation. 'العلوم الإنسانية' (al-ʿulūm al-insāniyya) means 'Humanities' and 'الرقمية' (al-raqamiyya) means 'Digital'. This phrasing is widely understood and used in academic contexts across the Arab world, including the Levant.","Literal translation of 'Digital Humanities', combining the roots ""al-"" (the) with ""adab"" (humanities or arts) and ""al-'alktronikia","{'OpenAI': 'العلوم الإنسانية الرقمية', 'Claude': 'العلوم الإنسانية الرقمية', 'Gemini': 'العلوم الإنسانية الرقمية', 'Ollama': 'الآداب الإلكترونية'}"
