n_variants_present,n_agree,agreement_rate,best_candidate,variant_translations,term_source,language_code,language_name,language_family,service,is_baseline,difference_types
4,4,1.0,Digitale Menschlichkeit,"{'minimal': 'Digitale Menschlichkeit', 'fluent_speaker': 'Digitale Menschlichkeit', 'github_searcher': 'Digitale Menschlichkeit', 'judge': 'Digitale Menschlichkeit'}",Digital Humanities,ksh,Ripuarian,Indo-European languages,Llama,False,all_identical
4,1,0.25,Digitaal Humaniß,"{'minimal': 'Digitaal Humaniß', 'fluent_speaker': 'Digitaal Jehmansschaf', 'github_searcher': 'Digitaal Humanihta', 'judge': 'Digitaal Jeisteswesseschaff'}",Digital Humanities,ksh,Ripuarian,Indo-European languages,Gemma,False,content
4,1,0.25,Digitale Mänschlekenwisskapse,"{'minimal': 'Digitale Mänschlekenwisskapse', 'fluent_speaker': 'Digitale Humaneetik', 'github_searcher': 'Digitale Humaneitè', 'judge': 'Digitale Menschheitswissenschaften'}",Digital Humanities,ksh,Ripuarian,Indo-European languages,Qwen,False,content
4,2,0.5,Digitale Menschlichkeit,"{'minimal': 'Däitigale Menschlichkeitswissenshaft', 'fluent_speaker': 'Digitale Menschlichkeit', 'github_searcher': 'Digitale Menschheitswissenschaften', 'judge': 'Digitale Menschlichkeit'}",Digital Humanities,ksh,Ripuarian,Indo-European languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,ku,Kurdish,Indo-European languages,Wikipedia,True,
4,4,1.0,Mirovahiyên Dîjîtal,"{'minimal': 'Mirovahiyên Dîjîtal', 'fluent_speaker': 'Mirovahiyên Dîjîtal', 'github_searcher': 'Mirovahiyên Dîjîtal', 'judge': 'Mirovahiyên Dîjîtal'}",Digital Humanities,ku,Kurdish,Indo-European languages,Google Translate,True,all_identical
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,ku,Kurdish,Indo-European languages,EasyNMT,True,
4,4,1.0,Humanities dîjîtal,"{'minimal': 'Humanities dîjîtal', 'fluent_speaker': 'Humanities dîjîtal', 'github_searcher': 'Humanities dîjîtal', 'judge': 'Humanities dîjîtal'}",Digital Humanities,ku,Kurdish,Indo-European languages,Lingvanex,True,all_identical
4,2,0.5,زانستە مرۆڤییە دیجیتاڵەکان,"{'minimal': 'زانستە مرۆڤییە دیجیتاڵەکان', 'fluent_speaker': 'زانستە مرۆڤییە دیجیتاڵەکان', 'github_searcher': 'زانستە مرۆییە دیجیتاڵەکان', 'judge': 'زانستە مرۆڤایەتی دیجیتاڵ'}",Digital Humanities,ku,Kurdish,Indo-European languages,OpenAI,False,content
4,2,0.5,زانستە دیجیتاڵییەکانی مرۆڤایەتی,"{'minimal': 'زانستە دیجیتاڵییە مرۆییەکان', 'fluent_speaker': 'زانستە دیجیتاڵییەکانی مرۆڤایەتی', 'github_searcher': 'زانستە دیجیتاڵییەکانی مرۆڤایەتی', 'judge': 'زانستە مرۆییە دیجیتاڵەکان'}",Digital Humanities,ku,Kurdish,Indo-European languages,Claude,False,content
4,3,0.75,زانستە مرۆییە دیجیتاڵییەکان,"{'minimal': 'مرۆڤایەتی دیجیتاڵی', 'fluent_speaker': 'زانستە مرۆییە دیجیتاڵییەکان', 'github_searcher': 'زانستە مرۆییە دیجیتاڵییەکان', 'judge': 'زانستە مرۆییە دیجیتاڵییەکان'}",Digital Humanities,ku,Kurdish,Indo-European languages,Gemini,False,content
4,1,0.25,Mirovnasîya Dîjîtal,"{'minimal': 'Mirovnasîya Dîjîtal', 'fluent_speaker': 'دەجیتاڵ مرۆڤایەتی', 'github_searcher': 'Beşeriyeta Dîjîtal', 'judge': 'زانستە مرۆییە دیجیتاڵییەکان'}",Digital Humanities,ku,Kurdish,Indo-European languages,DeepSeek,False,content
4,1,0.25,Bingehînên Dijîtî,"{'minimal': 'Bingehînên Dijîtî', 'fluent_speaker': 'Bingehên Dîjîtêl', 'github_searcher': 'Dîgîtêlîyên Însanî', 'judge': 'زانستە مرۆڤییە دیجیتاڵەکان'}",Digital Humanities,ku,Kurdish,Indo-European languages,Llama,False,content
4,1,0.25,Nermalîya Dijîtal,"{'minimal': 'Nermalîya Dijîtal', 'fluent_speaker': 'Rêjimanîya Dîjîtal', 'github_searcher': 'Nûzarî Dijîtal', 'judge': 'زانستە دیجیتاڵییەکانی مرۆڤایەتی'}",Digital Humanities,ku,Kurdish,Indo-European languages,Gemma,False,content
4,1,0.25,Dewitali Jiyanî,"{'minimal': 'Dewitali Jiyanî', 'fluent_speaker': 'Humanî Digital', 'github_searcher': 'Dewletên Ilâhiyên Zimanî', 'judge': 'زانستە دیجیتاڵییەکانی مرۆڤایەتی'}",Digital Humanities,ku,Kurdish,Indo-European languages,Qwen,False,content
4,1,0.25,مدیریتی نوعی های دیجیتال,"{'minimal': 'مدیریتی نوعی های دیجیتال', 'fluent_speaker': 'ماشینی بووژی نفسی', 'github_searcher': 'مدینیتی دیجیتال', 'judge': 'زانستە مرۆییە دیجیتاڵەکان'}",Digital Humanities,ku,Kurdish,Indo-European languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kum,Kumyk,Turkic,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kum,Kumyk,Turkic,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kum,Kumyk,Turkic,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kum,Kumyk,Turkic,Lingvanex,True,
4,2,0.5,Цифровой гуманитарий,"{'minimal': 'Цифровой гуманитарий', 'fluent_speaker': 'Цифровой гуманитарий', 'github_searcher': 'Цифровые гуманитарные науки', 'judge': 'Санлы гуманитар илимлер'}",Digital Humanities,kum,Kumyk,Turkic,OpenAI,False,content
4,3,0.75,Санлы гуманитар илимлер,"{'minimal': 'Санлы гуманитар илимлер', 'fluent_speaker': 'Санлы гуманитар илмулар', 'github_searcher': 'Санлы гуманитар илимлер', 'judge': 'Санлы гуманитар илимлер'}",Digital Humanities,kum,Kumyk,Turkic,Claude,False,content
4,1,0.25,Санлы Инсанлыкъ,"{'minimal': 'Санлы Инсанлыкъ', 'fluent_speaker': 'Цифралы Гуманитар Илимлер', 'github_searcher': 'Санлы Гуманитар илимлер', 'judge': 'Санлы гуманитар илимлер'}",Digital Humanities,kum,Kumyk,Turkic,Gemini,False,"capitalization,content"
4,1,0.25,Санатлы Гуманитарлыкъ,"{'minimal': 'Санатлы Гуманитарлыкъ', 'fluent_speaker': 'Санатлы Гуманитар Илимлер', 'github_searcher': 'Санатлы гуманитарлыкъ', 'judge': 'Санлы гуманитар илимлер'}",Digital Humanities,kum,Kumyk,Turkic,DeepSeek,False,"capitalization,content"
4,1,0.25,Дигитал тарих,"{'minimal': 'Дигитал тарих', 'fluent_speaker': 'Qırtlıq İlimler', 'github_searcher': 'Dijital İnsani Bilimler', 'judge': 'Санлы гуманитар илмулар'}",Digital Humanities,kum,Kumyk,Turkic,Llama,False,content
4,2,0.5,Дигитал инсанлушлуг,"{'minimal': 'Дигитал инсанлушлуг', 'fluent_speaker': 'Дигитал инсанлушлуг', 'github_searcher': 'цифрлу къумукълувият', 'judge': 'Санлы гуманитар илимлер'}",Digital Humanities,kum,Kumyk,Turkic,Gemma,False,content
4,1,0.25,Диджиталджа гуманитариялар,"{'minimal': 'Диджиталджа гуманитариялар', 'fluent_speaker': 'Диджитал Хумантизм', 'github_searcher': 'Джалылык Фаинсия', 'judge': 'Санлы гуманитар илмулар'}",Digital Humanities,kum,Kumyk,Turkic,Qwen,False,content
4,1,0.25,Dijital Adamliklar,"{'minimal': 'Dijital Adamliklar', 'fluent_speaker': 'Дигитал хуманитиз', 'github_searcher': 'Дигитал адыгэхь', 'judge': 'Цифровой гуманитарий'}",Digital Humanities,kum,Kumyk,Turkic,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kut,Kutenai,Language isolate,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kut,Kutenai,Language isolate,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kut,Kutenai,Language isolate,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kut,Kutenai,Language isolate,Lingvanex,True,
2,1,0.5,Digital Humanities,"{'github_searcher': 'Digital Humanities', 'judge': 'ʔaq̓anqmi k̓awqana'}",Digital Humanities,kut,Kutenai,Language isolate,OpenAI,False,content
4,2,0.5,Digital Humanities,"{'minimal': 'Digital Humanities translation not available', 'fluent_speaker': 'ʔa·kxamaⱡ naⱡqaⱡqat ʔa·knikⱡukiⱡ', 'github_searcher': 'Digital Humanities', 'judge': 'Digital Humanities'}",Digital Humanities,kut,Kutenai,Language isolate,Claude,False,content
4,1,0.25,ʔaq̓as q̓apiɬ q̓apiɬ,"{'minimal': 'ʔaq̓as q̓apiɬ q̓apiɬ', 'fluent_speaker': 'ʔaq̓anqmi k̓awqana', 'github_searcher': 'ʔaq̓asq̓anaxam k̓ak̓aq̓anaxam', 'judge': 'ʔa·kⱡaⱡa·nam qa·ki·nam'}",Digital Humanities,kut,Kutenai,Language isolate,Gemini,False,content
4,1,0.25,ʔa·kⱡaⱡa·nam qa·ki·nam,"{'minimal': 'ʔa·kⱡaⱡa·nam qa·ki·nam', 'fluent_speaker': 'ⱡa·kiⱡiⱡnam·a·s qa·ki·ni·s', 'github_searcher': 'Digital Humanities', 'judge': 'ʔa·kxamaⱡ naⱡqaⱡqat ʔa·knikⱡukiⱡ'}",Digital Humanities,kut,Kutenai,Language isolate,DeepSeek,False,content
3,1,0.3333,kʷi:tkʷi sɛ:kʷi tɛ:kʷi,"{'minimal': 'kʷi:tkʷi sɛ:kʷi tɛ:kʷi', 'fluent_speaker': 'Nix̌iʔkʷaʔm̓aʔt kʷiʔs̕kʷiʔ', 'judge': 'ʔaq̓anqmi k̓awqana'}",Digital Humanities,kut,Kutenai,Language isolate,Llama,False,content
4,1,0.25,ʔa·kʷəxʷ ʔa·ɬkʷəxʷ,"{'minimal': 'ʔa·kʷəxʷ ʔa·ɬkʷəxʷ', 'fluent_speaker': 'ʔaʔq̓uk ʔu ʔiɬkʷs', 'github_searcher': 'ʔaɬ ʔiɬ ɬu ʔiɬ ʔaɬ', 'judge': 'ʔa·kⱡaⱡa·nam qa·ki·nam'}",Digital Humanities,kut,Kutenai,Language isolate,Gemma,False,content
4,1,0.25,Digitik Hiumenaiti,"{'minimal': 'Digitik Hiumenaiti', 'fluent_speaker': 'Téexsáa Yátłáa Tláa', 'github_searcher': 'Niiyáks Néshkíitlínéwstén', 'judge': 'ʔaq̓anqmi k̓awqana'}",Digital Humanities,kut,Kutenai,Language isolate,Qwen,False,content
4,1,0.25,...,"{'minimal': '...', 'fluent_speaker': 'Siksikáyaksiy Píyakisiwak', 'github_searcher': ""Dīgitala Inaak'amak'oos"", 'judge': 'ʔaq̓anqmi k̓awqana'}",Digital Humanities,kut,Kutenai,Language isolate,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kv,Komi,Uralic languages,Wikipedia,True,
4,4,1.0,Цифрӧвӧй гуманитарнӧй наукаяс,"{'minimal': 'Цифрӧвӧй гуманитарнӧй наукаяс', 'fluent_speaker': 'Цифрӧвӧй гуманитарнӧй наукаяс', 'github_searcher': 'Цифрӧвӧй гуманитарнӧй наукаяс', 'judge': 'Цифрӧвӧй гуманитарнӧй наукаяс'}",Digital Humanities,kv,Komi,Uralic languages,Google Translate,True,all_identical
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kv,Komi,Uralic languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kv,Komi,Uralic languages,Lingvanex,True,
4,1,0.25,Цифровая гуманитаристика,"{'minimal': 'Цифровая гуманитаристика', 'fluent_speaker': 'Цифровой гуманитарий', 'github_searcher': 'Цифровые гуманитарные науки', 'judge': 'Цифрӧвӧй гуманитарнӧй наукаяс'}",Digital Humanities,kv,Komi,Uralic languages,OpenAI,False,content
4,3,0.75,Цифровӧй гуманитарнӧй наукаяс,"{'minimal': 'Цифровӧй гуманитарнӧй наукаяс', 'fluent_speaker': 'Цифра гуманитар тӧдӧмлунъяс', 'github_searcher': 'Цифровӧй гуманитарнӧй наукаяс', 'judge': 'Цифровӧй гуманитарнӧй наукаяс'}",Digital Humanities,kv,Komi,Uralic languages,Claude,False,content
4,3,0.75,Цифрӧвӧй гуманитарнӧй наукаяс,"{'minimal': 'Цифрӧвӧй гуманитарнӧй наукаяс', 'fluent_speaker': 'Лыддьӧн-гуманитарнӧй наукаяс', 'github_searcher': 'Цифрӧвӧй гуманитарнӧй наукаяс', 'judge': 'Цифрӧвӧй гуманитарнӧй наукаяс'}",Digital Humanities,kv,Komi,Uralic languages,Gemini,False,content
4,1,0.25,Цифра войтырлысь тӧдӧмлунъяс,"{'minimal': 'Цифра войтырлысь тӧдӧмлунъяс', 'fluent_speaker': 'Лыддьӧсяна йӧзкостса тӧдӧмлунъяс', 'github_searcher': 'Цифрӧй гуманитарнӧй наукаяс', 'judge': 'Цифрӧвӧй гуманитарнӧй наукаяс'}",Digital Humanities,kv,Komi,Uralic languages,DeepSeek,False,content
4,1,0.25,Дигитальнай гуманитаризм,"{'minimal': 'Дигитальнай гуманитаризм', 'fluent_speaker': ""Kodžal'noe iskusstvo"", 'github_searcher': 'Дигиталан гуманитаризм', 'judge': 'Цифровӧй гуманитарнӧй наукаяс'}",Digital Humanities,kv,Komi,Uralic languages,Llama,False,content
4,1,0.25,Тĕрĕк ĕçлевĕн ăсталани,"{'minimal': 'Тĕрĕк ĕçлевĕн ăсталани', 'fluent_speaker': 'Диджитал гырысьяс', 'github_searcher': 'цифровая гуманитарная деятельность', 'judge': 'Цифрӧвӧй гуманитарнӧй наукаяс'}",Digital Humanities,kv,Komi,Uralic languages,Gemma,False,content
4,1,0.25,Дигиталдом хумантизм,"{'minimal': 'Дигиталдом хумантизм', 'fluent_speaker': 'Дигитальдама гуманитарылык', 'github_searcher': 'Дигиталъс гуманитарияс', 'judge': 'Цифровой гуманитарий'}",Digital Humanities,kv,Komi,Uralic languages,Qwen,False,content
4,1,0.25,Дигитална лыхындык,"{'minimal': 'Дигитална лыхындык', 'fluent_speaker': 'Дигиталны хуман ишлеми', 'github_searcher': 'Дигиталны хуманитис', 'judge': 'Цифровой гуманитарий'}",Digital Humanities,kv,Komi,Uralic languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kvr,Kerinci,Austronesian languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kvr,Kerinci,Austronesian languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kvr,Kerinci,Austronesian languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kvr,Kerinci,Austronesian languages,Lingvanex,True,
3,2,0.6667,Humaniora Digital,"{'minimal': 'Humaniora Digital', 'github_searcher': 'Humaniora Digital', 'judge': 'Ilmu Kemanusiaan Digital'}",Digital Humanities,kvr,Kerinci,Austronesian languages,OpenAI,False,content
4,3,0.75,Ilmu Kemanusiaan Digital,"{'minimal': 'Ilmu Kemanusiaan Digital', 'fluent_speaker': 'Ilmu Kemanusiaan Digital', 'github_searcher': 'Kemanusiaan Digital', 'judge': 'Ilmu Kemanusiaan Digital'}",Digital Humanities,kvr,Kerinci,Austronesian languages,Claude,False,content
4,2,0.5,Humaniora Digital,"{'minimal': 'Digital Humaniora', 'fluent_speaker': 'Kemanusioan Digital', 'github_searcher': 'Humaniora Digital', 'judge': 'Humaniora Digital'}",Digital Humanities,kvr,Kerinci,Austronesian languages,Gemini,False,content
4,2,0.5,Ilmu Kemanusiaan Digital,"{'minimal': 'Digital Humaniora', 'fluent_speaker': 'Ilmu Kemanusiaan Digital', 'github_searcher': 'Digital Humanities', 'judge': 'Ilmu Kemanusiaan Digital'}",Digital Humanities,kvr,Kerinci,Austronesian languages,DeepSeek,False,content
4,1,0.25,Humanitas Digital,"{'minimal': 'Humanitas Digital', 'fluent_speaker': 'Budaya Digital', 'github_searcher': 'Humaniora Digital', 'judge': 'Ilmu Kemanusiaan Digital'}",Digital Humanities,kvr,Kerinci,Austronesian languages,Llama,False,content
4,2,0.5,Humaniora Digital,"{'minimal': 'Basa Data Budaya Digital', 'fluent_speaker': 'Pangambalan Data Digital', 'github_searcher': 'Humaniora Digital', 'judge': 'Humaniora Digital'}",Digital Humanities,kvr,Kerinci,Austronesian languages,Gemma,False,content
4,1,0.25,Pengubayan Digital,"{'minimal': 'Pengubayan Digital', 'fluent_speaker': 'Pitik Sibunaih', 'github_searcher': 'Sains Digital Budaya', 'judge': 'Ilmu Kemanusiaan Digital'}",Digital Humanities,kvr,Kerinci,Austronesian languages,Qwen,False,content
4,1,0.25,Sains Kemanusiaan Digital,"{'minimal': 'Sains Kemanusiaan Digital', 'fluent_speaker': 'Humaniora Digitalis', 'github_searcher': 'Komputer Manusia', 'judge': 'Kemanusiaan Digital'}",Digital Humanities,kvr,Kerinci,Austronesian languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,Lingvanex,True,
4,1,0.25,ڊجيٽل هيومينيٽيز,"{'minimal': 'ڊجيٽل هيومينيٽيز', 'fluent_speaker': 'ڊيجيٽل انسانيت', 'github_searcher': 'ڊيجيٽل هيومينيٽيز', 'judge': 'ڊجيٽل انسانيات'}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,OpenAI,False,content
4,4,1.0,ڊجيٽل انسانيات,"{'minimal': 'ڊجيٽل انسانيات', 'fluent_speaker': 'ڊجيٽل انسانيات', 'github_searcher': 'ڊجيٽل انسانيات', 'judge': 'ڊجيٽل انسانيات'}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,Claude,False,all_identical
4,2,0.5,डिजिटल मानवीकी,"{'minimal': 'डिजिटल ह्यूमॅनिटीज', 'fluent_speaker': 'डिजिटल मानवीकी', 'github_searcher': 'डिजिटल मानवीकी', 'judge': 'ڊجيٽل انسانيات'}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,Gemini,False,content
4,1,0.25,ڊجيٽل انسانيت,"{'minimal': 'ڊجيٽل انسانيت', 'fluent_speaker': 'ڊجيٽل انساني علم', 'github_searcher': 'ڊجيٽل هيومينٽيز', 'judge': 'ڊجيٽل انسانيات'}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,DeepSeek,False,content
3,1,0.3333,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Dhigalai Vidyarthi Shastriya', 'judge': 'ڊجيٽل انسانيات'}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,Llama,False,content
4,1,0.25,डिजीटल मानविकी,"{'minimal': 'डिजीटल मानविकी', 'fluent_speaker': 'ḍijiṭāl insāniyat', 'github_searcher': 'डिजिटल मानविकी', 'judge': 'ڊجيٽل انسانيات'}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,Gemma,False,content
4,2,0.5,डिजिटल ह्यूमनाइटीज़,"{'minimal': 'डिजिटल ह्यूमनाइटीज़', 'fluent_speaker': 'डिजिटल ह्यूमनाइटीज़', 'github_searcher': ' Dichal Mānushyātwa ', 'judge': 'डिजिटल मानवीकी'}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,Qwen,False,content
3,1,0.3333,ડીજિટલ મનસકોશ,"{'fluent_speaker': 'ડીજિટલ મનસકોશ', 'github_searcher': 'ડિજિટલ મનસીયતા', 'judge': 'ڊجيٽل انسانيت'}",Digital Humanities,kvx,Parkari Koli,Indo-European languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kw,Cornish,Indo-European languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kw,Cornish,Indo-European languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kw,Cornish,Indo-European languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kw,Cornish,Indo-European languages,Lingvanex,True,
3,1,0.3333,Dheghow Dihwonneth,"{'minimal': 'Dheghow Dihwonneth', 'github_searcher': 'Dheghowethow Dijital', 'judge': 'Denethegieth Dhygital'}",Digital Humanities,kw,Cornish,Indo-European languages,OpenAI,False,content
4,3,0.75,Dynoryethow Dijitel,"{'minimal': 'Dynoryethow Dijitel', 'fluent_speaker': 'Dynoryethow Dijitel', 'github_searcher': 'Dyniaethow Dijitel', 'judge': 'Dynoryethow Dijitel'}",Digital Humanities,kw,Cornish,Indo-European languages,Claude,False,content
4,1,0.25,Denethow Skiansek Digamm,"{'minimal': 'Denethow Skiansek Digamm', 'fluent_speaker': 'Deneth Redzhek', 'github_searcher': 'Denythieth Skiansek Digitays', 'judge': 'Dynyethow Dijitel'}",Digital Humanities,kw,Cornish,Indo-European languages,Gemini,False,content
4,2,0.5,Denethegieth Dhygital,"{'minimal': 'Denethegieth Dhygital', 'fluent_speaker': 'Denseth an Deneseth', 'github_searcher': 'Denethegieth Dhygital', 'judge': 'Dyniaethow Dijitel'}",Digital Humanities,kw,Cornish,Indo-European languages,DeepSeek,False,content
4,1,0.25,Dybynyansow Dhegydhlek,"{'minimal': 'Dybynyansow Dhegydhlek', 'fluent_speaker': 'Dybynyow Dhyhelwrethiethel', 'github_searcher': 'Dybynyansow Dhyhelwrethys', 'judge': 'Dynoryethow Digidhel'}",Digital Humanities,kw,Cornish,Indo-European languages,Llama,False,content
4,1,0.25,Meynan Dhygital,"{'minimal': 'Meynan Dhygital', 'fluent_speaker': 'Menyes Digital', 'github_searcher': 'Humanites Dhygital', 'judge': 'Dynoryethow Dijitel'}",Digital Humanities,kw,Cornish,Indo-European languages,Gemma,False,content
4,1,0.25,Dewysowr Digitaol,"{'minimal': 'Dewysowr Digitaol', 'fluent_speaker': 'Dydd Gair Cyfansoddiadol', 'github_searcher': 'Dylys Iechyd-dairwheinyddol', 'judge': 'Dheghow Dihwonneth'}",Digital Humanities,kw,Cornish,Indo-European languages,Qwen,False,content
4,2,0.5,Kernowek Digidhel,"{'minimal': 'Kernowek Digidhel', 'fluent_speaker': 'Kernowek Digidhel', 'github_searcher': 'Kernowek Digitall', 'judge': 'Dynoryethow Dijitel'}",Digital Humanities,kw,Cornish,Indo-European languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kwk,Kwakʼwala,Wakashan,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kwk,Kwakʼwala,Wakashan,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kwk,Kwakʼwala,Wakashan,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kwk,Kwakʼwala,Wakashan,Lingvanex,True,
3,2,0.6667,Digital Humanities,"{'minimal': 'Digital Humanities', 'github_searcher': 'Digital Humanities', 'judge': 'ʼNaʼnakwa gukw̓dzi'}",Digital Humanities,kwk,Kwakʼwala,Wakashan,OpenAI,False,content
4,1,0.25,ʼNaʼnakwa gukw̓dzi,"{'minimal': 'ʼNaʼnakwa gukw̓dzi', 'fluent_speaker': 'ʼnəmxʼəla̱ k̓ʷas̓a̱ʼyas gukʷdzi', 'github_searcher': 'ʼNawalakw Yuduxʷsiwe', 'judge': 'Digital Humanities'}",Digital Humanities,kwk,Kwakʼwala,Wakashan,Claude,False,content
3,1,0.3333,Hax̌aw̓is Kwak̓wala,"{'minimal': 'Hax̌aw̓is Kwak̓wala', 'fluent_speaker': 'G̱ilakasla ʔiḵa̱laḵasla', 'judge': 'G̱wa̱ʼya̱m Kwak̓walaʼsa̱nux̱w'}",Digital Humanities,kwk,Kwakʼwala,Wakashan,Gemini,False,content
4,1,0.25,Dijital Hiyumānitīs,"{'minimal': 'Dijital Hiyumānitīs', 'fluent_speaker': 'G̱a̱n̓a̱n̓a̱s g̱a̱n̓a̱n̓a̱s', 'github_searcher': 'Dijital Hiyumanitiz', 'judge': 'ʼNaʼnakwa gukw̓dzi'}",Digital Humanities,kwk,Kwakʼwala,Wakashan,DeepSeek,False,content
3,1,0.3333,Síxw Síyam,"{'minimal': 'Síxw Síyam', 'fluent_speaker': 'x̣ałg̱iŋuq̕əm x̣ałg̱iŋuq̕ən', 'judge': 'sxwelíyexw lákwala'}",Digital Humanities,kwk,Kwakʼwala,Wakashan,Llama,False,content
4,1,0.25,Ɨw’ała’a’a’a ḵ’u’u’u’u’,"{'minimal': 'Ɨw’ała’a’a’a ḵ’u’u’u’u’', 'fluent_speaker': 'Ɨnáʼḵʼwalan ḵʼwáʼnʼaʼ', 'github_searcher': 'Ɨwʼałaʼnaxw ḵʼwalʼaǥaǥa', 'judge': 'Ɨw’ała’a’a’a ḵ’u’u’u’'}",Digital Humanities,kwk,Kwakʼwala,Wakashan,Gemma,False,content
4,1,0.25,Lulutlana Liskwemixʷ,"{'minimal': 'Lulutlana Liskwemixʷ', 'fluent_speaker': 'Ḵwa7a7am Gwa7a7atlas', 'github_searcher': ""Lxwamats'a7at'a"", 'judge': 'ʼNəmxʼəla̱ k̓ʷas̓a̱ʼyas gukʷdzi'}",Digital Humanities,kwk,Kwakʼwala,Wakashan,Qwen,False,content
4,1,0.25,sxwelíyexw lákwala,"{'minimal': 'sxwelíyexw lákwala', 'fluent_speaker': ""x̱a'yáx̱alt x̱a'yík̓ałt"", 'github_searcher': ""Smiyem nis Ga'awaxwala"", 'judge': 'G̱ilakasla ʔiḵa̱laḵasla'}",Digital Humanities,kwk,Kwakʼwala,Wakashan,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,kxm,Northern Khmer,Austro-Asiatic languages,Google Translate,True,
