language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
hu,Computational Social Science,Számítógépes társadalomtudomány,Hungarian,132.0,1740722221.0,stop,gpt-4o-2024-08-06,177.0,309.0,"The term ""Számítógépes társadalomtudomány"" is preferred because ""számítógépes"" directly translates to ""computer-based,"" which accurately reflects the computational aspect of the discipline. While ""számítástechnikai"" can also refer to computing or information technology, it may give a slightly broader or less specific connotation. Therefore, using ""számítógépes"" provides clarity and specificity about the use of computers in social science research, which is the essence of Computational Social Science.",2025-05-31 21:15:56
hr,Computational Social Science,Računalne društvene znanosti,Croatian,116.0,1740721651.0,stop,gpt-4o-2024-08-06,113.0,229.0,"The Google Translate API’s suggestion, ""Računalne društvene znanosti,"" is an accurate translation for ""Computational Social Science"" into Croatian. ""Računalne"" translates to ""computational,"" referring to the involvement of computational methods or computer-based approaches. ""Društvene znanosti"" translates to ""social sciences,"" which encompasses the study of societies and human behavior. This translation maintains the meaning and context of the original term.",2025-05-31 21:15:56
en,Computational Social Science,Computational Social Science,English,107.0,1740721801.0,stop,gpt-4o-2024-08-06,121.0,228.0,"The term ""Computational Social Science"" in English is both commonly used and widely recognized to describe the interdisciplinary field that integrates computational methods with social science research. Since the suggestions from both the Google Translate API and Wikipedia page offer the same term, and considering it already conveys the precise meaning and scope of the field in English, there is no modification or refinement necessary. Keeping the term as it is aligns with standard academic and professional terminology in the field.",2025-05-31 21:15:56
ho,Computational Social Science,Komputa Sosol Saiens,Hiri Motu,143.0,1740722216.0,stop,gpt-4o-2024-08-06,135.0,278.0,"In Hiri Motu, creating a term for 'Computational Social Science' involves a direct adaptation of the English components due to the lack of equivalent native terms for 'computational' and 'social science.' 'Komputa' is a phonetic adaptation of 'computer' to refer to the computational aspect, and 'Sosol Saiens' combines adaptations for 'social science.' This approach maintains clarity and preserves the meaning for speakers who might be familiar with these borrowed terms from English. This choice respects the linguistic cadence of Hiri Motu while ensuring comprehensibility for users familiar with technology and social sciences.",2025-05-31 21:15:56
eo,Computational Social Science,Komputila Socia Scienco,Esperanto,134.0,1740721811.0,stop,gpt-4o-2024-08-06,124.0,258.0,"The term 'Computational Social Science' describes the interdisciplinary field where computational methods and tools are applied to address research questions in the social sciences. In translating this term into Esperanto, it is important to maintain this meaning. 'Komputila' captures 'computational,' relating to the use of computers and software. 'Socia Scienco' translates directly to 'Social Science,' reflecting studies of human societies and relationships. Given the clarity and directness of this translation, 'Komputila Socia Scienco' is both accurate and understandable in Esperanto.",2025-05-31 21:15:56
es,Computational Social Science,Ciencias Sociales Computacionales,Spanish; Castilian,114.0,1740732267.0,stop,gpt-4o-2024-08-06,155.0,269.0,"The translation of ""Computational Social Science"" into Spanish as ""Ciencias Sociales Computacionales"" is accurate and widely accepted. It captures the essence of the original term by combining ""Ciencias Sociales"", which refers to the study of society and human behavior, with ""Computacionales"", which indicates the computational methods applied in this field. The capitalization of each word is in line with how academic disciplines are often presented in Spanish, maintaining the formality and correct representation of the concept.",2025-05-31 21:15:56
et,Computational Social Science,Arvutuslik sotsiaalteadus,Estonian,130.0,1740721815.0,stop,gpt-4o-2024-08-06,137.0,267.0,"Both the Google Translate API and the Easy Neural Machine Translation library suggest 'Arvutuslik sotsiaalteadus,' which accurately captures the meaning of 'Computational Social Science.' The word 'arvutuslik' effectively translates to 'computational,' referring to the use of computation and algorithms. 'Sotsiaalteadus' translates to 'social science,' covering the study of society and human behavior. This translation is straightforward and widely understandable in Estonian, making it a suitable and precise choice without requiring modifications.",2025-05-31 21:15:56
eu,Computational Social Science,Konputazio Gizarte Zientziak,Basque,129.0,1740721006.0,stop,gpt-4o-2024-08-06,138.0,267.0,"The term ""Computational Social Science"" can be translated more accurately as ""Konputazio Gizarte Zientziak"" in Basque. ""Konputazio"" corresponds to ""Computational,"" and ""Gizarte Zientziak"" means ""Social Sciences."" This arrangement more closely aligns with the syntax and idiomatic expressions of Basque, where ""Konputazio"" functions as an adjective describing the type of ""Gizarte Zientziak,"" making the term both precise and culturally resonant.",2025-05-31 21:15:56
fa,Computational Social Science,علوم اجتماعی محاسباتی,Persian,125.0,1740731578.0,stop,gpt-4o-2024-08-06,125.0,250.0,"The term ""Computational Social Science"" is accurately translated into Persian as ""علوم اجتماعی محاسباتی."" This directly corresponds to each component of the original term: ""Computational"" translates to ""محاسباتی,"" and ""Social Science"" to ""علوم اجتماعی."" Both Google Translate and the Wikipedia page provide this translation, and it is well-understood in the context of academic and professional discussions within Persian-speaking communities. Therefore, no modification is needed as it effectively conveys the blend of computational methods and social science disciplines.",2025-05-31 21:15:56
ff,Computational Social Science,Ganndal cilima haɓɓina,Fula,115.0,1740721860.0,stop,gpt-4o-2024-08-06,114.0,229.0,"In translating 'Computational Social Science' into Fula, I used 'Ganndal' for 'Science,' which captures the notion of systematic knowledge. The term 'cilima' refers to 'computer' or 'computation,' highlighting the computational aspect of the discipline. 'Haɓɓina' translates to social or societal matters, aligning with the social science dimension. This translation aims to convey the integration of computational tools in the analysis of social phenomena.",2025-05-31 21:15:56
fi,Computational Social Science,Laskennallinen yhteiskuntatiede,Finnish,127.0,1740721850.0,stop,gpt-4o-2024-08-06,133.0,260.0,"The suggested translation ""Laskennallinen yhteiskuntatiede"" accurately captures the meaning of ""Computational Social Science"" in Finnish. ""Laskennallinen"" translates to ""computational,"" which refers to the use of computational methods and techniques. ""Yhteiskuntatiede"" translates to ""social science,"" indicating the field of study focusing on human society and social relationships. The combination of these terms effectively conveys the interdisciplinary nature of using computational methods in social science research. Therefore, no modifications are necessary.",2025-05-31 21:15:56
fj,Computational Social Science,Saenisi ni Veiwekani Vakatekinolaji,Fijian,146.0,1740721846.0,stop,gpt-4o-2024-08-06,136.0,282.0,"The term 'Saenisi ni Veimaliwai ni Kompiuta' effectively captures the idea of social interactions aided by computers, with 'Saenisi' meaning science and 'Veimaliwai ni Kompiuta' suggesting interactions through computers. However, 'Veiwekani' can be a more encompassing term for 'social' as it refers to relationships or connections. 'Vakatekinolaji', meaning technological, adds a layer to denote the computational aspect. The term thus conveys the idea of using technology to study social connections, which aligns well with the concept of Computational Social Science.",2025-05-31 21:15:56
fo,Computational Social Science,Teldusamfelagsvísindi,Faroese,131.0,1740721840.0,stop,gpt-4o-2024-08-06,133.0,264.0,"The term ""Teldusamfelagsvísindi"" appropriately captures the essence of ""Computational Social Science"" by combining ""teldu-"", referring to computers or computation, with ""samfelagsvísindi,"" meaning social science. The construction aligns well with Faroese linguistic norms for creating compound words and accurately conveys the interdisciplinary nature of using computational methods for social science research. Since both the Google Translate API and the Ollama API provide this suggestion, and it fits well within the language structure, there is no need for modification.",2025-05-31 21:15:56
fr,Computational Social Science,Sciences sociales computationnelles,French,124.0,1740721856.0,stop,gpt-4o-2024-08-06,125.0,249.0,"Both the Google Translate API and the Easy Neural Machine Translation library suggest ""Sciences sociales computationnelles,"" which accurately captures the essence of ""Computational Social Science"" in French. The word ""computationnelles"" is a direct translation of ""computational,"" which refers to the use of computational methods and technologies in the study of social sciences. ""Sciences sociales"" correctly translates to ""social sciences,"" which is a well-established term in French. The translation accurately conveys the interdisciplinary nature of applying computational techniques to social science research.",2025-05-31 21:15:56
fy,Computational Social Science,Komputasjonele Sosjale Wittenskip,Western Frisian,125.0,1740733000.0,stop,gpt-4o-2024-08-06,115.0,240.0,"I chose ""Komputasjonele Sosjale Wittenskip"" as a direct translation while ensuring that the term stays true to both its computational and social science components. ""Komputasjonele"" accurately reflects the computational aspect, staying close to the English term, which is important for preserving meaning and ensuring understanding given the technical nature of the field. ""Sosjale Wittenskip"" directly translates ""Social Science,"" which is widely understood and aligns with similar translations in related languages.",2025-05-31 21:15:56
ga,Computational Social Science,Eolaíocht Shóisialta Ríomhaireachtúil,Irish,157.0,1740722564.0,stop,gpt-4o-2024-08-06,158.0,315.0,"The term ""Eolaíocht Shóisialta Ríomhaireachtúil"" is a direct translation of ""Computational Social Science"" where ""Eolaíocht Shóisialta"" means ""Social Science"" and ""Ríomhaireachtúil"" relates to ""Computational"". This translation is clear, accurate, and effectively conveys the interdisciplinary integration of social science with computational methods. The other suggestions such as ""Eolaíocht Shóisialta san áireamh"" (Social Science Included) and ""Eolaíocht Shóisialta Cothabháltóirí"" (Social Science of Maintainers) do not accurately capture the computational aspect of the term.",2025-05-31 21:15:56
gd,Computational Social Science,Saidheans Sòisealta Coimpiutaireachd,Scottish Gaelic,123.0,1740732184.0,stop,gpt-4o-2024-08-06,140.0,263.0,"Both Google Translate and Ollama APIs suggest ""Saidheans Sòisealta Coimpiutaireachd"" which accurately translates each component: ""Saidheans"" for ""Science"", ""Sòisealta"" for ""Social"", and ""Coimpiutaireachd"" for ""Computational"". The capitalization of the initial letters aligns with title formatting in both English and Gaelic. The term effectively conveys the notion of a scientific discipline that integrates social science with computational methods.",2025-05-31 21:15:56
gl,Computational Social Science,Ciencias Sociais Computacionais,Galician,126.0,1740721884.0,stop,gpt-4o-2024-08-06,150.0,276.0,"The term 'Ciencias Sociais Computacionais' closely aligns with the structure and meaning in Galician. The word 'Ciencias' is the correct plural form for 'Sciences', and 'Sociais' maintains the context of 'Social' in relation to 'Sciences'. 'Computacionais' properly reflects the technological aspect inherent in 'Computational'. This translation retains grammatical accuracy and is understandable within the academic context in Galicia. The suggestion 'Ciencias Sociais Computacionais' seems most appropriate considering its linguistic accuracy and clarity.",2025-05-31 21:15:56
gn,Computational Social Science,Tembikuaaty Ñemoirũ Mba’epy Ñepyrũ,Guaraní,179.0,1740721961.0,stop,gpt-4o-2024-08-06,115.0,294.0,"The term ""Ciencia Social Computacional rehegua"" from Google Translate means roughly ""Science of Computational Social"" in Guaraní, which is an appropriate literal translation. However, to make it more idiomatic and contextually fitting for the Guaraní language, ""Tembikuaaty"" means ""Science,"" ""Ñemoirũ"" refers to ""Social"" aspects, and ""Mba’epy Ñepyrũ"" refers to ""Computational"" components, which adds a layer of understanding by emphasizing the collaborative and foundational nature of computational tools within social science. This encapsulation respects both the technological aspect (""Mba’epy Ñepyrũ"") and the social (""Ñemoirũ"") foundations of the field.",2025-05-31 21:15:56
gu,Computational Social Science,સંવિભાગીય સામાજિક વિજ્ઞાન,Gujarati,104.0,1740721993.0,stop,gpt-4o-2024-08-06,114.0,218.0,"The term 'Computational Social Science' encompasses both 'computation' and 'social science.' In Gujarati, 'સંવિભાગીય' can refer to 'computational' as it relates to processing or calculation, while 'સામાજિક વિજ્ઞાન' directly translates to 'social science.' This translation maintains the essence of the original term while ensuring clarity and understanding for Gujarati speakers.",2025-05-31 21:15:56
gv,Computational Social Science,Sheshaght Soshiallagh Coamree,Manx,124.0,1740723762.0,stop,gpt-4o-2024-08-06,139.0,263.0,"The term ""Computational Social Science"" can be translated with a focus on capturing both the computational and social aspects. ""Sheshaght"" refers to society, which aligns with the ""social"" aspect, while ""Soshiallagh"" specifies the social nature of the field. ""Coamree"" is a term referring to computing or computer-based processes, effectively capturing the computational aspect. This translation preserves the core components of the field and respects the structure of Manx language.",2025-05-31 21:15:56
he,Computational Social Science,מדעי החברה החישוביים,Hebrew (modern),123.0,1740722012.0,stop,gpt-4o-2024-08-06,133.0,256.0,"The term ""Computational Social Science"" refers to the study of social phenomena using computational methods and techniques. The Google Translate API suggests ""מדעי החברה החישובית,"" translating to ""Computational Social Science"" in a general sense, but using ""החישוביים"" aligns better as it appropriately conveys that the sciences themselves employ computational methods. This subtle plural adjective form enhances the connection to the computational aspect, emphasizing that these methods are integral to the analysis and application within the realm of social sciences.",2025-05-31 21:15:56
hi,Computational Social Science,कम्प्यूटेशनल सामाजिक विज्ञान,Hindi,154.0,1740722190.0,stop,gpt-4o-2024-08-06,157.0,311.0,"The translation ""कम्प्यूटेशनल सामाजिक विज्ञान"" directly corresponds with the English term both in structure and meaning, making it easily comprehensible for Hindi speakers familiar with the original English concept. This translation takes into account the use of the word ""कम्प्यूटेशनल"" to convey ""computational,"" and ""सामाजिक विज्ञान"" to accurately represent ""social science."" The other suggestions either alter the meaning or structure too much or seem incorrect, such as ""न्ि ंऔरोद्ह,"" which does not pertain to the intended concept. Therefore, the Google Translate API’s suggestion is the most precise and clear representation in Hindi.",2025-05-31 21:15:56
zu,Computational Social Science,Isayensi Yezokuxhumana Yekhompyutha,Zulu,119.0,1740733219.0,stop,gpt-4o-2024-08-06,112.0,231.0,"The term ""Computational Social Science"" combines the aspects of computation (related to computers) and social science. In Zulu, ""isayensi"" refers to ""science"", ""yezokuxhumana"" can be seen as ""of communication"" or expressing ""social aspects"", and ""yekhompyutha"" relates to ""using computers"". Therefore, this translation captures the interdisciplinary nature of the field which integrates computational methods with the study of social phenomena.",2025-05-31 21:15:56
