search_term,natural_language,counts,directionality,search_term_source,category,keep_term
திசைப்பு மனிதகாலை,bfq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ಬೆಡಿಗಲ್ ಮನವಾದ ಹಿಂಸ್ಕರಿ,bfq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
གནས་སྐབས་གཞིས་གཞུང་དང་འབྲེལ་བའི་དངོས་གྲུབ།,bft,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
رقمی انسانیت,bft,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
dijitāl mānuskrīt,bft,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
humanitaria digitale,bft,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
dijitāl vidyāvidyā,bfy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
teknoloji ya insanu wa diguwali,bfy,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kɛmɛlɛ tɔŋɔrɔ,bez,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
дигитални хуманитарни науки,bg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитални хуманитаристики,bg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитални умения,bg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитални хуманитаристика,bg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ડિજિટલ મનેજમેન્ટ,bgc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
دجیتل مہارتون,bgn,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
رێكخوازه‌ي ديجيتال,bgn,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
dijital insaniyetler,bgx,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sayısal insanlık bilimleri,bgx,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
диджитал хуманитарлык,bgx,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital diladakılış,bgx,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
bena ŋɔɔm dii,bez,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
seni budaya digital,bew,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital-humanita,bmq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mga humanidades digital,bcl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mbonge mbonwe ya mbonge,bax,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
purba digital,bbc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanaite digita,bbc,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sran’m be su like suanlɛ,bci,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
nnɔmahɛɛlɛ nwɛɛ,bci,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
numérique nin humanités,bci,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
akiliɛnɛnɛ kɛ digital,bci,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
nglɛlɛ kpɛnngbɛn sɔ,bci,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kɔmputa fàsò,bci,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ditanilo dihumaniti,bci,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digital na humanidad,bcl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
дыджітальныя гуманітарыі,be,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ilmu manusia digital,bew,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
дыгітальная гуманітарыстыка,be,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дыджітальныя гуманітарныя навукі,be-x-old,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дыгітальная гуманістыка,be-x-old,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ديجتال هيومانتيز,bej,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ናይ ምግባህስ ሰዲሆም,bej,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
numerek humanita,bej,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ditigla nutsieni,bej,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ubuntungwa bwa pa intaneti,bem,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ubuntungwa bwa dijitolo,bem,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mukhanga wa digital,bem,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ubupindula bwa dijitali,bem,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital insanlar tarihi,bgx,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dhārmiyā digital,bhb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ḍijiṭal manav-śastr,bhb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ʔɛeːm kʰaːm lɯŋ,blt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
áísínai’pi omiiksi’tsi’p,bla,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᓴᐃᒡ ᑳᖅᕗᑦ ᓄᓇᓂᕐᔪᐊᕐᒥᒃ,bla,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
iniksuwátsima niitsitsíkwahsi,bla,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
napi kahkwa:mihska:tiwin,bla,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kinipihtokomisinaaniksiksikaa,bla,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
agbare ɛlɛktrɔnik,blo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kor keku kut,blo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kʷaʔ-ʔi-ɬu-ʔi-ŋ-ŋʷaʔ-ɬu-ʔi,blo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ວິທະຍາສາດດິຈິຕອນ,blt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ꪫꪸꪕꪲꪕꪮꪥ ꪀꪳꪙꪕꪲꪕꪮꪥ,blt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ວິທະຍາສາດມະນຸດດິຈິຕອນ,blt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
văn học điện tử,blt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
छापत मानव विज्ञान,bhb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
hadamadenw ka dɔnniya nimɔrɔma,bm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijitalu cɛninw,bm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
hakilitigiw ni mɔgɔw ka kunnafoniw,bm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
hadama fanga ni digital,bm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
hadamadenya dijitali,bm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
terejji niɔni,bm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaru mansa,bm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
soroma sigiya,bm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
yimidisibi na yirima,bm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijitali humane,bmq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kɛmɛnɔŋ ɗɛrɛtɛ,bmq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
makina panitikan,bku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tudyo sa digitala,bku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
pangdigital nga kahumanag,bku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kasaysayan sa digital,bku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ḍigital manunā,bhi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
दिलिटल ह्यूमनाइटीज,bhi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
छापल मानव विज्ञान,bhi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
デジटल ह्यूमनाइटज़,bho,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanties bilokal,bi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
im humanities digital,bi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitim huamini,bi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humana ol sembeti,bi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mga pag-aaral sa digital na pagkatao,bik,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ẹ̀kọ́ àgbáyé tí a fi ẹ̀rọ̀ ṣe,bin,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ọmwan-ẹdo nọ ọkọkọ,bin,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
oghene-ẹgbẹ ọmọnọ̀nọ̀,bin,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ìgìgìọ́ ẹ̀kún,bin,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital dilbilimleri,bin,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
teknoloji digitali n'ingwomansa,bin,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijitāl mānviyata,bjj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
डिजिटल ह्यूमनाइट्रज़,bjj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
डिजिटल मानवीयत,bjj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
téyók tètè,bkm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ŋɔɔm diɛmɛŋ,bkm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digiitala mwathinazini,bkm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kɔ́mɔ̀ tʃɛ́n wɔ́ ɲɔ́ kɔ́mɔ̀ tʃɛ́n tʃɛ́n,bkm,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᝆᝒᝇᝓᝑᝒ ᝆᝓᝇᝓᝑᝓᝇᝓ,bku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tāpui o le falemaʻa,fud,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humana digitale fakatulivai,fud,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dyjiklums vïrudzijos,ltg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитальные гуманитарии,koi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kukanda ya dijitáli,kmb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ಡಿಜಿಟಲ್ ಮಾನವಿಕಗಳು,kn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ಡಿಜಿಟಲ್ ಮಾನವಿಕ,kn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ಡಿಜಿಟಲ್ ಮನಸ್ಸ್ವಿನಿಕೆ,kn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kuɗumɛŋɛ kpalimɛ,knf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
muhumani digitana,knf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digtal bhumika,knn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
디지털 인문학,ko,1,ltr,Digital Humanities,COMPLETE_CONSENSUS,true
цифровӧй гуманитарнӧй наукаэз,koi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифраӧн гуманитарӧн,koi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифраа гуманитарнӧй наукаэз,koi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитальны жанарылама,koi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
សាម្ពរទីធំដិផ្នែក,km,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digtitala manushyavishva vignan,kok,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ಜಿಡಿಟಲ್ ಮನವಾದತೆ,kok,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
sikrihk pahpah met,kos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kamalit kastom bilong teknoloji,kos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mwan'wun e-lōk,kos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale huumaniyatu,kos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kɔlɔŋ kpɛlɛɛ kpɛlɛɛ,kpe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kpɛlɛɛ kpɔŋ kɔlɔŋ kɛɛ,kpe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
gbe'e ŋbɔŋ ŋbɔŋ,kpe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
gbiyaa luyan-dunyea,kpe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
libertye digitali,kpe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umanismu wa dijitale,kmb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
សាស្រ្តជំនុំដែលមានទឹកពិភាក្សា,km,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital danƙwai,kr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
nukissut atuarfik,kl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрен хальмг улус,kjh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
диджиталдүл хуманитарыялык дамуулар,kjh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
сандық гуманитарлық ғылымдар,kk,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрлі гуманитарлық зерттеулер,kk,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
диджиталдық ғылымдар,kk,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kakɔmɛnɛtɩkɩ ɖɔmɛnɛsɩ,kkj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dhigitali nanu,kkj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitalimik inuiaqatigiinnik ilisimatusarneq,kl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
inuiaqqat ilinniartitaanerat digitaliusut,kl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaliusi humaniora,kl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
atuakkiortut inuiaqatigiit,kl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ileqqortuunikuut,kl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
វិជ្ជាជីវៈឌីជីថល,km,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale mímanngittiteqatigiissuseqatigissarneqqutit,kl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
sinendet ak teknolojisiek,kln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
nyakaloliatab kibindab kompyuta,kln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kibendo ne biktaab,kln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tunaweza kijamii,kln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
koomosik kitala,kln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kipinyezi ya kimutaa digital,kln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
husika na uchumi digita,kln,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
មនុស្សវិទ្យាឌីជីថល,km,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
មនុស្ससាស្ត្រឌីជីថល,km,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
វិទ្យាសាស្ត្រដែលមានប្រព័ន្ធ,km,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital al'adun mutanen,kr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tɔmɛrɛnɛ dɪjɪtɑl,kr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
цифралы гуманитарлыг ӱгреніглер,kjh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaal humaniß,ksh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ufundi wa kibinadamu wa dijiti,ksb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kha'gri sha'naga,ksb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
𐓛𐓘𐓛𐓙𐓛 𐓛𐓘𐓛𐓙𐓛𐓣𐓛𐓘𐓛𐓙𐓛,ksb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dzindabandabu,ksb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
bɛ́ɛ́ mɛ́nɛ́ nkɔ́ŋ nkɔ́ŋ,ksf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mɛ̀yɔ́mɛ̀ ká sɔ́kɔ́,ksf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ndiŋgɛl ŋgɛl-ŋgɛl,ksf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ndipet ọkpa afiọwet,ksf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digital huhmannaade,ksh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijjitahl jeisteswesseschaffe,ksh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijitale minscheweßeschaff,ksh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale mänschlekenwisskapse,ksh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
திக்கு மென் அறிவியல்,kru,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
زانستە مرۆڤییە دیجیتاڵەکان,ku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mirovnasîya dîjîtal,ku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
bingehînên dijîtî,ku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
nermalîya dijîtal,ku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dewitali jiyanî,ku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
مدیریتی نوعی های دیجیتال,ku,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
санлы инсанлыкъ,kum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
санатлы гуманитарлыкъ,kum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитал тарих,kum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитал инсанлушлуг,kum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
диджиталджа гуманитариялар,kum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
మాద్యమిక మనవసీయతలు,kru,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitali humanitietit,krl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dìjital ìyàlàm,kr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
demɔri humɔniti,kri,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaj ḥamānyar,kr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitisi digitaal,kr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
цифровой гуманитаристика,krc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
санариат гуманитар илмула,krc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
санлы адамны игилиги,krc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифра гуманитар билимле,krc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитал къуллугъат,krc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
хэл һызылык,krc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
di digital humanitis,kri,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital yumanti,kri,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digidal huminaitis,kri,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale humanistike,kri,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaalihumanistika,krl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
diguil humanitizem,kri,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mga kaalamhan digital,krj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital na mga dakilang sining,krj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mga pag-aram hin sang digital nga kasaysayan,krj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kilalang digital,krj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaaline humanistiikka,krl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitualini humanitarni tieteh,krl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaalizet humanitiedot,krl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaalizet humanitietiet,krl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaaline humanitarižed tiedotehtendat,krl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaalhumanistinen tiento,krl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
сибир культураларының цифров технологиялары,kjh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифралығ гуманитарлығ наукалар,kjh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
liggol naange,fuq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mvuto wa simu,kde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
a̱lyiat a̱di̱ji̱ta,kcg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kwiakwop akaan,kcg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kwanbuɗi ɗi-jannu,kcg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
дигиталні хуманітарныя,kcg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
budijitali bwe vunhu,kck,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
didjithali hhumanithizi,kck,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tlhakanelo la digital,kck,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
buhali bya dijithale,kck,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
muhumhatshwanhu tichitsoyezwe,kck,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ingubo yomhlope,kck,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
makala ya kifasihi cha digitali,kde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ingawa na teknolojia ya dhiki,kde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
кырым энэт,kca,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kʉy kʉy tɛm ɔkɛlɛ,kdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijitaal hümäni'tii,kdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digiital nātive studējumi,kdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanidadis dijital,kea,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umanidadi dijital,kea,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanidades dijital,kea,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kɛmɛlɛ wɔnɔ kɛrɛ,ken,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
këngë-digjitale,ken,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
teknologi sains manusia di-digital,ken,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ڊجيٽل هيومينٽيز,kfr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ક્ષેત્રી મનસોવુંશ,kfr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
a̱humanities a̱digital,kcg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
дигиталы дүнөмий,kca,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
malongi ma nkembo ya dizhitale,kg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
цифрэрэ гуманитарнэ лъэпкъыгъуэхэр,kbd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
husika na uchaguzi digitali,kam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kha'xoŋa kha'xoŋa tsa'xoŋa,kao,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaal ìsàwòrò,kao,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digiitali himnainsi,kao,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᬤᬶᬚᬶᬢ᭄ᬮ᭄ ᬳᬸᬫᬦ᭄ᬢ,kaw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
saṅkhyāyantra vidyā,kaw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital manuṣaśāstra,kaw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
bhuwita manusa,kaw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
wimang'u mwanafasi nyota,kaw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
wangsa sastra manusia,kaw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
цифровэ гуманитар щiэныгъэхэр,kbd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрэ гуманитарнэ щӏэныгъэхэр,kbd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигиталлы гуманитарлы пакăр,kca,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
адыгэм хьэрыпс,kbd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитал щӏыбцӏэр,kbd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигиталны адыгэхэр,kbd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kəlmə dijital,kbl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tɔmɛnɛ dɛ wɔrɔ,kbl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dijiital ìyàl,kbl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
nrwàk n ìtérèndà díjìlòk,kbl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
teknoloji ya njambi,kbl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифровой гуманитарный наукаяӈ,kca,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифра юнтас,kca,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
köpäkäšaŋiŋ külä,kca,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
bantu ya dijital,kg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanities ya kielektroniki,kg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
санал гуманитар наукалар,kjh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
rêjînara hunerya dîjîtal,kiu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
دیجیټل هنسنۍ,khw,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
