language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation
ii,,Nuosu,Digital Humanities,,2026-04-03 16:42:06,True,,True,,False,,False,"{""translated_term"": ""Jyuvjyuv wkyo"", ""translation_rationale"": ""Adopted from Chinese ""digital humanities"" ""}",llama3.1,2026-04-03T21:42:06.029882Z,734782375.0,82548875.0,73.0,267266500.0,33.0,374169495.0,stop,Jyuvjyuv wkyo,"Adopted from Chinese ""digital humanities",[],
ig,,Igbo,Digital Humanities,,2026-04-03 16:42:03,False,Ụmụ mmadụ dijitalụ,False,Ihe Ùgwù Ụmụ Mmadụ,False,Digital Humanities,False,"{
  ""translated_term"": ""Ụmụmadụ Digitál"",
  ""translation_rationale"": ""Combining ' Ụmụmadụ' (Humanities) with 'Digitál' (Digital)""
}",llama3.1,2026-04-03T21:42:03.281677Z,916107666.0,85720125.0,73.0,276805709.0,47.0,539429083.0,stop,Ụmụmadụ Digitál,Combining ' Ụmụmadụ' (Humanities) with 'Digitál' (Digital),[],
ie,,Interlingue,Digital Humanities,,2026-04-03 16:42:00,True,,True,,False,,False,"{""translated_term"": ""Umanités digital"", ""translation_rationale"": ""Combining the words 'digital' and 'humanities' in Interlingue, following standard language practices""}",llama3.1,2026-04-03T21:42:00.350759Z,817392209.0,75417375.0,74.0,284824291.0,39.0,445192458.0,stop,Umanités digital,"Combining the words 'digital' and 'humanities' in Interlingue, following standard language practices","[{'translated_term': 'Umanités digital', 'translation_rationale': ""Combining the words 'digital' and 'humanities' in Interlingue, following standard language practices""}]",Umanités digital
id,,Indonesian,Digital Humanities,Humaniora digital,2026-04-03 16:41:57,False,Humaniora Digital,False,Humanities Digital,False,Digital Humaniora,False,"{
  ""translated_term"": ""Humanitas Digital"",
  ""translation_rationale"": ""Combination of 'humanities' and 'digital'""
}",llama3.1,2026-04-03T21:41:57.522102Z,732219417.0,84883667.0,72.0,283101000.0,31.0,354065250.0,stop,Humanitas Digital,Combination of 'humanities' and 'digital',[],
ia,,Interlingua,Digital Humanities,,2026-04-03 16:41:54,True,,True,,False,,False,"{
  ""translated_term"": ""Umanitates Digital"",
  ""translation_rationale"": ""Combination of 'digital' and the Latinized form of 'humanidades'""
}",llama3.1,2026-04-03T21:41:54.776207Z,803699292.0,90522792.0,74.0,277444333.0,37.0,423990585.0,stop,Umanitates Digital,Combination of 'digital' and the Latinized form of 'humanidades',[],
hz,,Herero,Digital Humanities,,2026-04-03 16:41:51,True,,True,,False,,False,"{
  ""translated_term"": ""Otwaalo lya Digital"",
  ""translation_rationale"": ""The term 'Digital Humanities' is adapted from the original English phrase, with modifications to fit Herero grammar and word order.""
}",llama3.1,2026-04-03T21:41:51.9588Z,961441000.0,86943708.0,74.0,297032541.0,48.0,562943416.0,stop,Otwaalo lya Digital,"The term 'Digital Humanities' is adapted from the original English phrase, with modifications to fit Herero grammar and word order.",[],
hy,,Armenian,Digital Humanities,Թվային հումանիտար գիտություններ,2026-04-03 16:41:48,False,Թվային հումանիտար գիտություններ,False,Դժբախտ մարդիկ,False,Թվային հումանիտար գիտություններ,False,"{
  ""translated_term"": ""Համարային Անկուսակցական Գիտություն"",
  ""translation_rationale"": ""Armenian translation of 'Digital Humanities', combining 'Համարային' (digital) and 'Անկուսակցական' (humanities)""
}",llama3.1,2026-04-03T21:41:48.983392Z,2003444541.0,77617291.0,72.0,275437291.0,127.0,1617160625.0,stop,Համարային Անկուսակցական Գիտություն,"Armenian translation of 'Digital Humanities', combining 'Համարային' (digital) and 'Անկուսակցական' (humanities)",[],
hu,,Hungarian,Digital Humanities,Digitális bölcsészet,2026-04-03 16:41:44,False,Digitális humán tudományok,False,Digitális bölcsészettudományok,False,Digitális Bölcsészet,False,"{
  ""translated_term"": ""Digitális Tudományok"",
  ""translation_rationale"": ""The term 'Digital Humanities' is a calque of the original English phrase, literally translating it to Hungarian.""
}",llama3.1,2026-04-03T21:41:44.967714Z,913725500.0,83444709.0,72.0,278965166.0,46.0,536416793.0,stop,Digitális Tudományok,"The term 'Digital Humanities' is a calque of the original English phrase, literally translating it to Hungarian.",[],
ht,,Haitian,Digital Humanities,,2026-04-03 16:41:42,False,Syans Imanitè Dijital,False,Reflechi sou fason lèzòm pral viv,False,Syans imanitè dijital,False,"{""translated_term"": ""Bòkouvètman an Siprès"", ""translation_rationale"": ""Digital Humanities in Haitian Creole, combining 'bòko' (book) and 'vètman' (humanities/study), with the French loanword 'an siprès' added to indicate a digital focus""}",llama3.1,2026-04-03T21:41:42.040885Z,1265938708.0,85742583.0,73.0,279399708.0,73.0,879106793.0,stop,Bòkouvètman an Siprès,"Digital Humanities in Haitian Creole, combining 'bòko' (book) and 'vètman' (humanities/study), with the French loanword 'an siprès' added to indicate a digital focus","[{'translated_term': 'Bòkouvètman an Siprès', 'translation_rationale': ""Digital Humanities in Haitian Creole, combining 'bòko' (book) and 'vètman' (humanities/study), with the French loanword 'an siprès' added to indicate a digital focus""}]",Bòkouvètman an Siprès
hr,,Croatian,Digital Humanities,,2026-04-03 16:41:38,False,Digitalne humanističke znanosti,True,,False,Digitalne humanističke znanosti,False,"{
  ""translated_term"": ""Dijdigitalne Umanistike"",
  ""translation_rationale"": ""Combining the Croatian terms for 'digital' and 'humanities'""
}",llama3.1,2026-04-03T21:41:38.760726Z,828927875.0,81421792.0,72.0,285193834.0,39.0,449825750.0,stop,Dijdigitalne Umanistike,Combining the Croatian terms for 'digital' and 'humanities',[],
ho,,Hiri Motu,Digital Humanities,,2026-04-03 16:41:35,True,,False,NOVEMBER 3 - 5,False,,False,"{
  ""translated_term"": ""Paparita Sain"",
  ""translation_rationale"": ""Combining 'Digital' (which is a direct loanword in Hiri Motu) with the suffix '-ita', indicating something modern or up-to-date, and adding 'Sain' to refer to humanities or culture""
}",llama3.1,2026-04-03T21:41:35.91715Z,1185891542.0,86124292.0,75.0,288643458.0,68.0,790843005.0,stop,Paparita Sain,"Combining 'Digital' (which is a direct loanword in Hiri Motu) with the suffix '-ita', indicating something modern or up-to-date, and adding 'Sain' to refer to humanities or culture",[],
hi,,Hindi,Digital Humanities,अभिकलनात्मक मानविकी,2026-04-03 16:41:32,False,डिजिटल मानविकी,False,डिजिटल मानवता,False,डिजिटल मानविकी,False,"{
  ""translated_term"": ""डिजिटल मानव विज्ञान"",
  ""translation_rationale"": ""Linguistic combination of 'Digital' and 'Humanities' in Hindi""
}",llama3.1,2026-04-03T21:41:32.720534Z,893733584.0,87488042.0,72.0,300335000.0,43.0,492950876.0,stop,डिजिटल मानव विज्ञान,Linguistic combination of 'Digital' and 'Humanities' in Hindi,[],
he,מדעי הרוח הדיגיטליים,Hebrew (modern),Digital Humanities,מדעי הרוח הדיגיטליים,2026-04-03 16:41:29,False,מדעי הרוח הדיגיטליים,False,Humanital Humanities,False,מדעי הרוח הדיגיטליים,False,"{
  ""translated_term"": ""אנתרופולוגיה דיגיטלית"",
  ""translation_rationale"": ""Combining 'anthropology' (from Greek: \u2117\u03ba\u03c0\u03bb\u03cc\u03bc\u03bf\u03c3) and 'digital'""
}",llama3.1,2026-04-03T21:41:29.811923Z,1372025166.0,98765791.0,75.0,304493416.0,81.0,946660252.0,stop,אנתרופולוגיה דיגיטלית,Combining 'anthropology' (from Greek: ℗κπλόμοσ) and 'digital',[],
ha,,Hausa,Digital Humanities,,2026-04-03 16:41:26,False,Dan Adam na Dijital,False,KCharselect unicode block name,False,Digital Humanities,False,"{
  ""translated_term"": ""Digital Humanities"",
  ""translation_rationale"": ""Direct translation from English, noting that 'Humanités' in French means Humanities, so no direct Hausa equivalent exists.""
}",llama3.1,2026-04-03T21:41:26.427524Z,876523666.0,85081416.0,73.0,279252416.0,44.0,499058125.0,stop,Digital Humanities,"Direct translation from English, noting that 'Humanités' in French means Humanities, so no direct Hausa equivalent exists.",[],
gv,,Manx,Digital Humanities,,2026-04-03 16:41:23,False,Dooinney Digitagh,False,Aghtyn mair-chlaa,False,,False,"{
  ""translated_term"": ""Daa-Digital Ynstitioonaghyn"",
  ""translation_rationale"": ""Literally 'Digital Institutes' in Manx, following the standard pattern of combining 'daa-' (digital) with '-institioonaght' (institute)""
}",llama3.1,2026-04-03T21:41:23.53659Z,1125704750.0,89835584.0,73.0,281070292.0,64.0,735605292.0,stop,Daa-Digital Ynstitioonaghyn,"Literally 'Digital Institutes' in Manx, following the standard pattern of combining 'daa-' (digital) with '-institioonaght' (institute)",[],
gu,,Gujarati,Digital Humanities,,2026-04-03 16:41:20,False,ડિજિટલ હ્યુમેનિટીઝ,True,,False,ડિજિટલ માનવતા,False,"{
  ""translated_term"": ""ડીજિટલ માનવશાસ્ત્ર"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' into Gujarati""
}",llama3.1,2026-04-03T21:41:20.395717Z,1122910834.0,106559500.0,73.0,285315708.0,62.0,713623540.0,stop,ડીજિટલ માનવશાસ્ત્ર,Literal translation of 'Digital Humanities' into Gujarati,[],
gn,,Guaraní,Digital Humanities,,2026-04-03 16:41:17,False,Humanidades Digitales rehegua,True,,False,,False,"{
  ""translated_term"": ""Tatãme Técnikas Humanitárias Digitales"",
  ""translation_rationale"": ""Combining the Guaraní terms for 'humanities' (Tatãme) and 'digital' (Técnikas), as well as a more general term for 'digitals' or 'technologies'""
}",llama3.1,2026-04-03T21:41:17.260722Z,1314084875.0,73032959.0,74.0,289028583.0,78.0,927774000.0,stop,Tatãme Técnikas Humanitárias Digitales,"Combining the Guaraní terms for 'humanities' (Tatãme) and 'digital' (Técnikas), as well as a more general term for 'digitals' or 'technologies'",[],
gl,,Galician,Digital Humanities,,2026-04-03 16:41:13,False,Humanidades Dixitais,False,Humanos dixitais,False,Humanidades Dixitais,False,"{""translated_term"": ""Humanidades Digitais"", ""translation_rationale"": ""Direct translation from English, following standard Galician terminology for Digital Humanities.""}",llama3.1,2026-04-03T21:41:13.936503Z,782950250.0,75911542.0,73.0,328973125.0,32.0,368226044.0,stop,Humanidades Digitais,"Direct translation from English, following standard Galician terminology for Digital Humanities.","[{'translated_term': 'Humanidades Digitais', 'translation_rationale': 'Direct translation from English, following standard Galician terminology for Digital Humanities.'}]",Humanidades Digitais
gd,,Scottish Gaelic,Digital Humanities,,2026-04-03 16:41:11,False,Daonnachdan Didseatach,True,,False,Daonnachdan Didseatach,False,"{
  ""translated_term"": ""Eachdraidh Dhiadhaill"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' using Gaelic roots: 'eachdraidh' for 'digital' (from 'eachd', meaning 'fingernail', but here implying 'tiny' or 'of the digital kind') and 'Dhiadhaill' from 'dhiaidh', related to 'digit' in English""
}",llama3.1,2026-04-03T21:41:11.144458Z,1541476708.0,85978833.0,74.0,284981500.0,97.0,1141208918.0,stop,Eachdraidh Dhiadhaill,"Literal translation of 'Digital Humanities' using Gaelic roots: 'eachdraidh' for 'digital' (from 'eachd', meaning 'fingernail', but here implying 'tiny' or 'of the digital kind') and 'Dhiadhaill' from 'dhiaidh', related to 'digit' in English",[],
ga,,Irish,Digital Humanities,,2026-04-03 16:41:07,False,Daonnachtaí Digiteacha,False,Daonnachtaí Digiteacha,False,Daonnachtaí Digiteacha,False,"{
  ""translated_term"": ""Daonnascanna Digiteacha"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' using Irish equivalents for 'digital' and 'humanities'""
}",llama3.1,2026-04-03T21:41:07.588194Z,886245334.0,84371750.0,72.0,296613250.0,43.0,492088834.0,stop,Daonnascanna Digiteacha,Literal translation of 'Digital Humanities' using Irish equivalents for 'digital' and 'humanities',[],
fy,,Western Frisian,Digital Humanities,,2026-04-03 16:41:04,False,Digitale Humaniora,True,,False,Digital Humanities,False,"{
  ""translated_term"": ""Digitale Minskunde"",
  ""translation_rationale"": ""Combination of 'digitale' (digital) and 'Minskunde' (humanities), following the Dutch pattern""
}",llama3.1,2026-04-03T21:41:04.690584Z,941841208.0,80460083.0,75.0,287347917.0,48.0,559145417.0,stop,Digitale Minskunde,"Combination of 'digitale' (digital) and 'Minskunde' (humanities), following the Dutch pattern",[],
fr,Humanités numériques,French,Digital Humanities,Humanités numériques,2026-04-03 16:41:01,False,Humanités numériques,False,Humanités numériques,False,Humanités numériques,False,"{
  ""translated_term"": ""Humanités numériques"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' using French equivalents for 'digital' and 'humanities'""
}",llama3.1,2026-04-03T21:41:01.73328Z,849090917.0,73681583.0,72.0,287143000.0,41.0,475760337.0,stop,Humanités numériques,Literal translation of 'Digital Humanities' using French equivalents for 'digital' and 'humanities',[],
fo,,Faroese,Digital Humanities,,2026-04-03 16:40:58,False,Talgild hugvísindi,True,,False,,False,"{
  ""translated_term"": ""Digtal heimspeki"",
  ""translation_rationale"": ""The Faroese language uses the Latin alphabet and the word order is similar to English, so it's a relatively straightforward translation. 'Digital' becomes 'digtal', and 'Humanities' becomes 'heimspeki', which roughly translates to 'world knowledge' or 'universal sciences'.""
}",llama3.1,2026-04-03T21:40:58.87199Z,1457730917.0,119578542.0,74.0,290836125.0,85.0,1020970749.0,stop,Digtal heimspeki,"The Faroese language uses the Latin alphabet and the word order is similar to English, so it's a relatively straightforward translation. 'Digital' becomes 'digtal', and 'Humanities' becomes 'heimspeki', which roughly translates to 'world knowledge' or 'universal sciences'.",[],
fj,,Fijian,Digital Humanities,,2026-04-03 16:40:55,False,Digitaki ni tamata,False,Cata na iTovo ni Tamata,False,,False,"{
  ""translated_term"": ""Niu Kedrai Vakabula"",
  ""translation_rationale"": ""Combining 'Niukala' (digital) and 'Vakabula' (humanities) to create a term that reflects the fusion of digital technologies with humanities disciplines.""
}",llama3.1,2026-04-03T21:40:55.400574Z,1152818208.0,82794125.0,74.0,320857250.0,61.0,731309579.0,stop,Niu Kedrai Vakabula,Combining 'Niukala' (digital) and 'Vakabula' (humanities) to create a term that reflects the fusion of digital technologies with humanities disciplines.,[],
fi,Digitaaliset ihmistieteet,Finnish,Digital Humanities,Digitaaliset ihmistieteet,2026-04-03 16:40:52,False,Digitaaliset humanistiset tieteet,False,Digitaaliset humanistiset tieteet,False,Digitaaliset humanistiset tieteet,False,"{
  ""translated_term"": ""Digitaalisen humanistikan"",
  ""translation_rationale"": ""Termiä on käytetty suomenkielisessä kontekstissa, jossa siihen viitataan yleensä englanninkielisten termejämme käännöksinä""
}",llama3.1,2026-04-03T21:40:52.235737Z,1276879917.0,82913000.0,72.0,291327375.0,74.0,879856214.0,stop,Digitaalisen humanistikan,"Termiä on käytetty suomenkielisessä kontekstissa, jossa siihen viitataan yleensä englanninkielisten termejämme käännöksinä",[],
fa,,Persian,Digital Humanities,علوم انسانی دیجیتال,2026-04-03 16:40:45,False,علوم انسانی دیجیتال,True,,False,علوم انسانی دیجیتال,False,"{""translated_term"": ""\u0627\u062f\u0648\u06cc\u062a \u0627\u062e\u062b\u0631\u0627\u06af\u06cc \u062f\u062a\u062e\u0627\u0628\u06cc"", ""translation_rationale"": ""Digital Humanities""}",llama3.1,2026-04-03T21:40:45.665195Z,1301992459.0,85537459.0,72.0,316687208.0,72.0,878391880.0,stop,ادویت اخثراگی دتخابی,Digital Humanities,"[{'translated_term': 'ادویت اخثراگی دتخابی', 'translation_rationale': 'Digital Humanities'}]",ادویت اخثراگی دتخابی
eu,,Basque,Digital Humanities,Humanitate digitalak,2026-04-03 16:40:42,False,Humanitate Digitalak,False,Gizatasun digitalak,False,Humanitate Digitalak,False,"{
  ""translated_term"": ""Arte Digitaleko ikaskuntzak"",
  ""translation_rationale"": ""Translation of 'Digital Humanities' using Basque equivalents for 'digital' (elektriko) and 'humanities' (ikaskuntza)""
}",llama3.1,2026-04-03T21:40:42.349924Z,1084507209.0,85924750.0,73.0,291052667.0,58.0,688933459.0,stop,Arte Digitaleko ikaskuntzak,Translation of 'Digital Humanities' using Basque equivalents for 'digital' (elektriko) and 'humanities' (ikaskuntza),[],
et,,Estonian,Digital Humanities,Digihumanitaaria,2026-04-03 16:40:39,False,Digitaalsed humanitaarteadused,False,Digitaalsed humanitaarteadused,False,Digitaalhumanitaaria,False,"{
  ""translated_term"": ""Digitaalne humanitaaria"",
  ""translation_rationale"": ""Combining 'digitaalne' (digital) and 'humanitaaria' (humanities)""
}",llama3.1,2026-04-03T21:40:39.247377Z,926456166.0,79754291.0,73.0,299755709.0,44.0,531375212.0,stop,Digitaalne humanitaaria,Combining 'digitaalne' (digital) and 'humanitaaria' (humanities),[],
es,Humanidades digitales,Spanish; Castilian,Digital Humanities,Humanidades digitales,2026-04-03 16:40:36,False,Humanidades digitales,False,Humanidades digitales,False,Humanidades digitales,False,"{
  ""translated_term"": ""Humanidades Digitales"",
  ""translation_rationale"": ""Direct translation of 'Digital Humanities' into Spanish, combining the adjective 'digital' with the noun 'humanities'""
}",llama3.1,2026-04-03T21:40:36.302446Z,917583417.0,76674292.0,75.0,311938250.0,44.0,514414749.0,stop,Humanidades Digitales,"Direct translation of 'Digital Humanities' into Spanish, combining the adjective 'digital' with the noun 'humanities'",[],
eo,,Esperanto,Digital Humanities,,2026-04-03 16:40:33,False,Ciferecaj Homstudoj,False,Ciferecaj homoj,False,Ciferecaj Homaroj,False,"{
  ""translated_term"": ""Digiĉumanitarismo"",
  ""translation_rationale"": ""Combining 'digital' and 'humanities' in Esperanto, resulting in a single word that combines the two concepts.""
}",llama3.1,2026-04-03T21:40:33.370203Z,979923375.0,81331209.0,73.0,294571292.0,49.0,586781833.0,stop,Digiĉumanitarismo,"Combining 'digital' and 'humanities' in Esperanto, resulting in a single word that combines the two concepts.",[],
en,Digital Humanities,English,Digital Humanities,digital humanities,2026-04-03 16:40:30,False,Digital Humanities,True,,False,Digital Humanities,False,"{
  ""translated_term"": ""Humanités numériques"",
  ""translation_rationale"": ""Literal translation from French, combining 'numérique' (digital) and 'humanités' (humanities)""
}",llama3.1,2026-04-03T21:40:30.379403Z,889616291.0,73206875.0,72.0,294346708.0,44.0,508289671.0,stop,Humanités numériques,"Literal translation from French, combining 'numérique' (digital) and 'humanités' (humanities)",[],
el,,"Greek, Modern",Digital Humanities,Ψηφιακές Ανθρωπιστικές Επιστήμες,2026-04-03 16:40:27,False,Ψηφιακές Ανθρωπιστικές Επιστήμες,False,Ψηφιακές Ανθρωπιστικές Επιστήμες,False,Ψηφιακές Ανθρωπιστικές Επιστήμες,False,"{
  ""translated_term"": ""Διγλωσκοί Εικαστική Ανθρωπολογία"",
  ""translation_rationale"": ""Combination of \""Δίγλωσσο\"" (digital) and \""Ανθρωπολογία\"" (humanities)""
}",llama3.1,2026-04-03T21:40:27.480615Z,1105045875.0,81074375.0,74.0,335400083.0,57.0,670053336.0,stop,Διγλωσκοί Εικαστική Ανθρωπολογία,"Combination of ""Δίγλωσσο"" (digital) and ""Ανθρωπολογία"" (humanities)",[],
ee,,Ewe,Digital Humanities,,2026-04-03 16:40:24,False,Digitál Amegbetɔŋutinunya,False,Internet Dzi Nu Siwo Gbɔ Míaƒe Ŋutete Ŋu Tsoe,False,,False,"{
  ""translated_term"": ""Gbeŋɔ la Gbegese"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Ewe by combining the concepts of 'digital' (which can be expressed as 'Gbeŋɔ', related to computers and technology) with 'humanities' (approximated by 'la Gbegese', which refers to knowledge, wisdom, or humanities in a broad sense).""
}",llama3.1,2026-04-03T21:40:24.36228Z,1545654000.0,81308375.0,73.0,300327167.0,96.0,1133627381.0,stop,Gbeŋɔ la Gbegese,"The term 'Digital Humanities' is translated into Ewe by combining the concepts of 'digital' (which can be expressed as 'Gbeŋɔ', related to computers and technology) with 'humanities' (approximated by 'la Gbegese', which refers to knowledge, wisdom, or humanities in a broad sense).",[],
dz,,Dzongkha,Digital Humanities,,2026-04-03 16:40:20,False,དྲ་རྒྱའི་མི་རིགས།,True,,False,,False,"{""translated_term"": ""Tshod phug pa'i gzheng lugs"", ""translation_rationale"": ""Digital Humanities is translated by combining the Dzongkha words for \""digit\"" (tshod phug pa) and \""humanities\"" (gzheng lugs). In this translation, tshod phug pa refers to digital in a broad sense, encompassing technology and computers. gzheng lugs is a loanword from the English word 'humanities', referring to academic disciplines like literature, history, and philosophy.""}",llama3.1,2026-04-03T21:40:20.802352Z,1822880583.0,76504333.0,76.0,336874208.0,116.0,1376244827.0,stop,Tshod phug pa'i gzheng lugs,"Digital Humanities is translated by combining the Dzongkha words for ""digit"" (tshod phug pa) and ""humanities"" (gzheng lugs). In this translation, tshod phug pa refers to digital in a broad sense, encompassing technology and computers. gzheng lugs is a loanword from the English word 'humanities', referring to academic disciplines like literature, history, and philosophy.","[{'translated_term': ""Tshod phug pa'i gzheng lugs"", 'translation_rationale': 'Digital Humanities is translated by combining the Dzongkha words for ""digit"" (tshod phug pa) and ""humanities"" (gzheng lugs). In this translation, tshod phug pa refers to digital in a broad sense, encompassing technology and computers. gzheng lugs is a loanword from the English word \'humanities\', referring to academic disciplines like literature, history, and philosophy.'}]",Tshod phug pa'i gzheng lugs
dv,,Divehi; Maldivian;,Digital Humanities,,2026-04-03 16:40:16,False,ދިރާގު ހިއުމަނިޓީސް އެވެ,True,,False,,False,"{
  ""translated_term"": ""Dijitaila Nātikas"",
  ""translation_rationale"": ""Combining the Maldivian loanword 'dijital' (digital) with the English-derived term 'Humanities'""
}",llama3.1,2026-04-03T21:40:16.9673Z,968906625.0,83393458.0,78.0,284614250.0,51.0,585167294.0,stop,Dijitaila Nātikas,Combining the Maldivian loanword 'dijital' (digital) with the English-derived term 'Humanities',[],
de,digitale Geisteswissenschaften,German,Digital Humanities,Digital Humanities,2026-04-03 16:40:13,False,Digitale Geisteswissenschaften,False,Digitale Geisteswissenschaften,False,Digitale Geisteswissenschaften,False,"{""translated_term"": ""Digitale Geisteswissenschaften"", ""translation_rationale"": ""Term coined in English, refers to the intersection of humanities and digital technology; translated literally into German""}",llama3.1,2026-04-03T21:40:13.985915Z,836415166.0,81527458.0,72.0,284788375.0,40.0,457450624.0,stop,Digitale Geisteswissenschaften,"Term coined in English, refers to the intersection of humanities and digital technology; translated literally into German","[{'translated_term': 'Digitale Geisteswissenschaften', 'translation_rationale': 'Term coined in English, refers to the intersection of humanities and digital technology; translated literally into German'}]",Digitale Geisteswissenschaften
da,,Danish,Digital Humanities,,2026-04-03 16:40:11,False,Digitale humaniora,False,Digitale humaniora,False,Digital humaniora,False,"{
  ""translated_term"": ""Digitale humaniora"",
  ""translation_rationale"": ""Direct translation of the phrase, combining 'digitale' (digital) and 'humaniora' (humanities)""
}",llama3.1,2026-04-03T21:40:11.136998Z,903995250.0,84098625.0,72.0,281525416.0,46.0,524712711.0,stop,Digitale humaniora,"Direct translation of the phrase, combining 'digitale' (digital) and 'humaniora' (humanities)",[],
cy,Dyniaethau digidol,Welsh,Digital Humanities,Dyniaethau digidol,2026-04-03 16:40:08,False,Dyniaethau Digidol,False,"Person UnigolCity name (optional, probably does not need a translation)",False,Dyniaethau Digidol,False,"{
  ""translated_term"": ""Ddigiteithrwydd Dynatigrwydd"",
  ""translation_rationale"": ""Combining the Welsh word 'ddigiteithrwydd' (digital) with the subject term 'Dynatigrwydd' (Humanities)""
}",llama3.1,2026-04-03T21:40:08.220271Z,1096328666.0,85110250.0,72.0,282030958.0,61.0,711296247.0,stop,Ddigiteithrwydd Dynatigrwydd,Combining the Welsh word 'ddigiteithrwydd' (digital) with the subject term 'Dynatigrwydd' (Humanities),[],
cv,,Chuvash,Digital Humanities,,2026-04-03 16:40:05,False,Цифра гуманитари,True,,False,,False,"{
  ""translated_term"": ""Çĕнтерӳ вулавăшăмлакилĕ"",
  ""translation_rationale"": ""Using the Chuvash word for 'digital' (çĕнтерӳ) and 'humanities' (вулавăшăмлакилĕ)""
}",llama3.1,2026-04-03T21:40:05.111093Z,1242051667.0,81738334.0,74.0,281408958.0,73.0,857314003.0,stop,Çĕнтерӳ вулавăшăмлакилĕ,Using the Chuvash word for 'digital' (çĕнтерӳ) and 'humanities' (вулавăшăмлакилĕ),[],
cu,,Old Church Slavonic,Digital Humanities,,2026-04-03 16:40:01,True,,True,,False,,False,"{
  ""translated_term"": ""Богословска цифровая культура"",
  ""translation_rationale"": ""I used the words 'богословска' (relating to theology) and 'цифровая культура' (digital culture), as they are a close equivalent to the English term 'Digital Humanities'.""
}",llama3.1,2026-04-03T21:40:01.85033Z,1234888459.0,84118042.0,75.0,282660958.0,73.0,846051460.0,stop,Богословска цифровая культура,"I used the words 'богословска' (relating to theology) and 'цифровая культура' (digital culture), as they are a close equivalent to the English term 'Digital Humanities'.",[],
cs,,Czech,Digital Humanities,Digitální humanitní vědy,2026-04-03 16:39:58,False,Digitální humanitní vědy,False,Digitální humanity,False,Digitální humanitní vědy,False,"{
  ""translated_term"": ""Digitální humanitní vedy"",
  ""translation_rationale"": ""Combining 'digitální' (digital) and 'humanitní vedy' (humanities)""
}",llama3.1,2026-04-03T21:39:58.601269Z,868100625.0,85392708.0,72.0,280978500.0,43.0,488982329.0,stop,Digitální humanitní vedy,Combining 'digitální' (digital) and 'humanitní vedy' (humanities),[],
cr,,Cree,Digital Humanities,,2026-04-03 16:39:55,True,,True,,False,,False,"{""translated_term"": ""Tatitânôwak kâkikâtowin"", ""translation_rationale"": ""Composition numérique, combining the Cree word for 'digital' (tatitânôwak) with a phrase indicating its focus on humanities research (kâkikâtowin), which roughly translates to 'study of human things'. The term combines elements from the language to convey a concept that doesn't exist in traditional Cree vocabulary.""}",llama3.1,2026-04-03T21:39:55.721408Z,1483979541.0,86300208.0,72.0,283223625.0,94.0,1087832579.0,stop,Tatitânôwak kâkikâtowin,"Composition numérique, combining the Cree word for 'digital' (tatitânôwak) with a phrase indicating its focus on humanities research (kâkikâtowin), which roughly translates to 'study of human things'. The term combines elements from the language to convey a concept that doesn't exist in traditional Cree vocabulary.","[{'translated_term': 'Tatitânôwak kâkikâtowin', 'translation_rationale': ""Composition numérique, combining the Cree word for 'digital' (tatitânôwak) with a phrase indicating its focus on humanities research (kâkikâtowin), which roughly translates to 'study of human things'. The term combines elements from the language to convey a concept that doesn't exist in traditional Cree vocabulary.""}]",Tatitânôwak kâkikâtowin
co,,Corsican,Digital Humanities,,2026-04-03 16:39:52,False,Umanità Digitale,True,,False,Umanità digitale,False,"{
  ""translated_term"": ""Umanità Digitali"",
  ""translation_rationale"": ""Combination of Corsican words \""umanità\"" (humanities) and \""digitali\"" (digital)""
}",llama3.1,2026-04-03T21:39:52.223445Z,884765666.0,83144541.0,73.0,277937458.0,44.0,509556881.0,stop,Umanità Digitali,"Combination of Corsican words ""umanità"" (humanities) and ""digitali"" (digital)",[],
