language_code,language_name,term_source,gemini_translated_term,gemini_translation_rationale,gemini_model,gemini_created,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude,claude_translated_term,claude_translation_rationale,claude_model,claude_stop_reason,claude_created,claude_total_tokens,claude_input_tokens,claude_output_tokens,exclude_gemini
udm,Udmurt,Digital Humanities,Цифровой гуманитаристика,"Udmurt does not have a direct equivalent for 'Digital Humanities'. 'Цифровой' (tsifrovoy) means 'digital', and 'гуманитаристика' (gumanitaristika) is a loanword from Russian meaning 'humanities' or 'humanitarian studies'. This combination is the most direct and understandable translation.",gemini-2.5-flash,2026-04-07T01:17:29.329598,,,2026-04-07 01:17:29,False,Цифровой гуманитарной наукаос,False,,False,,False,"{""translated_term"": ""\u0414\u0438\u0433\u0438\u0442\u0430\u043b\u044c\u043d\u0430\u044f \u0423\u043c\u0435\u0439\u0441\u0442\u0432\u043e"", ""translation_rationale"": ""Udmurt translation of 'Digital Humanities' using Russian loanwords and calques""}",llama3.1,2026-04-07T00:04:16.68395Z,1818995750.0,102833000.0,75.0,354986333.0,88.0,1337350586.0,stop,Дигитальная Умейство,Udmurt translation of 'Digital Humanities' using Russian loanwords and calques,"[{'translated_term': 'Дигитальная Умейство', 'translation_rationale': ""Udmurt translation of 'Digital Humanities' using Russian loanwords and calques""}]",Дигитальная Умейство,False,Цифровыд гуманитарий,67.0,1775520493.0,stop,gpt-4o-2024-08-06,71.0,138.0,"The term 'Цифровыд' is used for 'Digital' and 'гуманитарий' for 'Humanities' in Udmurt, directly translating the components of 'Digital Humanities'.",,False,Цифра гуманитар тодосъёс,"Direct translation using 'Цифра' (digital/numerical), 'гуманитар' (humanitarian/humanities borrowed term), and 'тодосъёс' (sciences/knowledge in plural). This follows Udmurt compound noun formation patterns for academic terminology.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:14:11.813720,170.0,76.0,94.0,False
tum,Tumbuka,Digital Humanities,Umunthu wa pa Digital,"The term 'Umunthu' refers to 'humanity' or 'humaneness' in Tumbuka, capturing the 'Humanities' aspect. 'Pa Digital' directly translates to 'on digital' or 'digital,' specifying the medium. This combination conveys the meaning of 'Digital Humanities' as the study of humanity in the digital realm.",gemini-2.5-flash,2026-04-07T01:17:27.164927,,,2026-04-07 01:17:27,False,Ŵanthu ŵa pa intaneti,False,,False,,False,"{""translated_term"": """", ""translation_rationale"": ""Unfortunately, I do not have a Tumbuka dictionary, so I was unable to find an accurate translation for 'Digital Humanities'. If you'd like, I can try to help with other languages or provide information on how to access the necessary resources for this translation.""",llama3.1,2026-04-07T00:04:12.843145Z,1242550875.0,91201625.0,74.0,347646416.0,65.0,783518912.0,stop,,"Unfortunately, I do not have a Tumbuka dictionary, so I was unable to find an accurate translation for 'Digital Humanities'. If you'd like, I can try to help with other languages or provide information on how to access the necessary resources for this translation.",[],,False,Sayansi ya Anthu ya Pa Intaneti,73.0,1775520490.0,stop,gpt-4o-2024-08-06,70.0,143.0,"Tumbuka often uses descriptive phrases for modern concepts. 'Sayansi ya Anthu' refers to the study or science of people, and 'ya Pa Intaneti' indicates that it involves the internet or digital realm.",,False,Uremwi wa Digito,"Combines 'uremwi' (knowledge/learning/scholarship) with 'wa digito' (digital/of computers), following Tumbuka grammatical structure for compound terms in academic contexts",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:14:07.008781,146.0,76.0,70.0,False
tpi,Tok Pisin,Digital Humanities,Sains Olgeta Bilong Kompiuta na Histori Bilong Manmeri,"Tok Pisin lacks a direct equivalent for 'Digital Humanities'. This translation breaks down the concept: 'Sains Olgeta Bilong Kompiuta' means 'all computer science' or 'the science of computers', representing the 'digital' aspect. 'na Histori Bilong Manmeri' means 'and the history of people/humanity', representing the 'humanities' aspect. This compound phrase aims to convey the interdisciplinary nature.",gemini-2.5-flash,2026-04-07T01:17:25.239410,,,2026-04-07 01:17:25,False,Dijitel Humanitis,False,Ol Samting Ol Man i Mekim,False,,False,"{
  ""translated_term"": ""Buk bilong Intanet Humani"",
  ""translation_rationale"": ""Using Tok Pisin's standard word order and vocabulary, 'Digital' becomes 'Buk', meaning book or digit, and 'Humanities' is translated to 'Intanet Humani', emphasizing the online aspect of the field.""
}",llama3.1,2026-04-07T00:04:09.583867Z,1353833750.0,92524417.0,75.0,353345416.0,73.0,886785164.0,stop,Buk bilong Intanet Humani,"Using Tok Pisin's standard word order and vocabulary, 'Digital' becomes 'Buk', meaning book or digit, and 'Humanities' is translated to 'Intanet Humani', emphasizing the online aspect of the field.",[],,False,Save long Nupela Save,70.0,1775520487.0,stop,gpt-4o-2024-08-06,71.0,141.0,"Tok Pisin often combines words to create new terms. 'Save' refers to knowledge or understanding, and 'Nupela Save' means new understanding. Together, it conveys the concept of Digital Humanities as a modern field of knowledge.",,False,Wok bilong Komputa long Buk na Pasin bilong Man,"Literal translation meaning 'Work of Computer on Books and Ways of Humans' - combines 'wok bilong komputa' (computer/digital work) with 'buk na pasin bilong man' (humanities, encompassing books/knowledge and human culture/customs)",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:14:01.992586,174.0,77.0,97.0,False
tokipona,tokipona,Digital Humanities,ijo sona li kama jo e ilo,"This translates to 'knowledge things come to have tools'. 'ijo sona' (knowledge things) represents 'Humanities', and 'kama jo e ilo' (come to have tools) signifies 'Digital' or the application of tools/technology.",gemini-2.5-flash,2026-04-07T01:17:22.525545,,,2026-04-07 01:17:22,False,,False,,False,,False,"{""translated_term"": ""Sina nanpa ni"", ""translation_rationale"": ""In Toki Pona, 'digital' is translated as 'sina' (meaning 'computer') and 'humanities' is translated as 'nanpa ni' (meaning 'use of knowledge'). The term 'Digital Humanities' would literally mean 'Computer Knowledge'. Note that Toki Pona is a constructed language designed to be simple and easy to learn, so its translations might not always perfectly capture the nuances of the original terms.""}",llama3.1,2026-04-07T00:04:06.21275Z,1720919625.0,83482291.0,76.0,351929958.0,107.0,1254718709.0,stop,Sina nanpa ni,"In Toki Pona, 'digital' is translated as 'sina' (meaning 'computer') and 'humanities' is translated as 'nanpa ni' (meaning 'use of knowledge'). The term 'Digital Humanities' would literally mean 'Computer Knowledge'. Note that Toki Pona is a constructed language designed to be simple and easy to learn, so its translations might not always perfectly capture the nuances of the original terms.","[{'translated_term': 'Sina nanpa ni', 'translation_rationale': ""In Toki Pona, 'digital' is translated as 'sina' (meaning 'computer') and 'humanities' is translated as 'nanpa ni' (meaning 'use of knowledge'). The term 'Digital Humanities' would literally mean 'Computer Knowledge'. Note that Toki Pona is a constructed language designed to be simple and easy to learn, so its translations might not always perfectly capture the nuances of the original terms.""}]",Sina nanpa ni,False,tomo pi jan poki,89.0,1775520484.0,stop,gpt-4o-2024-08-06,72.0,161.0,"In Toki Pona, 'tomo' can mean a space or a concept, 'pi' acts as a separator for the compound, 'jan' refers to people, and 'poki' relates to data or storage. This reflects 'Digital Humanities' as a domain where people interact with digital data.",,False,sona pi ilo nanpa,"In Toki Pona, 'sona' means knowledge/learning, 'ilo' means tool/device, and 'nanpa' means number/digital. Combined with 'pi' (of/relating to), this creates 'knowledge of digital tools,' which captures the essence of Digital Humanities.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:57.050655,170.0,76.0,94.0,False
tlh,Klingon,Digital Humanities,ghom'a' Qan law' Hoch Qan,"This translates to 'computer knowledge and all knowledge,' aiming to capture the interdisciplinary nature of Digital Humanities. 'ghom'a'' is 'computer' and 'Qan' is 'knowledge'. 'law'' is 'and' and 'Hoch' is 'all'.",gemini-2.5-flash,2026-04-07T01:17:20.595905,,,2026-04-07 01:17:20,False,,False,,False,,False,"{
  ""translated_term"": ""qongwIj DaH"",
  ""translation_rationale"": ""A combination of 'qon' (digital) and 'wIj DaH' (humanities)""
}",llama3.1,2026-04-07T00:04:02.468217Z,989456833.0,88265708.0,74.0,365407459.0,46.0,522565125.0,stop,qongwIj DaH,A combination of 'qon' (digital) and 'wIj DaH' (humanities),[],,False,potlh QeHghach,91.0,1775520481.0,stop,gpt-4o-2024-08-06,69.0,160.0,"The translation of 'Digital Humanities' into Klingon involves considering the cultural and linguistic context of the language. 'Potlh' translates to 'important' or 'significant,' capturing the significance of humanities. 'QeHghach' links to 'technology' or digital advancements as inferred through existing Klingon lexicon and culture.",,False,De' QaQ Sov,"Combines 'De'' (data/information), 'QaQ' (good/quality), and 'Sov' (knowledge/science) to convey the computational study of humanities, as Klingon lacks a direct equivalent for 'digital humanities'",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:52.563708,160.0,76.0,84.0,False
tet,Tetum,Digital Humanities,Umanidade Dijitál,"This translates 'Digital' as 'Dijitál' (a common loanword or adaptation in Tetum) and 'Humanities' as 'Umanidade', which refers to the humanistic studies or disciplines. The combination directly conveys the meaning.",gemini-2.5-flash,2026-04-07T01:17:18.671401,,,2026-04-07 01:17:18,False,Umanidade Dijitál,False,,False,,False,"{""translated_term"": ""Omaun ba iha Internet"", ""translation_rationale"": ""Literally 'Humanities in the Internet' or 'Humanidades Digitais'.""}",llama3.1,2026-04-07T00:03:59.456563Z,873722250.0,81773458.0,73.0,349128417.0,38.0,430877625.0,stop,Omaun ba iha Internet,Literally 'Humanities in the Internet' or 'Humanidades Digitais'.,"[{'translated_term': 'Omaun ba iha Internet', 'translation_rationale': ""Literally 'Humanities in the Internet' or 'Humanidades Digitais'.""}]",Omaun ba iha Internet,False,Humanidades Digital,78.0,1775520478.0,stop,gpt-4o-2024-08-06,69.0,147.0,"Tetum often borrows from both Portuguese and English, especially for academic and technical terms. 'Humanidades' is derived from Portuguese for 'Humanities', and 'Digital' is used directly from English, making 'Humanidades Digital' an intuitive translation in the context of modern academic discourse.",,False,Umanidade Dijitál,"Tetum borrows from Portuguese and uses 'Umanidade' (from Portuguese 'Humanidades') for humanities and 'Dijitál' (adapted from Portuguese 'Digital') for digital, following Tetum's common practice of adapting Portuguese loanwords for technical and academic terms.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:48.894165,167.0,75.0,92.0,False
sco,Scots,Digital Humanities,Digital Humanities,"Scots, like many languages, often borrows technical or academic terms directly from English, especially when a precise, established equivalent doesn't exist. 'Digital Humanities' is a relatively new, specialized field. While one could attempt a more descriptive Scots phrase (e.g., 'Computin an Humaniora' or 'Leir o Fowk an Computin'), the direct borrowing is common practice for such terms and maintains clarity and recognition within the academic community. 'Humanities' itself is often borrowed or rendered as 'Humaniora' in academic Scots contexts, but 'Digital Humanities' is frequently used as a direct loan.",gemini-2.5-flash,2026-04-07T01:17:16.670659,,,2026-04-07 01:17:16,False,,False,,False,,False,"{
  ""translated_term"": ""Digiyal Humanitees"",
  ""translation_rationale"": ""Adaptation o the English term, makin use o Scots equivalents fer 'digital' an 'humanities'.""
}",llama3.1,2026-04-07T00:03:56.56389Z,965669042.0,70727500.0,72.0,356366833.0,46.0,524446877.0,stop,Digiyal Humanitees,"Adaptation o the English term, makin use o Scots equivalents fer 'digital' an 'humanities'.",[],,False,Digital Humanities,49.0,1775520475.0,stop,gpt-4o-2024-08-06,68.0,117.0,"In Scots, terms related to modern disciplines and technology like 'Digital Humanities' are often borrowed directly from English without significant alteration, retaining their original form.",,False,Digital Humanities,"Scots typically borrows modern technical and academic terms directly from English, particularly recent compounds like 'Digital Humanities' which has no established Scots equivalent.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:43.284626,127.0,74.0,53.0,False
scn,Sicilian,Digital Humanities,Umanitati Digitali,"This is a direct and accurate translation. 'Umanitati' means 'Humanities' and 'Digitali' means 'Digital'. It follows the common pattern for such compound terms in Sicilian, mirroring the structure of the original English.",gemini-2.5-flash,2026-04-07T01:17:14.053477,,,2026-04-07 01:17:14,False,Scienzi umanistichi diggitali,False,,False,,False,"{
  ""translated_term"": ""Umanità digitàli"",
  ""translation_rationale"": ""Borrowed from Italian, as Digital Humanities is an English term that has been adopted in Italian""
}",llama3.1,2026-04-07T00:03:53.579129Z,960422375.0,84582291.0,73.0,373224292.0,43.0,488540997.0,stop,Umanità digitàli,"Borrowed from Italian, as Digital Humanities is an English term that has been adopted in Italian",[],,False,Umanitati Digitali,82.0,1775520471.0,stop,gpt-4o-2024-08-06,70.0,152.0,"The term 'Digital Humanities' is translated into Sicilian as 'Umanitati Digitali,' where 'Umanitati' corresponds to 'Humanities' and 'Digitali' corresponds to 'Digital.' Both terms are adapted to the Sicilian language, following a similar structure to the Italian translation.",,False,Umanistichi Digitali,"Direct translation maintaining the established academic terminology, with 'Umanistichi' (Humanities) and 'Digitali' (Digital) adapted to Sicilian phonology and morphology from Italian 'Umanistiche Digitali'",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:39.609686,155.0,75.0,80.0,False
roa-rup,Aromanian,Digital Humanities,Umanitate Digitalã,"This translates 'Digital' as 'Digitalã' (feminine adjective agreeing with 'Umanitate') and 'Humanities' as 'Umanitate', which encompasses the broader sense of humanistic studies in Aromanian. While 'Umanitate' can also mean 'humanity' in the sense of the human race, in this context, it is the most appropriate and widely understood term for the academic field.",gemini-2.5-flash,2026-04-07T01:17:12.135179,,,2026-04-07 01:17:12,False,,False,,False,,False,"{
""translated_term"": ""Umanitar Digital"",
""translation_rationale"": ""Combining the Aromanian words 'umanitar' (humanitarian) and 'digital'""
}",llama3.1,2026-04-07T00:03:50.597828Z,883256125.0,85319334.0,77.0,350880417.0,38.0,434957333.0,stop,Umanitar Digital,Combining the Aromanian words 'umanitar' (humanitarian) and 'digital',[],,False,Humanități Digitale,60.0,1775520469.0,stop,gpt-4o-2024-08-06,72.0,132.0,"Aromanian often uses similar roots as Romanian for academic terms, and 'Digital Humanities' would directly translate as 'Humanități Digitale' to maintain comprehension amongst speakers familiar with Romanian.",,False,Umanitãtsã Digitali,"Direct translation following Aromanian grammar rules where 'Umanitãtsã' means 'Humanities' (from Latin humanitas) and 'Digitali' means 'Digital', using the typical Aromanian adjective-noun construction with feminine singular agreement.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:35.779478,165.0,78.0,87.0,False
rmy,Romani,Digital Humanities,Digitalno Manušipen,"This translation combines 'digitalno' (digital) and 'manušipen' (humanities/humanity/human knowledge). 'Manušipen' is a broad term that encompasses the study of human culture, history, and thought, making it suitable for 'humanities'. 'Digitalno' is a direct and understandable adjective.",gemini-2.5-flash,2026-04-07T01:17:10.111301,,,2026-04-07 01:17:10,False,Digitalno Humaniàlo,False,,False,,False,"{""translated_term"": ""Džipal Varsmaneshi"", ""translation_rationale"": ""Combination of 'digital' and 'humanities' into Romani, using džipal (digital) and varsmaneshi (human sciences/humanities), a common term in Romani scholarship""}",llama3.1,2026-04-07T00:03:47.696221Z,1291342958.0,84334667.0,74.0,419441250.0,65.0,767717118.0,stop,Džipal Varsmaneshi,"Combination of 'digital' and 'humanities' into Romani, using džipal (digital) and varsmaneshi (human sciences/humanities), a common term in Romani scholarship","[{'translated_term': 'Džipal Varsmaneshi', 'translation_rationale': ""Combination of 'digital' and 'humanities' into Romani, using džipal (digital) and varsmaneshi (human sciences/humanities), a common term in Romani scholarship""}]",Džipal Varsmaneshi,False,Digitālo Vudzinos,86.0,1775520466.0,stop,gpt-4o-2024-08-06,70.0,156.0,"The term 'Digital Humanities' lacks a direct equivalent in Romani, resulting in the adaptation of 'Digitālo' for 'Digital' and 'Vudzinos' for 'Humanities', both of which are adaptations tailored to represent the field's focus on digital scholarly practices in the humanities disciplines.",,False,Digitalno Manušikane Đanibe,"Combines 'digitalno' (digital, borrowed term commonly used) with 'manušikane' (human/humanities, from 'manušo' meaning person/human) and 'đanibe' (knowledge/science). This follows Romani morphology and represents the academic field studying human culture through digital tools.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:31.583832,174.0,74.0,100.0,False
pms,Piedmontese,Digital Humanities,Umanìstica Digital,"This translation directly combines 'Umanìstica' (Humanities) and 'Digital' (Digital), which is a common and understandable construction in Piedmontese for modern technical terms. 'Digital' is often borrowed directly or adapted slightly.",gemini-2.5-flash,2026-04-07T01:17:08.045539,,,2026-04-07 01:17:08,False,,False,,False,,False,"{
  ""translated_term"": ""Umanità Digital"",
  ""translation_rationale"": ""Combining the French and Italian influences on Piedmontese, the term is a direct adaptation of the original phrase""
}",llama3.1,2026-04-07T00:03:44.384165Z,967292542.0,81785875.0,75.0,348739125.0,44.0,523041667.0,stop,Umanità Digital,"Combining the French and Italian influences on Piedmontese, the term is a direct adaptation of the original phrase",[],,False,Umanìstiche Digitaj,64.0,1775520464.0,stop,gpt-4o-2024-08-06,71.0,135.0,"In Piedmontese, 'Umanìstiche' corresponds to 'Humanities', and 'Digitaj' means 'Digital'. This translation maintains the meaning while adapting it to the regional language.",,False,Ümanism Digital,"Piedmontese adaptation using 'Ümanism' (humanities) and 'Digital' (digital, commonly borrowed in Piedmontese for technology terms)",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:26.547712,137.0,77.0,60.0,False
pih,Norfolk,Digital Humanities,Diijital Huumaniities,"Norfolk language (Norf'k) often adapts English terms by maintaining similar phonetics and adding 'ii' for long 'i' sounds, and 'uu' for 'u' sounds. 'Digital' becomes 'Diijital' and 'Humanities' becomes 'Huumaniities' to reflect the pronunciation while being recognizable.",gemini-2.5-flash,2026-04-07T01:17:06.178863,,,2026-04-07 01:17:06,False,,False,,False,,False,"{""translated_term"": ""Dìgitiel Hunnidits"", ""translation_rationale"": ""Norfolk language uses a unique combination of English and its own vocabulary, adapting words to its phonetic system. 'Digital' becomes 'dìgitiel' with a shift from 'gi' to 'dì', while 'Humanities' remains unchanged due to its existing similarity in sound.""}",llama3.1,2026-04-07T00:03:41.394058Z,1403758167.0,87105833.0,73.0,348939084.0,82.0,943129827.0,stop,Dìgitiel Hunnidits,"Norfolk language uses a unique combination of English and its own vocabulary, adapting words to its phonetic system. 'Digital' becomes 'dìgitiel' with a shift from 'gi' to 'dì', while 'Humanities' remains unchanged due to its existing similarity in sound.","[{'translated_term': 'Dìgitiel Hunnidits', 'translation_rationale': ""Norfolk language uses a unique combination of English and its own vocabulary, adapting words to its phonetic system. 'Digital' becomes 'dìgitiel' with a shift from 'gi' to 'dì', while 'Humanities' remains unchanged due to its existing similarity in sound.""}]",Dìgitiel Hunnidits,False,Digital Humanities,64.0,1775520461.0,stop,gpt-4o-2024-08-06,69.0,133.0,"Norfolk is a creole language that primarily incorporates vocabulary from English and Tahitian. Since 'Digital Humanities' is a specialized term with no direct equivalent in Norfolk, it remains unchanged to maintain its intended meaning.",,False,Digital Humanities,"Norfolk/Norfuk language borrows English technical and academic terms directly, as it lacks indigenous vocabulary for modern academic disciplines. The term would remain unchanged in Norfolk.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:23.192373,128.0,73.0,55.0,False
pdc,Pennsylvania German,Digital Humanities,Digital Humaniteete,"This translation combines 'Digital' (borrowed directly as it's a modern concept) with 'Humaniteete,' the established Pennsylvania German term for 'Humanities.' The plural 'Humaniteete' is appropriate for the field.",gemini-2.5-flash,2026-04-07T01:17:03.544426,,,2026-04-07 01:17:03,False,,False,,False,,False,"{""translated_term"": ""Digitale Menschliche Künste"", ""translation_rationale"": ""Combining English words, following Pennsylvania German's tendency to adopt foreign vocabulary directly, with slight adjustments in spelling and inflection.""}",llama3.1,2026-04-07T00:03:37.96976Z,1002933959.0,82208375.0,74.0,368811833.0,47.0,537366622.0,stop,Digitale Menschliche Künste,"Combining English words, following Pennsylvania German's tendency to adopt foreign vocabulary directly, with slight adjustments in spelling and inflection.","[{'translated_term': 'Digitale Menschliche Künste', 'translation_rationale': ""Combining English words, following Pennsylvania German's tendency to adopt foreign vocabulary directly, with slight adjustments in spelling and inflection.""}]",Digitale Menschliche Künste,False,Digitaal Gelehrsamkeit,67.0,1775520458.0,stop,gpt-4o-2024-08-06,70.0,137.0,"The term 'Digital Humanities' combines digital technology with the study of human culture. 'Digitaal' refers to the digital aspect, and 'Gelehrsamkeit' relates to scholarship or humanities in Pennsylvania German.",,False,Digitaali Gschtudierschtuff,"Combines 'digitaali' (digital, from German/English influence) with 'Gschtudierschtuff' (scholarly matters/studies), following Pennsylvania German phonology and vocabulary patterns that blend German roots with local development.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:19.777902,155.0,74.0,81.0,False
pap,Papiamentu,Digital Humanities,Humanidat Digital,"This is a direct and accurate translation. 'Humanidat' means 'Humanities' and 'Digital' means 'Digital'. The order is natural for compound nouns in Papiamentu, similar to English.",gemini-2.5-flash,2026-04-07T01:17:01.771319,,,2026-04-07 01:17:01,False,Humanidatnan Digital,False,Di Con Asina Tantu Cos Humano,False,,False,"{
  ""translated_term"": ""Humanidat Digital"",
  ""translation_rationale"": ""Papiamentu term for 'Digital Humanities', combining the concepts of 'digital' and 'humanidades'""
}",llama3.1,2026-04-07T00:03:34.948832Z,935018750.0,81645792.0,75.0,352158250.0,43.0,487843087.0,stop,Humanidat Digital,"Papiamentu term for 'Digital Humanities', combining the concepts of 'digital' and 'humanidades'",[],,False,Humanidades Digital,73.0,1775520455.0,stop,gpt-4o-2024-08-06,70.0,143.0,"In Papiamentu, technical terms from fields like 'Digital Humanities' are often borrowed from more widely spoken languages such as Spanish or Portuguese. 'Humanidades' correlates to 'Humanities', and 'Digital' remains the same given the comfort with English terms.",,False,Humanidadnan Digital,"Direct translation maintaining the concept of humanities in plural form (Humanidadnan) with the adjective Digital, following Papiamentu grammatical structure where adjectives typically follow nouns.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:15.081715,141.0,77.0,64.0,False
pam,Kapampangan,Digital Humanities,Digital a Humanidades,"This is a direct translation, using 'Digital' as an adjective and 'Humanidades' (from Spanish 'Humanidades') for 'Humanities', which is commonly understood and used in Kapampangan for academic contexts. The 'a' is the linker particle.",gemini-2.5-flash,2026-04-07T01:17:00.001064,,,2026-04-07 01:17:00,False,Digital Humanities,False,,False,,False,"{
  ""translated_term"": ""Diyitangalungsodang Sining"",
  ""translation_rationale"": ""Breaking down the term into its components, 'Diye' is a prefix meaning digital or related to technology, 'tangalunghod' means humanities in Kapampangan, and 'Sining' means art or studies.""
}",llama3.1,2026-04-07T00:03:31.989604Z,1305141083.0,82038250.0,74.0,348298250.0,74.0,853382040.0,stop,Diyitangalungsodang Sining,"Breaking down the term into its components, 'Diye' is a prefix meaning digital or related to technology, 'tangalunghod' means humanities in Kapampangan, and 'Sining' means art or studies.",[],,False,Humanidades Digital,48.0,1775520453.0,stop,gpt-4o-2024-08-06,70.0,118.0,"In Kapampangan, 'Humanidades' refers to 'Humanities', and 'Digital' is often borrowed directly as 'Digital'.",,False,Digital a Pakaratang Tau,"Direct translation where 'Digital' is borrowed as is (common in Kapampangan for modern tech terms), 'Pakaratang' means 'knowledge/learning/scholarship', and 'Tau' means 'human/people', forming 'Digital Knowledge of Humanity' which captures the essence of Digital Humanities.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:11.691123,175.0,76.0,99.0,False
pag,Pangasinan,Digital Humanities,Digital a Humanidades,"Pangasinan, like many Philippine languages, often borrows or adapts terms for modern concepts. 'Digital' is directly borrowed and 'Humanidades' is the Spanish-derived term for 'Humanities' which is widely understood and used in academic contexts in the Philippines.",gemini-2.5-flash,2026-04-07T01:16:58.175023,,,2026-04-07 01:16:58,False,Digital Humanities,False,Saray Manangiyabawag na Too,False,,False,"{""translated_term"": ""Salukuyug Alpabita"", ""translation_rationale"": ""Combination of 'salukuyug' (digital) and 'alpabita' (humanities), following the pattern of other terms in Pangasinan""}",llama3.1,2026-04-07T00:03:28.668528Z,1083163208.0,84638833.0,74.0,351900500.0,55.0,629553210.0,stop,Salukuyug Alpabita,"Combination of 'salukuyug' (digital) and 'alpabita' (humanities), following the pattern of other terms in Pangasinan","[{'translated_term': 'Salukuyug Alpabita', 'translation_rationale': ""Combination of 'salukuyug' (digital) and 'alpabita' (humanities), following the pattern of other terms in Pangasinan""}]",Salukuyug Alpabita,False,Humanidades na Digital,75.0,1775520451.0,stop,gpt-4o-2024-08-06,70.0,145.0,"In Pangasinan, 'humanidades' refers to 'humanities' and 'digital' is adopted from English, indicating the integration of digital technology with humanities disciplines. The term captures the essence of merging technology with the study of human culture and activities.",,False,Digital ya Kabiasnan na Tao,"Direct translation where 'Digital' remains as a loanword (commonly used in Pangasinan for technology terms), 'ya' is the linker, and 'Kabiasnan na Tao' translates to 'Humanities' (literally 'human knowledge/culture')",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:06.529796,171.0,77.0,94.0,False
nso,Northern Sotho,Digital Humanities,Botho bja Dijithale,"Botho refers to 'humanity' or 'humanness' in a broad sense, encompassing culture and societal aspects. Dijithale is a direct borrowing for 'digital', which is commonly understood and used in Northern Sotho when discussing technology. The combination effectively conveys 'Digital Humanities'.",gemini-2.5-flash,2026-04-07T01:16:55.695534,,,2026-04-07 01:16:55,False,Thuto ya Botho ya Dijithale,False,Ditekanyo tša Batho,False,,False,"{
  ""translated_term"": ""Tsheko ya Digital"",
  ""translation_rationale"": ""Combining the concept of tsheko (technology) with 'digital' from English""
}",llama3.1,2026-04-07T00:03:25.561402Z,884077375.0,82481625.0,76.0,332555000.0,40.0,456686791.0,stop,Tsheko ya Digital,Combining the concept of tsheko (technology) with 'digital' from English,[],,False,Dijithale tša Bongaka,65.0,1775520448.0,stop,gpt-4o-2024-08-06,70.0,135.0,"The term is translated directly by combining 'Dijithale' meaning 'Digital' and 'Bongaka' meaning 'Humanities', reflecting the interdisciplinarity of digital technology and humanistic study.",,False,Dithuto tsa Ditšitale,Direct translation where 'Dithuto' means 'studies/humanities' and 'ditšitale' is the accepted Northern Sotho term for 'digital'. This follows standard Northern Sotho grammatical structure for compound academic terms.,claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:13:01.819692,158.0,76.0,82.0,False
