language_code,language_name,term_source,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_openai,term,coding_dh_date,wikipedia_translated_term,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation
ce,Chechen,Digital Humanities,Цифрахь гуманитарни мотт,82.0,1775244687.0,stop,gpt-4o-2024-08-06,69.0,151.0,"The term 'Digital Humanities' involves the adaptation of humanistic disciplines to the digital age. 'Цифрахь' translates to 'digital' and 'гуманитарни мотт' translates to 'humanities', conveying the integration of technology with humanities subjects in Chechen.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
yi,Yiddish,Digital Humanities,דיגיטאַלע מענטשלעכקייט,79.0,1775244627.0,stop,gpt-4o-2024-08-06,69.0,148.0,"The term 'Digital Humanities' has been translated into Yiddish using 'דיגיטאַלע' for 'Digital,' which is a transliteration of the English word, and 'מענטשלעכקייט,' which means 'humanities,' reflecting the study of human culture and society.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
tr,Turkish,Digital Humanities,Dijital Beşeri Bilimler,84.0,1775244588.0,stop,gpt-4o-2024-08-06,68.0,152.0,"The term 'Digital Humanities' is translated into Turkish as 'Dijital Beşeri Bilimler', where 'Dijital' directly corresponds to 'Digital' and 'Beşeri Bilimler' corresponds to 'Humanities', reflecting the interdisciplinary field involving digital technology and humanistic disciplines.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
yo,Yoruba,Digital Humanities,Awọn ẹ̀kọ́ Àmúgbálẹ̀rọ̀ ìmọ̀ ènìyàn,90.0,1775244629.0,stop,gpt-4o-2024-08-06,68.0,158.0,"The term 'Digital Humanities' encompasses both the digital ('Àmúgbálẹ̀rọ̀') aspect and the study of human culture and society ('ìmọ̀ ènìyàn'). This translation reflects both components, capturing the essence of interdisciplinary study.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ts,Tsonga,Digital Humanities,Vumundzuku bya Thekinoloji,74.0,1775244590.0,stop,gpt-4o-2024-08-06,69.0,143.0,"The Tsonga translation captures the interdisciplinary nature of Digital Humanities by combining 'vumundzuku' (future, often related to development or advancement) with 'thekinoloji' (technology) to reflect the integration of digital tools and humanistic inquiry.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
tt,Tatar,Digital Humanities,Санлы гуманитар фәннәр,87.0,1775244592.0,stop,gpt-4o-2024-08-06,69.0,156.0,"The term 'Digital Humanities' is translated to 'Санлы гуманитар фәннәр' in Tatar. 'Санлы' means 'digital', and 'гуманитар фәннәр' translates to 'humanities', capturing the essence of the interdisciplinary field that combines digital technologies with the humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
tw,Twi,Digital Humanities,Digitale Nnwomasua,72.0,1775244594.0,stop,gpt-4o-2024-08-06,69.0,141.0,"The term 'Digital Humanities' is translated by combining 'digitale', referencing digital technology or methods, with 'nnwomasua', meaning humanities or the study of human culture, to convey the integration of digital methods in humanities research and study.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ty,Tahitian,Digital Humanities,Tū'ati pāpori hou,83.0,1775244597.0,stop,gpt-4o-2024-08-06,69.0,152.0,"The translation 'Tū'ati pāpori hou' captures the essence of 'Digital Humanities' by combining 'tū'ati' (technology or digital) with 'pāpori hou' (new humanities or new societies), reflecting the interdisciplinary and modern approach of the field.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ug,"Uighur, Uyghur",Digital Humanities,سانائەت گۇمۇر,68.0,1775244599.0,stop,gpt-4o-2024-08-06,74.0,142.0,"The translation 'سانائەت گۇمۇر' combines 'سانائەت' meaning 'digital' and 'گۇمۇر' meaning 'humanities', reflecting the field's focus on digital tools and methods in humanities research.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
xh,Xhosa,Digital Humanities,Ibhunga leDijithali,71.0,1775244625.0,stop,gpt-4o-2024-08-06,70.0,141.0,The term 'Digital Humanities' is translated by combining 'Ibhunga' (council or board) with 'leDijithali' (of digital) to reflect the interdisciplinary nature of digital scholarship in the humanities.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
uk,Ukrainian,Digital Humanities,Цифрові гуманітарні науки,82.0,1775244602.0,stop,gpt-4o-2024-08-06,68.0,150.0,"The term 'Digital Humanities' translates directly to 'Цифрові гуманітарні науки' in Ukrainian, where 'Цифрові' means 'Digital' and 'гуманітарні науки' means 'Humanities'. This translation maintains the meaning and context of the original term.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ay,Aymara,Digital Humanities,Yatitay Hutunakaru,58.0,1775244658.0,stop,gpt-4o-2024-08-06,70.0,128.0,"Aymara translation involves cultural concepts; 'yatitay' means digital or relating to knowledge, while 'hutunakaru' refers to aspects of human beings or society.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
mn,Mongolian,Digital Humanities,Дижитал хүмүүнлэгийн ухаан,71.0,1775244461.0,stop,gpt-4o-2024-08-06,69.0,140.0,"The translation is a direct adaptation of the English term 'Digital Humanities,' incorporating the understood meaning of each component, where 'дижитал' reflects 'digital' and 'хүмүүнлэгийн ухаан' represents 'humanities.'",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
uz,Uzbek,Digital Humanities,Raqamli gumanitar fanlar,85.0,1775244606.0,stop,gpt-4o-2024-08-06,68.0,153.0,"The term 'Digital Humanities' is translated as 'Raqamli gumanitar fanlar' in Uzbek because 'raqamli' means 'digital', 'gumanitar' refers to 'humanities', and 'fanlar' is the plural form of 'science' or 'disciplines'.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ve,Venda,Digital Humanities,Lushaka lwa Vhutshilo ba Hokware,90.0,1775244608.0,stop,gpt-4o-2024-08-06,68.0,158.0,"The term 'Digital Humanities' involves both technological and humanistic aspects. 'Lushaka lwa Vhutshilo' relates to modern or digital life or realm, and 'ba Hokware' refers to the scholarly or knowledge-oriented aspect of Humanities. Therefore, the translation captures the interdisciplinary nature of the field.'",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ak,Akan,Digital Humanities,Nkyerɛkyerɛ Nnbrafo,101.0,1775244646.0,stop,gpt-4o-2024-08-06,68.0,169.0,"The term 'Digital Humanities' reflects the interdisciplinary field that integrates computing or digital technologies with the study of human cultures. In Akan, 'Nkyerɛkyerɛ' refers to 'studies' or 'education,' and 'Nnbrafo' pertains to 'cultures,' which together encapsulate the essence of humanities in the context of digital integration.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
lv,Latvian,Digital Humanities,Digitālās humanitārās zinātnes,63.0,1775244441.0,stop,gpt-4o-2024-08-06,69.0,132.0,"The term 'Digitālās humanitārās zinātnes' accurately reflects the integration of digital technologies and methodologies within the field of humanities, as is understood in Latvian academic contexts.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ms,Malay,Digital Humanities,Kemanusiaan Digital,65.0,1775244449.0,stop,gpt-4o-2024-08-06,68.0,133.0,"The term 'Digital Humanities' translates to 'Kemanusiaan Digital' in Malay, where 'Kemanusiaan' means 'Humanities' and 'Digital' keeps its form because it is a recognized loanword from English.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ku,Kurdish,Digital Humanities,زانستە دیجیتاڵەکان,62.0,1775244420.0,stop,gpt-4o-2024-08-06,68.0,130.0,"The term 'زانستە دیجیتاڵەکان' directly translates to 'Digital Humanities' focusing on 'science' and 'digital' aspects, which aligns with current Kurdish language academic terminology.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ko,Korean,Digital Humanities,디지털 인문학,67.0,1775244419.0,stop,gpt-4o-2024-08-06,68.0,135.0,"The translation '디지털 인문학' directly translates 'Digital' as '디지털' and 'Humanities' as '인문학', which accurately represents the term in Korean by maintaining its meaning in the context of technology and humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
kv,Komi,Digital Humanities,Цифровые гуманитарные науки,86.0,1775244414.0,stop,gpt-4o-2024-08-06,69.0,155.0,"The term 'Digital Humanities' refers to the intersection of digital technology and humanities disciplines. Given the context, the translation to Komi is a direct equivalent using its Cyrillic script, capturing the essence of both 'digital' and 'humanities' within the constraints of the language's vocabulary.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
no,Norwegian,Digital Humanities,Digital humaniora,60.0,1775244479.0,stop,gpt-4o-2024-08-06,68.0,128.0,"The term 'Digital Humanities' directly translates to 'Digital humaniora' in Norwegian, where 'humaniora' refers to the humanities disciplines and 'digital' retains its form, reflecting the technological aspect.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
tl,Tagalog,Digital Humanities,Diyital na Humanidades,75.0,1775244581.0,stop,gpt-4o-2024-08-06,69.0,144.0,"The term 'Digital Humanities' is translated by using 'Diyital' for 'Digital' to reflect the technology aspect, and 'Humanidades' for 'Humanities' because it is commonly used in academic contexts to refer to the study of human culture.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ta,Tamil,Digital Humanities,டிஜிட்டல் மனிதவியல்,85.0,1775245002.0,stop,gpt-4o-2024-08-06,68.0,153.0,"The term 'Digital Humanities' is translated to 'டிஜிட்டல் மனிதவியல்' in Tamil, where 'டிஜிட்டல்' is a phonetic transliteration of 'Digital' and 'மனிதவியல்' translates to 'Humanities'. This approach maintains the meaning while accommodating language structure.",,False,எண்ணிம மனிதவியல்,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
tg,Tajik,Digital Humanities,Гуманитарияҳои рақамӣ,70.0,1775245007.0,stop,gpt-4o-2024-08-06,69.0,139.0,"The translation 'Гуманитарияҳои рақамӣ' accurately represents 'Digital Humanities', where 'Гуманитарияҳо' means 'Humanities' and 'рақамӣ' means 'Digital' in Tajik.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ti,Tigrinya,Digital Humanities,ዲጅታል ሕንሰብ,76.0,1775245012.0,stop,gpt-4o-2024-08-06,70.0,146.0,"The term combines 'ዲጅታል' for 'Digital' and 'ሕንሰብ' for 'Humanities', capturing the essential concepts in Tigrinya.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
so,Somali,Digital Humanities,Cilmiga Aadanaha ee Dijital ah,51.0,1775244984.0,stop,gpt-4o-2024-08-06,68.0,119.0,"The translation captures the essence of the interdisciplinary field focused on the intersection of digital technology and the humanities, using terms familiar in the Somali language.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
kn,Kannada,Digital Humanities,ಡಿಜಿಟಲ್ ಹ್ಯೂಮ್ಯಾನಿಟೀಸ್,69.0,1775244828.0,stop,gpt-4o-2024-08-06,68.0,137.0,"The term 'Digital Humanities' is relatively new and specific to academic and technical contexts. As such, it is often transliterated into Kannada rather than translated, to maintain the original meaning and association with the field of study.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
km,Khmer,Digital Humanities,វិទ្យាសាស្ត្រឌីជីថលមនុស្សធម៌,89.0,1775244826.0,stop,gpt-4o-2024-08-06,68.0,157.0,"This translation reflects the combination of 'digital' (ឌីជីថល) and 'humanities' (វិទ្យាសាស្ត្រ​មនុស្សធម៌), aligning with the academic field that integrates computing or digital technologies with humanities disciplines.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
kl,Kalaallisut,Digital Humanities,Digitalit Inuussutissarsiornikkut Ilisimatusaat,78.0,1775244823.0,stop,gpt-4o-2024-08-06,70.0,148.0,"The translation breaks down the English term 'Digital Humanities' into Kalaallisut elements that reflect 'digital' (Digitalit) and 'humanities' (Inuussutissarsiornikkut Ilisimatusaat), conveying the study and technology aspects of the term.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
za,"Zhuang, Chuang",Digital Humanities,数字人文学,78.0,1775244631.0,stop,gpt-4o-2024-08-06,72.0,150.0,"The Zhuang language can be written using a standardized set of Chinese characters adapted for Zhuang, and the equivalent concept for 'Digital Humanities' can be translated directly from Mandarin Chinese, where '数字' means 'digital' and '人文学' means 'humanities'.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
zu,Zulu,Digital Humanities,Inzululwazi Zobuchwepheshe,87.0,1775244634.0,stop,gpt-4o-2024-08-06,69.0,156.0,"The term 'Digital Humanities' refers to the interdisciplinary field that merges digital technology with humanities research. 'Inzululwazi' means 'Humanities,' and 'Zobuchwepheshe' refers to 'Technology' or 'Digital' aspects, thus conveying the essence of both fields in Zulu.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
aa,Afar,Digital Humanities,Cilmi Digiritalleekka,82.0,1775244636.0,stop,gpt-4o-2024-08-06,69.0,151.0,The term 'Cilmi Digiritalleekka' is a combination of 'cilmi' meaning 'science' or 'knowledge' and 'digiritalleekka' adapted from 'digital'. This reflects the interdisciplinary study of digital tools applied to humanities research.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ae,Avestan,Digital Humanities,𐬛𐬌𐬰𐬌𐬙𐬀𐬭𐬦𐬀𐬙𐬌 𐬵𐬇𐬧𐬀𐬥𐬀𐬙𐬀𐬵𐬌𐬱𐬀,145.0,1775244641.0,stop,gpt-4o-2024-08-06,70.0,215.0,"Avestan uses phonetic representations for concepts, so 'Digital' and 'Humanities' are transcribed into the script based on their phonetic sounds in closest approximation.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
as,Assamese,Digital Humanities,ডিজিটেল হিউম্যানিটিজ,47.0,1775244653.0,stop,gpt-4o-2024-08-06,68.0,115.0,"Assamese often incorporates English terms directly, especially in technical fields where a direct equivalent may not exist or be commonly used.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ig,Igbo,Digital Humanities,Dịgital Ndị Mmụta Nkà Mmụta Ọdịbendị,75.0,1775244790.0,stop,gpt-4o-2024-08-06,69.0,144.0,"The translation breaks down 'Digital Humanities' into its conceptual components in Igbo, emphasizing digital technology ('dịgital') and scholarly study of human culture ('ndị mmụta nkà mmụta ọdịbendị').",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
vo,Volapük,Digital Humanities,Digikopeds Deut,79.0,1775244613.0,stop,gpt-4o-2024-08-06,70.0,149.0,"Volapük uses 'digik' as a prefix for digital concepts and 'ped' or 'peoüt' derived from 'poed' means 'science' or 'study'. 'Deut' stands for 'humanities', focusing on human studies.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ky,"Kirghiz, Kyrgyz",Digital Humanities,Санариптик гуманитардык илимдер,73.0,1775244412.0,stop,gpt-4o-2024-08-06,73.0,146.0,"This translation accurately represents 'Digital Humanities' by combining 'Санариптик' for 'Digital' and 'гуманитардык илимдер' for 'Humanities', aligning with the terminology used in Kyrgyz language contexts.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
dz,Dzongkha,Digital Humanities,ཨང་རྩོལ་ནང་དེབ་རྩོམ་པ།,143.0,1775244715.0,stop,gpt-4o-2024-08-06,71.0,214.0,"The term 'Digital Humanities' in Dzongkha combines the word for digital technology ('ཨང་རྩོལ') and a phrase for scholarly study or literature ('ནང་དེབ་རྩོམ་པ།'). Due to the traditional nature of the language, borrowing words from modern terms and adapting them to the local linguistic context is a common practice.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ha,Hausa,Digital Humanities,Harkokin Kimiyyar Zamani,72.0,1775244764.0,stop,gpt-4o-2024-08-06,68.0,140.0,The term 'Digital Humanities' refers to the integration of digital technologies into the study and practice of the humanities. 'Harkokin Kimiyyar Zamani' is a translation that conveys the idea of modern technological activities within the field of humanities.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
gv,Manx,Digital Humanities,Ynsee Daunneragh,74.0,1775244762.0,stop,gpt-4o-2024-08-06,69.0,143.0,"The term 'Digital Humanities' in Manx is translated as 'Ynsee Daunneragh', which combines 'Ynsee' (learning) and 'Daunneragh' (digital), reflecting the interdisciplinary field that encompasses the intersection of the humanities and digital technology.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
cs,Czech,Digital Humanities,digitální humanitní vědy,73.0,1775244697.0,stop,gpt-4o-2024-08-06,68.0,141.0,"The term 'Digital Humanities' is translated into Czech as 'digitální humanitní vědy' because 'digitální' means 'digital' and 'humanitní vědy' refers to the humanities or human sciences, capturing the interdisciplinary nature of the field.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
cu,Old Church Slavonic,Digital Humanities,Цифроумьна человѣчьство,102.0,1775244699.0,stop,gpt-4o-2024-08-06,71.0,173.0,"The term 'Цифроумьна' is derived from 'цифра', meaning 'digital', and 'умьна', pertaining to knowledge or intellect, understandable in the context of Old Church Slavonic. 'Человѣчьство' denotes humanity, encompassing both the technical and humanistic aspects of the digital humanities field.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
cv,Chuvash,Digital Humanities,Цифрав иккили,79.0,1775244702.0,stop,gpt-4o-2024-08-06,70.0,149.0,"The term 'Цифрав иккили' is a translation of 'Digital Humanities' where 'Цифрав' means 'digital' and 'иккили' means 'humanities', capturing the concept of using digital technologies in the study of humanities within the Chuvash language context.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
da,Danish,Digital Humanities,Digital Humaniora,70.0,1775244706.0,stop,gpt-4o-2024-08-06,68.0,138.0,"The term 'Digital Humanities' in Danish is translated as 'Digital Humaniora'. This translation maintains the original meaning, with 'Digital' remaining the same due to its universal application and 'Humaniora' being the Danish equivalent of 'Humanities'.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
de,German,Digital Humanities,Digitale Geisteswissenschaften,70.0,1775244708.0,stop,gpt-4o-2024-08-06,68.0,138.0,"The term 'Digitale Geisteswissenschaften' reflects the translation of 'Digital' to 'Digitale' and 'Humanities' to 'Geisteswissenschaften', which is the German equivalent for academic disciplines that study aspects of human society and culture.",,False,digitale Geisteswissenschaften,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
dv,Divehi; Maldivian;,Digital Humanities,ޑިޖިޓަލް ހިއުލާންޑާ,105.0,1775244711.0,stop,gpt-4o-2024-08-06,74.0,179.0,"The term 'Digital Humanities' is translated by combining 'digital', referring to digital or electronic technology, with 'humanities', which refers to academic disciplines that study aspects of human society and culture. The translation maintains the structure and meaning of the original term.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
is,Icelandic,Digital Humanities,Stafræn hugvísindi,62.0,1775244801.0,stop,gpt-4o-2024-08-06,69.0,131.0,"The term 'Stafræn' corresponds to 'Digital', referring to technology-based processes, and 'hugvísindi' translates to 'Humanities', referring to scholarly fields that study aspects of human culture.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
eo,Esperanto,Digital Humanities,Reta Humanecscienco,114.0,1775244724.0,stop,gpt-4o-2024-08-06,68.0,182.0,"The term 'Digital Humanities' combines 'digital' (related to technology or the internet) and 'humanities' (the study of human culture). In Esperanto, 'reta' is used for digital or internet-related terms, while 'humanecscienco' is a constructed Esperanto term combining 'humaneco' (humanity) with 'scienco' (science), reflecting the academic study of human cultures through digital means.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
cy,Welsh,Digital Humanities,Dyniaethau Digidol,61.0,1775244617.0,stop,gpt-4o-2024-08-06,68.0,129.0,"The term 'Digital Humanities' is translated to 'Dyniaethau Digidol' in Welsh, where 'Dyniaethau' means 'Humanities' and 'Digidol' means 'Digital'.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
et,Estonian,Digital Humanities,digihumanitaaria,84.0,1775244730.0,stop,gpt-4o-2024-08-06,69.0,153.0,"The term 'digihumanitaaria' combines the Estonian word for 'digital' ('digi') with 'humanitaaria', a derivative of 'humanitaarteadused', which means 'humanities'. This reflects the interdisciplinary nature of Digital Humanities, integrating digital technology into the study of humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ff,Fula,Digital Humanities,Tawadaaji Digitannde,64.0,1775244737.0,stop,gpt-4o-2024-08-06,69.0,133.0,"In Fula, 'Tawadaaji' refers to 'Humanities', and 'Digitannde' means 'Digital'. This reflects the combination of technology with humanistic studies.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
fi,Finnish,Digital Humanities,digitaalinen humanistiset tieteet,58.0,1775244739.0,stop,gpt-4o-2024-08-06,68.0,126.0,"The term 'Digital Humanities' is translated into Finnish by combining 'digitaalinen', meaning 'digital', with 'humanistiset tieteet', meaning 'humanities'.",,False,Digitaaliset ihmistieteet,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
fj,Fijian,Digital Humanities,Saienisi Vakakomipiuta kei na iTaukei,74.0,1775244741.0,stop,gpt-4o-2024-08-06,70.0,144.0,"The term refers to the interdisciplinary field that combines computing technology with humanities studies, and 'Vakakomipiuta' represents 'Digital' while 'iTaukei' can stand for 'Humanities' in a broad cultural context.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
fo,Faroese,Digital Humanities,Støddfrøðiligir vísindagreinir,78.0,1775244743.0,stop,gpt-4o-2024-08-06,69.0,147.0,"In Faroese, 'digital' translates to 'støddfrøðiligir' and 'humanities' translates to 'vísindagreinir'. The translation aims to capture the concept of integrating computational methods with traditional humanities studies.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
fy,Western Frisian,Digital Humanities,Digitale Geasteswittenskippen,90.0,1775244748.0,stop,gpt-4o-2024-08-06,70.0,160.0,Western Frisian for 'Digital Humanities' closely translates each word individually to 'Digitale Geasteswittenskippen' indicating the study ('wittenskippen') of humanities ('geasteswittenskippen') through digital means ('digitale'). This adheres to the linguistic structure and vocabulary of the Frisian language.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
gn,Guaraní,Digital Humanities,Avañe'ẽ Ava Ñe'ẽ Poty Tetãguasu,97.0,1775244757.0,stop,gpt-4o-2024-08-06,70.0,167.0,"The term is translated as 'Avañe'ẽ Ava Ñe'ẽ Poty Tetãguasu' in Guaraní to convey the concept of digital (ñemokyre'ỹ) and humanities (ava ñe'ẽpoty), combining the notion of digital advancement with cultural and linguistic heritage.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
gu,Gujarati,Digital Humanities,ડિજિટલ હ્યુમેનિટીક્સ,70.0,1775244760.0,stop,gpt-4o-2024-08-06,68.0,138.0,"The term 'Digital Humanities' is translated by combining the transliteration of both 'Digital' and 'Humanities' into Gujarati script, as these are technical terms often used as-is in the field in Gujarati-speaking regions.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ee,Ewe,Digital Humanities,Digital Humanities,92.0,1775244718.0,stop,gpt-4o-2024-08-06,69.0,161.0,"The term 'Digital Humanities' is often used in its English form across various languages, including Ewe, especially in academic and technological contexts where direct translations might not yet be standardized or widely recognized. This term refers to an interdisciplinary field at the intersection of digital technologies and the humanities, which may not have a distinct or widely-used equivalent in Ewe.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
wa,Walloon,Digital Humanities,Humanités numériques,67.0,1775244615.0,stop,gpt-4o-2024-08-06,69.0,136.0,"The term 'Digital Humanities' can be translated into Walloon as 'Humanités numériques' as it follows the same structure as in French, given the strong influence of French on Walloon vocabulary, especially in academic fields.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ho,Hiri Motu,Digital Humanities,Ditital Humanities,59.0,1775244771.0,stop,gpt-4o-2024-08-06,71.0,130.0,"Hiri Motu often borrows terms from English, especially for technical or modern concepts that do not have an indigenous equivalent. Thus, 'Digital Humanities' is likely to remain as is with slight modifications in pronunciation.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
kj,"Kwanyama, Kuanyama",Digital Humanities,Etendelo lyoLihandoloko lyuShitopolwa,117.0,1775244819.0,stop,gpt-4o-2024-08-06,74.0,191.0,"The term 'Digital Humanities' was translated into Kwanyama by breaking it down into its core components: 'Etendelo' meaning 'humanities', 'Lihandoloko' meaning 'study' or 'learning', and 'Shitopolwa' referring to 'digital' or 'technology.' This translation captures the essence of the field focused on the intersection of digital technology and humanities scholarship.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
vi,Vietnamese,Digital Humanities,Nhân văn Kỹ thuật số,81.0,1775244610.0,stop,gpt-4o-2024-08-06,68.0,149.0,"The term 'Digital Humanities' refers to the interdisciplinary field that bridges the gap between computing and the disciplines of the humanities. 'Nhân văn' translates directly to 'humanities', and 'Kỹ thuật số' is the Vietnamese term for 'digital', capturing the essence of the field accurately in Vietnamese.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
wo,Wolof,Digital Humanities,Xeltu jiital,60.0,1775244620.0,stop,gpt-4o-2024-08-06,69.0,129.0,"The translation 'Xeltu jiital' combines 'Xeltu' meaning 'humanities' and 'jiital' referring to 'digital', capturing the interdisciplinary nature of Digital Humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ur,Urdu,Digital Humanities,ڈیجیٹل ہیومینیٹیز,88.0,1775244604.0,stop,gpt-4o-2024-08-06,68.0,156.0,The term 'Digital Humanities' is transliterated into Urdu as 'ڈیجیٹل ہیومینیٹیز' because both 'Digital' and 'Humanities' are technical terms commonly used in academic contexts and do not have direct Urdu equivalents. Transliterating retains the original meaning and ensures recognition by Urdu speakers familiar with the subject.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ch,Chamorro,Digital Humanities,Humanidåt Digåtåt,71.0,1775244689.0,stop,gpt-4o-2024-08-06,69.0,140.0,"The term 'Humanidåt Digåtåt' is derived from the Chamorro words 'humanidåt' corresponding to 'humanities' and 'digåtåt' representative of 'digital,' reflecting the integration of humanities with digital technology.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
co,Corsican,Digital Humanities,Umanistiche Digitali,77.0,1775244692.0,stop,gpt-4o-2024-08-06,69.0,146.0,"The term 'Umanistiche Digitali' is the Corsican translation for 'Digital Humanities,' where 'Umanistiche' corresponds to 'Humanities' and 'Digitali' corresponds to 'Digital.' This is based on standard linguistic translation practices from English to Corsican.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
cr,Cree,Digital Humanities,ᐋᓂᔑᔪᐦᐃᑲᓇ ᒪᐡᑳ,111.0,1775244695.0,stop,gpt-4o-2024-08-06,68.0,179.0,"The term 'ᐋᓂᔑᔪᐦᐃᑲᓇ' refers to 'digital' and 'ᒪᐡᑳ' refers to 'humanities', combining to denote the field of Digital Humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
