language_code,term_source,openai_translated_term,language_name,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,coding_dh_date
kg,Digital Cultural Heritage,Kimvwama ya Nkanda ya Digitali,Kongo,135.0,1740709598.0,stop,gpt-4o-2024-08-06,134.0,269.0,"The term 'Digital Cultural Heritage' can be carefully translated into Kongo by considering the cultural and linguistic nuances of the language. 'Kimvwama' refers to something valuable or rich, which aligns with the notion of 'heritage.' 'Nkanda' captures the essence of cultural significance or tradition. 'Digitali' is a more direct adaptation from the word 'digital,' allowing for a contemporary understanding. Together, these elements create a phrase that effectively communicates the concept of 'Digital Cultural Heritage' while respecting the richness of the Kongo language and cultural context.",2025-05-31 21:15:56
ki,Digital Cultural Heritage,Mundu wa Mĩhĩrĩga ya Gĩthaka kĩa Gĩtumo,"Kikuyu, Gikuyu",136.0,1740709385.0,stop,gpt-4o-2024-08-06,127.0,263.0,"The term ""Digital Cultural Heritage"" encompasses concepts related to culture, preservation, and digitization. In Kikuyu, ""Mundu wa Mĩhĩrĩga ya Gĩthaka"" can be understood as ""heritage of the community/traditions,"" while ""kĩa Gĩtumo"" refers to something that is digital or related to technology. This translation aims to reflect the concept of preserving cultural heritage in a digital format, acknowledging both the cultural and modern technological aspects.",2025-05-31 21:15:56
kj,Digital Cultural Heritage,Oshinyanyiko shepulo lyotango,"Kwanyama, Kuanyama",123.0,1740709650.0,stop,gpt-4o-2024-08-06,157.0,280.0,"The term ""Digital Cultural Heritage"" refers to the preservation and dissemination of cultural heritage in digital formats. ""Oshinyanyiko"" refers to something related to culture, ""shepulo"" refers to heritage or tradition, and ""lyotango"" refers to digital or technological aspects. This translation captures the essence of preserving cultural heritage through technology, aligning with the concept in a way that is relevant and understandable in the Kwanyama, Kuanyama context, while considering cultural nuances.",2025-05-31 21:15:56
kk,Digital Cultural Heritage,Цифрлық мәдени мұра,Kazakh,110.0,1740709320.0,stop,gpt-4o-2024-08-06,112.0,222.0,"The term ""Digital Cultural Heritage"" can be accurately translated into Kazakh as ""Цифрлық мәдени мұра"". ""Цифрлық"" translates to ""digital"", ""мәдени"" means ""cultural"", and ""мұра"" stands for ""heritage"". This translation maintains the precise meaning and context of the original English term, and is commonly used among Kazakh speakers to discuss topics related to digital preservation of cultural assets.",2025-05-31 21:15:56
kl,Digital Cultural Heritage,Digitalimik kulturikkut kingornussassat,Kalaallisut,125.0,1740709098.0,stop,gpt-4o-2024-08-06,115.0,240.0,"The suggested phrase ""Digitalimik kulturikkut kingornussassat"" effectively conveys the concept of ""Digital Cultural Heritage"" in Kalaallisut. ""Digitalimik"" refers to digital aspects, ""kulturikkut"" pertains to cultural elements, and ""kingornussassat"" means heritage or legacy. Together, these components capture the essence of the preservation and transmission of cultural heritage through digital means. Since this translation captures both the digital and cultural dimensions adequately, it is suitable for conveying the intended meaning in Kalaallisut.",2025-05-31 21:15:56
km,Digital Cultural Heritage,បេតិកភណ្ឌវប្បធម៌ឌីជីថល,Khmer,195.0,1740709336.0,stop,gpt-4o-2024-08-06,167.0,362.0,"The Google Translate API suggestion ""បេតិកភណ្ឌវប្បធម៌ឌីជីថល"" accurately captures the essence of ""Digital Cultural Heritage."" ""បេតិកភណ្ឌ"" refers to ""heritage,"" ""វប្បធម៌"" to ""cultural,"" and ""ឌីជីថល"" to ""digital."" This term succinctly combines these elements to represent cultural heritage in a digital context without unnecessary additions. The alternative suggestion from the Ollama API ""ឬ អាក្រក់បំផុតនៃសង្គម"" introduces elements about societal excess or negativity, which deviates from the original concept and may not accurately convey the intended meaning of preserving, sharing, and studying cultural elements in digital formats.",2025-05-31 21:15:56
kn,Digital Cultural Heritage,ಡಿಜಿಟಲ್ ಸಾಂಸ್ಕೃತಿಕ ಹೆರಿಟೇಜ್,Kannada,144.0,1740709111.0,stop,gpt-4o-2024-08-06,115.0,259.0,"The translation retains the term ""ಡಿಜಿಟಲ್"" for ""Digital"" as it is directly borrowed from English and commonly used in Kannada digital contexts. ""ಸಾಂಸ್ಕೃತಿಕ"" means ""cultural,"" which is appropriate and widely understood. The term ""ಪರಂಪರೆ"" generally means ""tradition"" or ""heritage,"" but I chose ""ಹೆರಿಟೇಜ್"" as a transliteration to maintain the concept of cultural heritage as it is understood in the international digital contexts, similar to ""heritage"" as a wide-ranging concept encompassing more than just tradition.",2025-05-31 21:15:56
ia,Digital Cultural Heritage,Patrimonio Cultural Digital,Interlingua,111.0,1740708351.0,stop,gpt-4o-2024-08-06,112.0,223.0,"The suggested translation ""Patrimonio Cultural Digital"" accurately captures the meaning of ""Digital Cultural Heritage"" in Interlingua. ""Patrimonio"" translates to ""heritage,"" ""Cultural"" directly corresponds to ""cultural,"" and ""Digital"" remains the same in both languages, aligning with the widespread use of the term in technology contexts. This translation maintains the integrity and clarity of the original term while being easily understood by speakers of Interlingua.",2025-05-31 21:15:56
hy,Digital Cultural Heritage,Թվային մշակութային ժառանգություն,Armenian,165.0,1740706998.0,stop,gpt-4o-2024-08-06,133.0,298.0,"The term 'Թվային մշակութային ժառանգություն' accurately captures the essence of 'Digital Cultural Heritage'. 'Թվային' translates to 'Digital', 'մշակութային' translates to 'Cultural', and 'ժառանգություն' translates to 'Heritage'. This translation is precise and widely recognized in the context of cultural heritage discussions and reflects the concept of heritage being preserved, accessed, or represented in a digital form. The alternative suggestion 'Տեղեկություն փաստաթղթի մասին' translates to 'Information about the document', which doesn't convey the same meaning as 'Digital Cultural Heritage'. Therefore, the Google Translate API's suggestion is more appropriate in this context.",2025-05-31 21:15:56
eo,Digital Cultural Heritage,Cifereca Kultura Heredaĵo,Esperanto,178.0,1740708005.0,stop,gpt-4o-2024-08-06,133.0,311.0,"The term ""Cifereca Kultura Heredaĵo"" accurately captures the meaning of ""Digital Cultural Heritage"" in Esperanto. ""Cifereca"" refers to ""digital,"" ""Kultura"" to ""cultural,"" and ""Heredaĵo"" to ""heritage."" This combination maintains both the syntactic and semantic integrity of the original English phrase. The translation suggested by the Easy Neural Machine Translation library, ""Cifereca Kultura Li heredaĵo,"" contains a grammatical error with the addition of ""Li,"" which does not contribute any necessary or meaningful element to the phrase and disrupts the clarity and structure. Therefore, ""Cifereca Kultura Heredaĵo"" is the most appropriate and grammatically correct translation for this term in Esperanto.",2025-05-31 21:15:56
ht,Digital Cultural Heritage,Eritaj Kiltirèl Dijital,Haitian,119.0,1740708146.0,stop,gpt-4o-2024-08-06,133.0,252.0,"The term ""Eritaj Kiltirèl Dijital"" closely aligns with the concept of ""Digital Cultural Heritage"" as it maintains the original notion by directly translating ""Cultural Heritage"" to ""Eritaj Kiltirèl"" and ""Digital"" to ""Dijital."" This translation maintains the semantic integrity of the term without introducing extraneous interpretations or deviations, which makes it more suitable than the alternative suggestion that seemed to miss the essence of the original English meaning.",2025-05-31 21:15:56
es,Digital Cultural Heritage,Patrimonio cultural digital,Spanish; Castilian,117.0,1740712449.0,stop,gpt-4o-2024-08-06,144.0,261.0,"The translation ""Patrimonio cultural digital"" accurately captures the meaning of ""Digital Cultural Heritage"" in Spanish. Each word in the translation corresponds directly to its English counterpart: ""Patrimonio"" for ""Heritage"", ""cultural"" remains the same as it is a cognate, and ""digital"" also remains unchanged due to its universal use in technology-related contexts. This translation is widely accepted and used in the field, reflecting both the concept of heritage and its digital form effectively.",2025-05-31 21:15:56
et,Digital Cultural Heritage,Digitaalne kultuuripärand,Estonian,132.0,1740708010.0,stop,gpt-4o-2024-08-06,149.0,281.0,"The term ""Digitaalne kultuuripärand"" is widely accepted for ""Digital Cultural Heritage"" in Estonian, and both Google Translate and the Easy Neural Machine Translation library provide this translation. It accurately reflects the concept of cultural heritage that has been digitized. The term ""kultuurikodex"" does not fit well in this context as it translates to something more akin to a ""cultural code"" rather than heritage. Therefore, ""Digitaalne kultuuripärand"" is the most precise and widely understood term.",2025-05-31 21:15:56
eu,Digital Cultural Heritage,Ondare Kultural Digitala,Basque,108.0,1740707336.0,stop,gpt-4o-2024-08-06,142.0,250.0,"In Basque, ""Ondare Kultural Digitala"" accurately translates to ""Digital Cultural Heritage."" By using ""Ondare Kultural,"" we correctly place the adjective ""cultural"" before ""heritage,"" maintaining the structure of compound terms in Basque. Placing ""Digitala"" at the end signifies that the cultural heritage being referred to is digital. This arrangement provides clarity and aligns well with Basque grammar and natural language usage.",2025-05-31 21:15:56
fa,Digital Cultural Heritage,میراث فرهنگی دیجیتال,Persian,112.0,1740711741.0,stop,gpt-4o-2024-08-06,121.0,233.0,"The term ""میراث فرهنگی دیجیتال"" directly translates to ""Digital Cultural Heritage,"" which captures both the cultural aspect (""فرهنگی"") and the digital nature (""دیجیتال"") of the heritage being referenced. This term is more specific than ""میراث دیجیتال"" as it emphasizes the cultural component explicitly, aligning it with the original English phrase. Therefore, it is a more precise translation that retains the full meaning intended by the term ""Digital Cultural Heritage.""",2025-05-31 21:15:56
ff,Digital Cultural Heritage,Ndonu e cudaaku dijital,Fula,127.0,1740708065.0,stop,gpt-4o-2024-08-06,112.0,239.0,"The term 'Ndonu pinal dijital' literally translates to 'digital cultural heritage,' with 'ndonu' meaning 'heritage' and 'dijital' being directly taken from 'digital.' However, the word 'pinal' refers more generally to 'culture' rather than 'cultural.' Therefore, I have opted for 'cudaaku,' which conveys the quality of being cultural, thus making 'Ndonu e cudaaku dijital' a more precise translation for the context of digital cultural heritage.",2025-05-31 21:15:56
fi,Digital Cultural Heritage,Digitaalinen kulttuuriperintö,Finnish,121.0,1740708041.0,stop,gpt-4o-2024-08-06,132.0,253.0,"Both Google Translate API and Easy Neural Machine Translation library suggest the same translation: ""Digitaalinen kulttuuriperintö"". This is an accurate and accepted translation used in Finnish to denote digital cultural heritage. The term ""digitaalinen"" translates directly to ""digital,"" and ""kulttuuriperintö"" means ""cultural heritage."" This phrase effectively communicates the concept of cultural heritage in a digital format within the Finnish language context, and there is no need for modification.",2025-05-31 21:15:56
fj,Digital Cultural Heritage,Na iTukutuku Digitaki Vakavanua,Fijian,117.0,1740708037.0,stop,gpt-4o-2024-08-06,159.0,276.0,"In this Fijian translation, ""Na iTukutuku Digitaki Vakavanua"" encompasses the concept by combining key elements: ""iTukutuku"" (information or records), ""Digitaki"" (digital), and ""Vakavanua"" (cultural or pertaining to the land). This formulation captures the essence of Digital Cultural Heritage by emphasizing digital records or representations that relate to cultural or traditional aspects, thus retaining cultural specificity while integrating the digital dimension.",2025-05-31 21:15:56
fo,Digital Cultural Heritage,Tøkniligur mentanararvur,Faroese,161.0,1740708032.0,stop,gpt-4o-2024-08-06,127.0,288.0,"The term ""Talgildi mentanararvur"" suggested by Google Translate leans towards ""digital"" interpreted as related to computation or technology, while ""Digitálir kulturarvir"" focuses on digital in the sense of numerical or fingers. The word ""tøkniligur"" in Faroese directly relates to technological advancements, aligning well with the modern, computerized aspect of digitalization. ""Mentanararvur"" accurately represents ""cultural heritage,"" encompassing culture and heritage. Therefore, ""Tøkniligur mentanararvur"" combines the technological aspect of ""Digital"" with the cultural significance of ""Cultural Heritage,"" making it a comprehensive and contextually accurate translation.",2025-05-31 21:15:56
fr,Digital Cultural Heritage,Patrimoine culturel numérique,French,118.0,1740708045.0,stop,gpt-4o-2024-08-06,151.0,269.0,"The term ""Digital Cultural Heritage"" is accurately translated to ""Patrimoine culturel numérique"" in French. This translation is supported by multiple automated translation tools and accurately captures the concept of cultural heritage as represented and accessed in digital form. The use of ""numérique"" conveys the idea of digital or technological aspects, which is appropriate in this context. Alternative suggestions like ""Patrimoine numérique"" might miss the cultural emphasis, making ""Patrimoine culturel numérique"" a more precise and comprehensive translation.",2025-05-31 21:15:56
fy,Digital Cultural Heritage,Digital Kultureel Erfgoed,Western Frisian,143.0,1740713265.0,stop,gpt-4o-2024-08-06,115.0,258.0,"The term 'Digital Cultural Heritage' can be translated into Western Frisian as 'Digital Kultureel Erfgoed'. The word 'Digital' is directly borrowed from English, adapting to the Frisian language norm by maintaining the original. 'Kultureel' is a direct counterpart of the English 'Cultural' and fits well within the Frisian lexicon. 'Erfgoed' is another option for 'Heritage', often used in the context of preserving legacy and traditions, aligning closely with the Western Frisian understanding. This translation maintains the original concept while aligning with contemporary bilingual usage in Western Frisian contexts.",2025-05-31 21:15:56
ga,Digital Cultural Heritage,Oidhreacht Chultúrtha Dhigiteach,Irish,158.0,1740708648.0,stop,gpt-4o-2024-08-06,136.0,294.0,"The term ""Oidhreacht Chultúrtha Dhigiteach"" is a direct translation of ""Digital Cultural Heritage"". ""Oidhreacht"" means ""Heritage"", ""Chultúrtha"" translates to ""Cultural"", and ""Dhigiteach"" means ""Digital"". This translation accurately reflects the original English term and maintains the intended meaning. The use of genitive case in ""Chultúrtha"" ensures grammatical correctness in Irish, aligning with the way ""heritage"" is modified by ""cultural"" in English. Both the Google Translate API and Easy Neural Machine Translation library provide identical translations, which suggests a consensus on this phrasing.",2025-05-31 21:15:56
gl,Digital Cultural Heritage,Patrimonio cultural dixital,Galician,153.0,1740708069.0,stop,gpt-4o-2024-08-06,147.0,300.0,"In Galician, ""Patrimonio cultural dixital"" faithfully captures the concept of Digital Cultural Heritage. ""Patrimonio cultural"" accurately conveys ""cultural heritage,"" referring to the legacy and cultural significance of assets in society, while ""dixital"" represents the idea of these being in digital form. This translation is widely recognized and reflects both the modern and technological aspects of cultural heritage in the digital age. Other suggestions, such as ""Drone dixital"" and ""Patrimonio cultural virtual,"" do not fully encapsulate the intended meaning; the former is unrelated, and the latter suggests a virtual rather than digital aspect, which may imply different connotations.",2025-05-31 21:15:56
gn,Digital Cultural Heritage,Teko Rekó Digital,Guaraní,119.0,1740708110.0,stop,gpt-4o-2024-08-06,114.0,233.0,"In Guaraní, ""Teko Rekó"" usually refers to cultural heritage, where ""teko"" means life or culture, and ""rekó"" implies heritage or way of being. The term ""Digital"" can be directly used as it is increasingly recognized in many languages, including Guaraní, due to globalization and technology influence. ""Teko Rekó Digital"" therefore captures the essence of cultural heritage in the digital realm, ensuring both the cultural and technological aspects are represented in the translation.",2025-05-31 21:15:56
gu,Digital Cultural Heritage,ડિજિટલ સાંસ્કૃતિક વારસો,Gujarati,124.0,1740708135.0,stop,gpt-4o-2024-08-06,113.0,237.0,"The translation ""ડિજિટલ સાંસ્કૃતિક વારસો"" accurately reflects the meaning of ""Digital Cultural Heritage"" in Gujarati. Each component of the term is directly translated: ""ડિજિટલ"" for ""Digital,"" ""સાંસ્કૃતિક"" for ""Cultural,"" and ""વારસો"" for ""Heritage."" These words are widely understood and used within the Gujarati-speaking community, making this translation clear and appropriate for conveying the concept of digitized or digital-born cultural resources.",2025-05-31 21:15:56
gv,Digital Cultural Heritage,Eirinys Chultooragh Fedjagagh,Manx,139.0,1740709819.0,stop,gpt-4o-2024-08-06,136.0,275.0,"In finding the best translation for 'Digital Cultural Heritage' into Manx, it's essential to capture accuracy while maintaining the linguistic nuances of the language. 'Eirinys' can convey the idea of 'heritage' or 'legacy,' aligning with the cultural aspect. 'Chultooragh' is a direct adaptation for 'cultural.' For 'digital,' 'fedjagagh' relates to the concept of digital or computerized, blending the historical context with modern technology. This translation captures both the essence of digital technology and cultural heritage properly while adhering to linguistic style.",2025-05-31 21:15:56
ha,Digital Cultural Heritage,Gadon Al’adu na Dijital,Hausa,133.0,1740708151.0,stop,gpt-4o-2024-08-06,128.0,261.0,"The term 'Digital Cultural Heritage' can be translated into Hausa as 'Gadon Al’adu na Dijital'. 'Gado' refers to 'heritage', encapsulating the notion of inheritance and preservation of cultural elements. 'Al’adu' means 'culture', and is directly relevant to cultural aspects and practices. 'Na Dijital' translates to 'digital', relating to the technological aspect. This translation precisely conveys the concept of heritage that is preserved, presented, and accessed through digital means, fitting the intended meaning of 'Digital Cultural Heritage'.",2025-05-31 21:15:56
hi,Digital Cultural Heritage,डिजिटल सांस्कृतिक धरोहर,Hindi,143.0,1740708310.0,stop,gpt-4o-2024-08-06,130.0,273.0,"The term ""डिजिटल सांस्कृतिक विरासत"" from both translation sources is accurate but translating ""heritage"" as ""विरासत"" can sometimes imply inheritance or legacy in a familial or legal context. ""धरोहर"" is often used to describe cultural and historical heritage more broadly in Hindi, which aligns well with the concept of ""cultural heritage"" as an ensemble of traditions, expressions, and artifacts. Therefore, ""डिजिटल सांस्कृतिक धरोहर"" captures the essence of preserving and accessing cultural heritage in a digital format, maintaining the integrity of the intended meaning.",2025-05-31 21:15:56
ho,Digital Cultural Heritage,Haroro Gaukara ai Ahuta Namona ai Abia,Hiri Motu,186.0,1740708332.0,stop,gpt-4o-2024-08-06,124.0,310.0,"In translating ""Digital Cultural Heritage"" into Hiri Motu, I considered the key elements of the term: ""digital,"" ""cultural,"" and ""heritage."" The suggestion ""Haroro Gaukara ai Ahuna Namona Oi Abia"" provided a solid foundation. However, I refined it slightly to ""Haroro Gaukara ai Ahuta Namona ai Abia"" as a more fitting translation. ""Haroro"" represents ""digital,"" capturing the modern, technological aspect. ""Gaukara"" translates to ""cultural,"" reflecting the social customs and legacy. ""Ai Ahuta Namona"" implies the collected body of knowledge, while ""ai Abia"" signifies the inheritance aspect. This combination effectively conveys the concept of digitally preserving and transmitting cultural heritage in Hiri Motu.",2025-05-31 21:15:56
hr,Digital Cultural Heritage,Digitalna kulturna baština,Croatian,126.0,1740707925.0,stop,gpt-4o-2024-08-06,126.0,252.0,"The term ""Digitalna kulturna baština"" is the correct and widely accepted translation for ""Digital Cultural Heritage"" in Croatian. The word ""Digitalna"" accurately represents ""Digital,"" while ""kulturna"" translates to ""cultural,"" and ""baština"" means ""heritage."" This translation directly conveys the concept of cultural heritage in a digital format, aligning with both Google and Ollama API suggestions. It is well-recognized in the context of digital initiatives related to preserving and accessing cultural heritage.",2025-05-31 21:15:56
zu,Digital Cultural Heritage,Ingabe ezobuChwepheshe befa Lesiko,Zulu,123.0,1740713506.0,stop,gpt-4o-2024-08-06,110.0,233.0,"In crafting this translation, I selected terms that resonate closely with the concepts of 'Digital', 'Cultural', and 'Heritage'. 'I-Digital' is adapted into 'izobuChwepheshe', which refers to technological advancements or expertise. 'Cultural' is translated as 'Lesiko', referring to traditions and cultural practices. Lastly, 'Heritage' is represented as 'ifa', reflecting inheritance or heritage. This combination aims to clearly convey the notion of digitally preserved and shared culture.",2025-05-31 21:15:56
