language_code,language_name,language_family,term_source,has_wikipedia,n_services_with_data,mean_rationale_similarity,category,evidence,loan_words_found,absence_signals,construction_signals,debate_signals,n_unique_raw,n_unique_normalized,max_edit_distance,has_script_disagreement,scripts_found,script_per_service,script_signals,claude_rationale_snippet,openai_rationale_snippet,gemini_rationale_snippet,first_ollama_rationale_snippet,service_translations
arc,Aramaic,Afro-Asiatic,Digital Humanities,False,5,0.3289,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 2; construction signals: 0; script disagreement: Hebrew+Latin+Syriac,False,Claude:loanword; Gemini:transliterat,,,4,4,21,True,"['Hebrew', 'Latin', 'Syriac']","[('OpenAI', 'Syriac'), ('Claude', 'Syriac'), ('Gemini', 'Hebrew'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",OpenAI:Syriac; Claude:Syriac; Gemini:Hebrew; First Ollama:Latin; Second Ollama:Latin,"In Syriac Aramaic script: ܚܘܪܙܐ (ḥurzā) means 'arts/sciences/disciplines', ܐܢܫܝܐ (anšāyā) means 'human/humanistic', and ܕܝܓܝܛܠܝܐ (dīgīṭālāyā) is the loanword for 'digital'. The suggested 'hwrå nšy' appears to be a romanization attempting 'ḥurzā nšāyā' (humanistic arts) but lacks the 'digital' compon",,"My translation, 'ܡܕܥܐ ܐܢܫܝܐ ܪܩܡܝܐ' (Mad'a Inshaya Raqmaya), aims for a more precise and nuanced representation of 'Digital Humanities' in Aramaic, building upon the existing suggestions while refining them for clarity and accuracy.

Let's break down the components:

1.  **ܡܕܥܐ (Mad'a):** This word m","Using the Aramaic words ""hwr"" ( digital, from Hebrew דיגיטל, via Arabic ذکیطال) and ""nšy"" (humanities, from Greek humanities via Syriac نثاّېیوودسابة)","{'OpenAI': 'ܐܢܘܢ ܕܝܓܝܛܠܝܐ', 'Claude': 'ܝܘܠܦܢ̈ܐ ܐܢܫܝ̈ܐ ܕܝܓܝܛܠܝ̈ܐ', 'Gemini': 'מדעי הרוח הדיגיטליים', 'First Ollama': 'hwrå nšy', 'Second Ollama': 'hwrå nšy'}"
arz,Egyptian Arabic,Afro-Asiatic,Digital Humanities,False,5,0.3993,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 0; construction signals: 2,False,,First Ollama:combining; Second Ollama:combining,,4,3,14,False,['Arabic'],"[('OpenAI', 'Arabic'), ('Claude', 'Arabic'), ('Gemini', 'Arabic'), ('First Ollama', 'Arabic'), ('Second Ollama', 'Arabic')]",OpenAI:Arabic; Claude:Arabic; Gemini:Arabic; First Ollama:Arabic; Second Ollama:Arabic,"In Egyptian Arabic, 'الإنسانيات الرقمية' (el-insaniyyat el-raqamiyya) is the most appropriate and widely accepted translation. While both suggestions are linguistically valid in Modern Standard Arabic, 'الإنسانيات' is more concise and closer to the English term 'Humanities' than 'العلوم الإنسانية' (","The term ""الإنسانيات الرقمية"" is a valid translation but focusing on ""العلوم الإنسانية الرقمية"" can emphasize the academic and disciplinary aspect of Digital Humanities. The word ""علوم"" encompasses the systematic study and research aspect more clearly, which aligns with the interdisciplinary nature ","The term 'الإنسانيات الرقمية' (El-Ensanyat El-Raqameya) is the most fitting translation for 'Digital Humanities' in Egyptian Arabic. 

1.  **'الإنسانيات' (El-Ensanyat):** This is the standard and widely understood term for 'Humanities' in Arabic, including Egyptian Arabic. It directly conveys the ac","The term ""Digital Humanities"" is translated by combining the adjective ""إنساني"" (insāni), meaning humanistic or humanities, with ""رقمي"" (rumānī), meaning digital. The resulting phrase ""الإنسانيات الرقمية"" conveys the same meaning as the original English term.","{'OpenAI': 'العلوم الإنسانية الرقمية', 'Claude': 'العلوم الإنسانية الرقمية', 'Gemini': 'الانسانيات الرقمية', 'First Ollama': 'الإنسانيات الرقمية', 'Second Ollama': 'الมนوطة الأليكترونية'}"
as,Assamese,Indo-Iranian,Digital Humanities,False,6,0.3749,TRANSMOGRIFICATION,No Wikipedia; 5 distinct outputs; absence signals: 0; construction signals: 1,False,,Gemini:suffix,,5,5,8,False,['Bengali'],"[('Google Translate', 'Bengali'), ('OpenAI', 'Bengali'), ('Claude', 'Bengali'), ('Gemini', 'Bengali'), ('First Ollama', 'Bengali'), ('Second Ollama', 'Bengali')]",Google Translate:Bengali; OpenAI:Bengali; Claude:Bengali; Gemini:Bengali; First Ollama:Bengali; Second Ollama:Bengali,"The term 'ডিজিটেল মানৱিকী' is more accurate and concise than the suggested translations. In Assamese, 'মানৱিকী' (manabikī) is the standard term for 'humanities' as an academic discipline, similar to how it's used in other Indian languages like Hindi (मानविकी) and Bengali (মানবিকী). The suggested tra","The term ""মানৱিক বিজ্ঞান"" directly translates to ""Humanities"" in Assamese. ""মানৱীয় বিজ্ঞান"" translates to ""Human Sciences,"" which is somewhat different in meaning. Therefore, ""ডিজিটেল মানৱিক বিজ্ঞান"" is a more precise translation for ""Digital Humanities"" as it maintains the academic and cultural co","The term 'মানৱিকী' (manobiki) in Assamese directly translates to 'humanities' in its academic sense, encompassing the study of human culture, literature, philosophy, and history. The suffix '-ইকী' is commonly used to denote a field of study or a discipline, similar to how '-ology' or '-ics' are used","I modified the Google Translate suggestion to better reflect the nuances of Assamese language. 'মানৱিক' (mānavika) is a more common and idiomatic term in Assamese for humanities, replacing 'মানৱীয়' (mānavīya). The rest of the translation remains the same.","{'Google Translate': 'ডিজিটেল মানৱীয় বিজ্ঞান', 'OpenAI': 'ডিজিটেল হিউম্যানিটিজ', 'Claude': 'ডিজিটেল মানৱবিদ্যা', 'Gemini': 'ডিজিটেল মানৱবিদ্যা', 'First Ollama': 'ডিজিটেল মানৱিক বিজ্ঞান', 'Second Ollama': 'ডিজিটাল মানৱিক শিক্ষা'}"
ast,Asturian,Romance,Digital Humanities,False,5,0.4138,MEASUREMENT_ARTEFACT,Normalized to 2 unique value(s); max edit distance 1 ≤ threshold 3,False,First Ollama:borrowed; Second Ollama:borrowed,,,2,2,1,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"In Asturian, the correct spelling for 'digital' is 'digitales' (not 'dixitales'). The term follows standard Asturian orthography where the /x/ sound from Spanish 'j' is typically represented as 'x', but 'digital' retains its Latin root with 'g'. 'Humanidaes' is the correct Asturian plural form of 'h","The term 'Humanidaes Dixitales' is applicable because 'Humanidaes' corresponds to 'Humanities', and 'Dixitales' uses the Asturian word for 'digital'. This representation respects Asturian orthography and phonology while reflecting the intended meaning of the English term 'Digital Humanities'. Also, ","The term 'Humanidaes Dixitales' is the most accurate and natural translation for 'Digital Humanities' in Asturian. 'Humanidaes' is the direct and correct translation for 'Humanities'. For 'Digital', 'Dixital' is the standard and widely accepted term in Asturian, reflecting the phonological and ortho","Borrowed directly from Spanish, as Asturian has been heavily influenced by Spanish in recent centuries. ""Humanidaes"" is the standard translation of Humanities into Asturian.","{'OpenAI': 'Humanidaes Dixitales', 'Claude': 'Humanidaes Dixitales', 'Gemini': 'Humanidaes Dixitales', 'First Ollama': 'Humanidaes Digitales', 'Second Ollama': 'Humanidaes Digitales'}"
av,Avaric,Caucasian / Isolate,Digital Humanities,False,6,0.3791,TRANSMOGRIFICATION,No Wikipedia; 6 distinct outputs; absence signals: 0; construction signals: 6,False,,Claude:construct; Claude:suffix; OpenAI:combining; Gemini:compound; Gemini:construct; Gemini:suffix,Gemini:also used,6,6,25,False,['Cyrillic'],"[('Google Translate', 'Cyrillic'), ('OpenAI', 'Cyrillic'), ('Claude', 'Cyrillic'), ('Gemini', 'Cyrillic'), ('First Ollama', 'Cyrillic'), ('Second Ollama', 'Cyrillic')]",Google Translate:Cyrillic; OpenAI:Cyrillic; Claude:Cyrillic; Gemini:Cyrillic; First Ollama:Cyrillic; Second Ollama:Cyrillic,"In Avaric, 'Digital Humanities' requires proper grammatical construction. 'Цифралъулал' (digital, genitive/attributive form) correctly modifies the noun phrase. 'Гуманитарияллъул' (humanitarian/humanities, with proper Avar plural attributive suffix -лъул) is the appropriate form. 'Абурал' (sciences/","The term ""Цифралъулал гуманитариялъулел"" is a refined version combining the elements for ""digital"" (""цифралъулал"") and ""humanities"" (""гуманитариялъулел""). The slight variation in order from one suggestion (""Цифралал гуманитариялъулел"") is adjusted to more closely match the conceptual pairing used in","Let's break down the existing suggestions and refine them for accuracy and natural flow in Avar. The core challenge is to convey 'digital' and 'humanities' in a way that is both precise and grammatically correct.

*   **'Цифралъулал' (tsifralhulal):** This is a good starting point for 'digital'. It ","I've modified the existing suggestion to reflect the Avaric grammatical structure. In Avaric, the adjective 'цифрал' (cisifral) is used in the form 'цифралал' when it's a plural attribute of a noun, and I've followed this pattern for consistency.","{'Google Translate': 'Цифралъулал гуманитариялин абулел', 'OpenAI': 'Цифрал хъурахъизби', 'Claude': 'Рақӏалъул гуманитарияб гӏелмуби', 'Gemini': 'Цифровая гуманитаристика', 'First Ollama': 'Цифралал гуманитариялъулел', 'Second Ollama': 'Kьярулэгарулеби цифровые'}"
awa,Awadhi,Indo-Iranian,Digital Humanities,False,6,0.3771,TRANSMOGRIFICATION,No Wikipedia; 3 distinct outputs; absence signals: 3; construction signals: 0; script disagreement: Devanagari+Gurmukhi,False,Claude:loanword; Claude:borrowing; Gemini:loanword,,,3,3,12,True,"['Devanagari', 'Gurmukhi']","[('Google Translate', 'Devanagari'), ('OpenAI', 'Devanagari'), ('Claude', 'Devanagari'), ('Gemini', 'Devanagari'), ('First Ollama', 'Devanagari'), ('Second Ollama', 'Gurmukhi')]",Google Translate:Devanagari; OpenAI:Devanagari; Claude:Devanagari; Gemini:Devanagari; First Ollama:Devanagari; Second Ollama:Gurmukhi,"Awadhi, being closely related to Hindi but with distinct linguistic features, would benefit from a translation that is both accessible and culturally appropriate. While 'डिजिटल मानविकी' is a direct borrowing from Hindi, and 'डिजिटल मानव शास्त्र' uses the more Sanskrit-heavy 'शास्त्र', I recommend 'ड","The term ""डिजिटल मानविकी"" is a direct translation of ""Digital Humanities,"" capturing the essence of integrating digital technology with the study of human culture. While ""मानव शास्त्र"" could imply more of a focus on the scientific study of humans, ""मानविकी"" aligns well with the broader interdiscipli","The term 'डिजिटल मानविकी' (Digital Manaviki) is the most direct and widely understood translation. 'डिजिटल' (Digital) is a loanword that is now commonly accepted and used in many Indian languages, including Awadhi, to refer to digital technology. 'मानविकी' (Manaviki) is the standard term for 'Humani","In Awadhi, the word for 'humanities' is actually ""मानव शास्त्र"" (mānav shāstr), which I modified to match the original term. This translation maintains the nuance of ""shāstr"", which connotes a sense of study or knowledge, and accurately reflects the concept of Digital Humanities in Awadhi.","{'Google Translate': 'डिजिटल मानविकी', 'OpenAI': 'डिजिटल मानविकी', 'Claude': 'डिजिटल मानविकी', 'Gemini': 'डिजिटल मानविकी', 'First Ollama': 'डिजिटल मानव शास्त्र', 'Second Ollama': 'ਡਿਜੀਟਲ ਮਾਨਵਤਵਾਦ'}"
ay,Aymara,Indigenous Americas,Digital Humanities,False,6,0.3722,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 3; services with data: 6,True,Claude:borrowed; Claude:loanword; Gemini:loanword,Claude:compound; OpenAI:combining; OpenAI:formation; Gemini:neologism,,6,6,41,False,['Latin'],"[('Google Translate', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This translation combines 'Yatichawi' (knowledge/learning/humanities), 'Lurañanaka' (works/practices), 'Digital' (borrowed term widely understood), 'Tecnología' (borrowed term), and 'Tuqita' (about/concerning). However, a more concise and culturally appropriate term would be 'Jaqinaka Yatiñanaka Dig","In Aymara, ""Tiksi Yatiñani"" refers to comprehensive or integrated knowledge, aligning with the humanities as a field of study. ""Jichha Jach’a Arxa"" can be used to denote the modern or digital aspect, indicating the contemporary, large-scale transformations associated with digital technologies. Combi","My translation 'Jach'a Yatiñanaka Digital' aims for a concise and direct rendering of 'Digital Humanities' into Aymara, drawing on the core concepts of 'humanities' and 'digital'.

Let's break down the components and compare with the provided suggestions:

*   **Jach'a Yatiñanaka:** This translates ","The term 'Digital Humanities' requires a nuanced translation, as it encompasses both the digital aspect and the humanistic approach. I've broken down the translation into two parts:

* 'P'unchaynatawi' comes from 'p'uncha","{'Google Translate': 'Humanidades Digitales uka tuqit yatxataña', 'OpenAI': 'Yatitay Hutunakaru', 'Claude': ""Digital Yatiña Uñacht'ayiri"", 'Gemini': ""Jach'a Yatiñanaka Uñakipawi"", 'First Ollama': 'P', 'Second Ollama': 'Humanidades Digitales'}"
az,Azerbaijani,Turkic,Digital Humanities,True,9,0.454,PRODUCTIVE_DISAGREEMENT,Wikipedia translation present; 3 distinct outputs; debate signals: 2,False,,,First Ollama:also used; Second Ollama:also used,3,3,21,False,['Latin'],"[('Wikipedia', 'Latin'), ('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Wikipedia:Latin; Google Translate:Latin; EasyNMT:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This translation is the most accurate and widely accepted in Azerbaijani. 'Rəqəmsal' (digital) + 'Humanitar Elmlər' (humanities/humanitarian sciences) captures the essence of Digital Humanities. In Azerbaijani academic discourse, 'humanitar elmlər' is the standard term for humanities. The capitaliza","The term ""Digital Humanities"" is best translated into Azerbaijani as ""Rəqəmsal Humanitar Elmlər"" because it accurately conveys the concept of digital tools and methods applied to the humanities disciplines. This translation maintains consistency across various sources and reflects the established te","The term 'Rəqəmsal Humanitar Elmlər' is the most accurate and widely accepted translation for 'Digital Humanities' in Azerbaijani. Let's break down why:

*   **Rəqəmsal:** This directly translates to 'Digital' and is the standard term used in Azerbaijani for anything related to digital technology, c","I chose to use the plural form of 'Elmlər' (sciences/knowledge) as Digital Humanities encompasses a range of disciplines, and it is more idiomatic in Azerbaijani. The phrase is also used on Wikipedia and widely accepted in academic circles.","{'Wikipedia': 'Rəqəmsal humanitar elmlər', 'Google Translate': 'Rəqəmsal Humanitar Elmlər', 'EasyNMT': 'İnsaniyyətləri', 'Lingvanex': 'Rəqəmsal humanitar elmlər', 'OpenAI': 'Rəqəmsal Humanitar Elmlər', 'Claude': 'Rəqəmsal Humanitar Elmlər', 'Gemini': 'Rəqəmsal Humanitar Elmlər', 'First Ollama': 'Rəqəmsal Humanitar Elmlər', 'Second Ollama': 'İntibah Ələqələri'}"
ba,Bashkir,Turkic,Digital Humanities,False,6,0.3781,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 3; construction signals: 0,False,Gemini:loanword; First Ollama:keep.*english; Second Ollama:keep.*english,,Gemini:variant,4,4,22,False,['Cyrillic'],"[('Google Translate', 'Cyrillic'), ('OpenAI', 'Cyrillic'), ('Claude', 'Cyrillic'), ('Gemini', 'Cyrillic'), ('First Ollama', 'Cyrillic'), ('Second Ollama', 'Cyrillic')]",Google Translate:Cyrillic; OpenAI:Cyrillic; Claude:Cyrillic; Gemini:Cyrillic; First Ollama:Cyrillic; Second Ollama:Cyrillic,"In Bashkir, 'санлы' (sanlı) is the standard term for 'digital' derived from 'сан' (number/data), which is more commonly used than 'һанлы'. 'Гуманитар фәндәр' correctly translates to 'humanities' or 'humanitarian sciences' where 'фәндәр' means 'sciences/disciplines'. This terminology aligns with stan","In Bashkir, ""Һан"" refers to ""digital,"" and it is more succinct than ""Һанлы,"" which can imply ""digitized"" or ""numeric."" The term ""гуманитар фәндәр"" accurately represents ""Humanities,"" focusing on the academic disciplines that study aspects of human society and culture. Hence, ""Һан гуманитар фәндәр"" e","The term 'Digital Humanities' translates quite directly into Bashkir. Let's break down the components:

*   **Digital:** The most common and accurate translation for 'digital' in this context is 'һанлы' (hanly), meaning 'numeric' or 'digital'. This is widely accepted and used in technical and academ","I will keep the existing Google Translate suggestion as it is a good approximation. However, to make it more accurate and idiomatic in Bashkir, I would suggest a slight modification: 'Һанлы ҡулланма фәндәре'. Here's why: 'Һанлы' (digital) is well-established in the language, 'гуманитар' (humanities)","{'Google Translate': 'Һанлы гуманитар фәндәр', 'OpenAI': 'Цифрлы гуманитар фәндәр', 'Claude': 'Санлы гуманитар фәндәр', 'Gemini': 'Цифрлы гуманитар фәндәр', 'First Ollama': 'Һанлы гуманитар фәндәр', 'Second Ollama': 'Файлэвал \\u0436амијйта'}"
bar,Bavarian,Germanic,Digital Humanities,False,5,0.4366,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 5,True,Claude:borrowed,Gemini:morpholog,,2,2,18,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This translation authentically reflects Bavarian phonology and orthography. The key features are: 1) 'Digitale' remains unchanged as technical terms are typically borrowed directly, 2) 'Geisteswissnschoftn' accurately represents the Bavarian pronunciation where standard German '-wissenschaften' beco","The term 'Digitale Geisteswissenschaften' is directly translated to Bavarian as 'Digitale Geisteswissnschoftn'. While Bavarian often shortens or modifies some words, for technical and academic terms, using a direct translation acknowledges the specialized field and retains the formal structure under",The existing suggestions 'Digitale Geisteswissnschoftn' are excellent and accurately reflect the Bavarian phonology and morphology for 'Digital Humanities'. 'Digitale' is the correct feminine plural form of 'digital' in Bavarian. 'Geisteswissnschoftn' is the standard Bavarian plural form for 'Geiste,"The term 'Digital Humanities' is a combination of English words, but it can be broken down into its components. 'Digital' remains the same in German and Bavarian (Kodifikation: bar). The second part, 'Humanities', translates to 'Geisteswissenschaften' in standard German, which also applies to Bavari","{'OpenAI': 'Digitale Geisteswissenschaften', 'Claude': 'Digitale Geisteswissenschaften', 'Gemini': 'Digitale Humanistik', 'First Ollama': 'Digitale Geisteswissenschaften', 'Second Ollama': 'Digitale Geisteswissenschaften'}"
bat-smg,Samogitian,Baltic,Digital Humanities,False,5,0.3755,TRANSMOGRIFICATION,No Wikipedia; 5 distinct outputs; absence signals: 1; construction signals: 1,False,Gemini:borrowing,Claude:formation,,5,5,22,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"This translation combines 'Skaitmeninės' (digital, properly declined in Samogitian feminine plural genitive to agree with the noun structure), 'Humanitaros' (humanities, adapted from Lithuanian 'humanitariniai mokslai' but using Samogitian phonetics), and 'Muokslā' (sciences/scholarship in Samogitia","The translation ensures that the digital aspect is captured with ""Skaitmenėms,"" analogous to the English ""Digital,"" and ""Žemėjimų Humanityras"" reflects ""Humanities,"" with ""Žemėjimų"" indicating a local linguistic influence pertinent to the Samogitian dialect. This formulation resonates with cultural ","The term 'Digital Humanities' in Samogitian requires a balance between direct translation and idiomatic naturalness. Let's break down the existing suggestions and my refinement:

*   **OpenAI: 'Skaitmenėms Žemėjimų Humanityras'**
    *   'Skaitmenėms' (dative plural of 'skaitmeninis' - digital) is g","I translated the term by breaking it down into its components: 'digital' -> 'digialinė', and 'humanities' -> 'mokslinės humanitarikos'. The adjective 'digialinė' is derived from the Lithuanian word for digital, which is commonly used in Samogitian language.","{'OpenAI': 'Dėgiṭāle Humanītētes', 'Claude': 'Skaitmeninės humanitarinės muokslā', 'Gemini': 'Skaitmenė Humanėstėka', 'First Ollama': 'Digialinės mokslinės humanitarikos', 'Second Ollama': 'Digitinės menos mokslas'}"
bcl,Bikol,Austronesian,Digital Humanities,False,7,0.4115,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 8; services with data: 7,True,Claude:loanword; Claude:transliterat; OpenAI:borrowed; Gemini:borrowed; Gemini:loanword; Gemini:transliterat; First Ollama:borrowing; Second Ollama:borrowing,First Ollama:combining; First Ollama:create.*term; Second Ollama:combining; Second Ollama:create.*term,Claude:either,6,6,28,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('First Ollama', 'Latin'), ('Second Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; First Ollama:Latin; Second Ollama:Latin,"In Bikol, loanwords from Spanish and English are commonly adapted with Bikol phonetic spelling. 'Humanidades' is a well-established Spanish loanword widely understood in Philippine languages to mean the humanities (literature, philosophy, history, arts, etc.). 'Digital' is transliterated as 'Dihital","The term ""Digital Humanities"" refers to the intersection of digital technologies and the humanities disciplines. ""Diyital"" is the Bikol word for ""digital,"" and ""Humanidades"" is a borrowed term commonly used for the humanities. This translation maintains the meaning and context of the original term w","The term 'Dihital na Humanidades' is the most direct and accurate translation of 'Digital Humanities' into Bikol. 

*   **Dihital**: This is the most common and widely understood transliteration of 'Digital' in Bikol, similar to how it's adopted in many Philippine languages. While 'digital' itself i","I followed the structure of the original term and adapted it to Bikol. 'Digital' is maintained as a direct borrowing, while 'Humanties' becomes 'Pag-iskolar nin Kasaysayan', combining elements of both meaning and form from Bikol. This approach aims to create an understandable and clear term for scho","{'Google Translate': 'Digital Humanities', 'EasyNMT': 'Mga Pag - eksister nin Tawo', 'OpenAI': 'Digital na Humanidades', 'Claude': 'Digitalong Humanidades', 'Gemini': 'Digital Humanities', 'First Ollama': 'Mga Digital na Pag-iskolar nin Kasaysayan', 'Second Ollama': 'Digmaletal na mga Paksa'}"
